rank,front,published_meaning,risk,reason,supporting_sources,external_agreement_pairs,kaikki_meaning,readurdu_meaning,word2word_meaning,evidence_tier,semantic_basis
1797,قصور,crime; law-breaking,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"guilt; fault, offence, failing; Kasur (a city in Kasur district, Punjab, Pakistan)","fault, guilt",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1808,محترمہ,Mrs; Ms,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,lady,lady,Lady; calm; Is; Understand; ladies,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1810,نعمت,consecration; money,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"blessing, grace","blessing, bounty",blessing; trust; Every; killed; hand,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1827,پابند,strung; punctual; junior-grade; inferior; lower-ranking; lowly; petty(a); secondary; subaltern; subordinate; restricted,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"bound; restrained, encumbered","restrained, encumbered; bound",obliged; given; circumstances; hand; over,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1833,پال,canvas; canvas fabric; canvass; canvass fabric; dam; dike; dyke; sail; sheet,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"a male given name from English, equivalent to English Paul","n. a male given name from English, equivalent to English Paul | Platts: (rt. of pālnā)",Paul; hurry; Timothy; Reading; Bottom,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1837,بیت,verse; verse line,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"couplet, distich; abode, house, edifice; mosque, church, synagogue","n. couplet, distich; abode, house, edifice; mosque, church, synagogue | Platts:",bait; used; Bait; Nah; yourself,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1840,مایوسی,hopelessness,block,independent_sources_agree_against_published_meaning,,readurdu+word2word,,"despair, disappointment",frustration; Frustration; despair; patience; understand,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1854,تجزیہ,dissection,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"analysis, dissolution","analysis, dissolution",Analyzing; analyze; Genesis; Chamber; sample,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1863,محسن,complaisant; obliging,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"beneficent; benefactor, patron; a male given name, Mohsin, from Arabic","adj. beneficent | n. benefactor, patron | name: a male given name, Mohsin, from Arabic | Platts: (act. part. of احسن 'to do good, to act well; to benefit,' iv of حَسُنَ 'to be good, or comely,' &c.), adj. &…",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1872,سنت,circumcision; sage; sadhu; saddhu,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,habit; Sunna; custom,n. tradition; habit; custom | Platts:,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1879,اراضی,field,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"ground, land, terrain","n. ground, land, terrain | Platts:",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1896,ضمیر,heart; bosom,block,one_source_support_but_other_two_agree_elsewhere,kaikki,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"pronoun; a kept secret; conscience; mind, heart",conscience,conscience; fears; overpowered; consciences; minds,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1901,مصیبت,crisis; danger; complication,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"trouble, distress; calamity, disaster, catastrophe (a sudden event that causes great damage)","calamity, trouble",trouble; screwed; gloat; em; Paperboy,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1909,سمندری,oceanic; pelagic,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"Samundri (a city in Faisalabad district, Punjab, Pakistan)","Samundri (a city in Faisalabad district, Punjab, Pakistan)",DOD; -Listen; 2000.; 2001; sea,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1939,طاقتور,mighty,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"strong, stout, powerful","strong, stout, powerful",powerful; cannot; stronger; Everytime; figured,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1940,سستی,inaction; inactivity; inactiveness; faineance; idleness; laxness; laxity; remissness; slackness,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"laziness, sloth","n. laziness, sloth",books; read; masks; latex; face,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1955,ہلاکت,assassination,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,death; fatigue; destruction; extermination,"n. death; destruction; extermination; fatigue | Platts: (for A. هلاکة, abst. s. fr. the preceding)",occur; killing; does; quite; war,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1956,جواز,validity; validness,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,justification (ie. lawfulness),n. justification (ie. lawfulness) | Platts:,justification; detain; lead; bomb; drop,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1974,ہائے,groan; moan,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,alas!; an exclamation of distress; a sigh,interj. alas! | n. an exclamation of distress; a sigh,stakes; played; rules; painstakingly; combed,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1990,عقل,mind; intellect,block,one_source_support_but_other_two_agree_elsewhere,readurdu,kaikki+word2word,"common sense; understanding, wisdom","intellect, reason",fathom; understanding; His; tired; Does,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
1991,رام,conquest; conquering; subjection; subjugation,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"God; Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage","name: Rama; a male given name, Ram or Rāma, from Sanskrit, of Hindu usage | Platts:",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2000,دامن,pocket,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"sail; outskirts, edges; foothills; hem of a garment; skirt, petticoat","hem of a garment; lap, refuge",,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2004,واقف,known,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"aware of, knowing, conversant, informed, sensible, experienced, learned","adj. aware of, knowing, conversant, informed, sensible, experienced, learned | Platts: (act. part. of وقف 'to stand (over); to be intent (on),' &c.), adj. Informed, acquainted (with); aware (of),…",familiar; aware; Enrique; bro; paths,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2015,عمومی,favorite; favourite,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,general,general,,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2025,تسلسل,inverse; opposite,block,independent_sources_agree_against_published_meaning,,readurdu+word2word,,"s.m. Running down, flowing (water); being joined, adhering as the links of a chain; concatenation, sequence,…",sequence; automated; process; consistently; adjacent,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
2031,عذاب,anguish,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,doom; torment; torture,"torment, divine punishment",punishment; worse; uncomfortable; doom,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2033,وضع,expressive style; style; position; posture; attitude,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+readurdu+word2word,manner; mode; type; kind; form; shape; appearance,"n. making; devising; forming; invention; shape; appearance; manner; mode | Platts: (inf. n. of وضع 'to place,' &c.)",devising; strategy; Even; so; `,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2063,انگریز,English; English people,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,British; white person; Englishman; a Brit,n. Englishman; a Brit; the British; white person,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2085,آفت,crisis; panic; scare; catastrophe; cataclysm; havoc; mayhem,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu+kaikki+word2word+readurdu+word2word,"suffering; calamity, disaster; din, uproar, noise","calamity, disaster",disaster; hurl; thunderbolts; gods; There,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2096,لانا,make; restore; reconstruct,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,to bring,v. to bring | Platts: (,HASSASINS; LAIR; found; brought; He,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2104,پرورش,nourishment,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"fostering; compassion; nurture, upbringing","upbringing, nurture",Growing; toughest; wanted; up; kid,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2107,روزنامہ,daily,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,newspaper,newspaper,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2108,انکشاف,presentation; presentment; demonstration; recognition; identification,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,discovery; revelation (ie. something concealed being revealed),n. discovery; revelation (ie. something concealed being revealed) | Platts:,,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2113,وفاق,Union; North,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"federal, federation; unanimity, harmony, agreement","n. federal, federation; unanimity, harmony, agreement | Platts: (inf. n. of وَافَقَ 'to agree with,' &c., iii of وَفِقَ; see wafq)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2119,تعبیر,result; resultant; final result; outcome; termination,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"interpretation, elucidation (of a dream); explanation; putting a new construction (on words)",interpretation (esp. of dreams); realization,,A_direct_iwn_en,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
2130,منع,refusal,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"prohibited, forbidden, not allowed","adj. prohibited, forbidden, not allowed | Platts: (inf. n. of منع 'to forbid,' &c.)",worked; restricted; how; Sometimes; telling,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2132,رنگت,shade; tint; tincture; tone,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,complexion; skin color,n. complexion; skin color | Platts:,,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2142,بیل,vine; ox,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,creeper; progeny,n. creeper; progeny | Platts:,cow; Tinker; Bell; boots; Nice,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2145,کیف,drunkenness; inebriation; inebriety; intoxication; tipsiness; insobriety,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,Kyiv (the capital city of Ukraine),"name: Kyiv (the capital city of Ukraine) | Platts: (acc. of kaifuṉ, inf. n. of کيف 'to cut,' &c.)",,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2151,عادی,accustomed,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,usual; common; normal,adj. normal; habitual; customary | Platts: (rel. n. fr. ʻādat,junkie; thief; everybody; Just; not,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2158,جلال,resentment; bitterness; gall; rancor; rancour; sparkle; twinkle; spark; light,block,independent_sources_agree_against_published_meaning,,readurdu+word2word,,"majesty, glory, wrath",glory; give; him; And; #,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
2182,قائل,convinced,block,independent_sources_agree_against_published_meaning,,kaikki+readurdu,"acknowledging, agreeing, consenting","n. acknowledging, agreeing, consenting | Platts: (act. part. of قول 'to say; to speak,' &c.), part.",convince; persuaded; maybe; steal; To,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2185,دادا,rogue; knave; rascal; rapscallion; scalawag; scallywag; varlet,block,independent_sources_agree_against_published_meaning,,readurdu+word2word,a dad; Guru; master; elder brother,n. paternal grandfather; respectful address for an older / elderly man; a man who has raised or fostered a child like his own | Platts:,grandfather; fathers; sons; bury; peace,A_direct_iwn_en,IWN-En Direct manual link (single direct sense)
2186,فیکٹری,machine shop; plant; works; industrial plant,block,independent_sources_agree_against_published_meaning,,readurdu+word2word,,factory,factory; Automated; -l; cyber-attacks; nuclear,A_direct_iwn_en,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
