rank,front,meaning,meaning_selection,frequency,wordfreq_zipf,legacy_agrees,kaikki_agrees,freedict_agrees,readurdu_agrees,omw_agrees,tufs_entry,tufs_omw_agrees,independent_semantic_sources,overlap_terms,status
490,erreur,error; mistake; aberration,freedict,148.588,4.91,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""aberr|error|mistake"", ""kaikki"": ""error|mistake"", ""omw"": ""error|mistake""}",verified_strong
491,malade,ill; sick,freedict,147.68599999999998,4.82,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""ill|sick"", ""kaikki"": ""ill|sick"", ""omw"": ""ill|sick""}",verified_strong
492,dîner,dine; dinner; supper; have dinner,freedict,147.30200000000002,4.29,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""dine|dinner|have|supper"", ""kaikki"": ""dine|dinner"", ""omw"": ""dinner|have|supper""}",verified_strong
493,rêve,dream; daydream,freedict,146.70600000000002,4.84,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""daydream|dream"", ""kaikki"": ""dream"", ""omw"": ""daydream|dream""}",verified_strong
494,lit,bed,freedict,146.275,5.03,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""bed"", ""kaikki"": ""bed"", ""omw"": ""bed""}",verified_strong
495,preuve,sign; proof; token,freedict,146.168,4.95,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""proof|sign|token"", ""kaikki"": ""proof"", ""omw"": ""proof|sign""}",verified_strong
496,message,errand; message,freedict,145.819,5.07,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""errand|message"", ""kaikki"": ""message"", ""omw"": ""message""}",verified_strong
497,ceci,this; these; this here,freedict,145.763,4.94,False,True,True,False,False,True,False,kaikki,"{""freedict"": ""here|these"", ""kaikki"": ""this""}",verified
498,pauvre,poor; abject; dismal; meager,freedict,145.553,4.84,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""abject|dismal|meager|poor"", ""kaikki"": ""poor"", ""omw"": ""meager|poor""}",verified_strong
499,réussir,succeed,freedict,145.49499999999995,4.51,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""succe"", ""kaikki"": ""succe"", ""omw"": ""succe""}",verified_strong
500,avocat,lawyer; counsel; advocate; barrister,freedict,145.454,4.80,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""advocate|barrister|counsel|lawyer"", ""kaikki"": ""lawyer"", ""omw"": ""advocate|barrister|counsel|lawyer""}",verified_strong
501,assurer,keep; affirm; assure; insure,freedict,144.62199999999999,4.91,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""affirm|assure|insure|keep"", ""kaikki"": ""assure|insure"", ""omw"": ""affirm|assure|insure|keep""}",verified_strong
502,sorte,"way, manner; sort, kind, type; first/third-person singular present subjunctive of sortir",kaikki,144.434,5.04,False,True,False,False,True,False,False,omw,"{""kaikki"": ""first|kind|manner|sort|sortir|subjunctive|third-person|type|way"", ""omw"": ""kind|sort""}",verified
503,remettre,to get back; to remember; to throw up,kaikki,144.35500000000002,4.76,False,True,False,False,True,False,False,omw,"{""kaikki"": ""back|get|remember|throw|up"", ""omw"": ""back|throw|up""}",verified
504,tiens,here; look; hey; hold! (form of tenir),explicit_high_risk_review,142.971,4.88,False,False,False,False,False,False,False,,{},verified_explicit_review
505,client,client; customer,freedict,142.148,4.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""client|customer"", ""kaikki"": ""client|customer"", ""omw"": ""client|customer""}",verified_strong
506,simple,simple; straightforward,freedict,141.418,5.25,False,False,True,False,True,False,False,omw,"{""freedict"": ""simple|straightforward"", ""omw"": ""simple""}",verified
507,impossible,impossible,freedict,140.988,4.98,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""impossible"", ""kaikki"": ""impossible"", ""omw"": ""impossible""}",verified_strong
508,obtenir,get; procure,freedict,140.82899999999998,4.97,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""get|procure"", ""kaikki"": ""get"", ""omw"": ""get|procure""}",verified_strong
509,café,café; coffee; coffee-house,freedict,140.408,4.76,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""caf|coffee|coffee-house"", ""kaikki"": ""coffee"", ""omw"": ""coffee""}",verified_strong
510,tôt,early,freedict,139.62,4.96,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""early"", ""kaikki"": ""early"", ""omw"": ""early""}",verified_strong
511,chemin,way; path; road; route,freedict,139.073,5.05,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""path|road|route|way"", ""kaikki"": ""road"", ""omw"": ""path|road|route|way""}",verified_strong
512,rire,laugh,freedict,139.023,4.79,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""laugh"", ""kaikki"": ""laugh"", ""omw"": ""laugh""}",verified_strong
513,visage,face,freedict,138.804,4.87,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""face"", ""kaikki"": ""face"", ""omw"": ""face""}",verified_strong
514,couper,cut; slice,freedict,138.46599999999998,4.53,False,False,True,False,True,True,False,omw,"{""freedict"": ""cut|slice"", ""omw"": ""cut""}",verified
515,détruire,quash; destroy,freedict,138.20099999999994,4.46,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""destroy|quash"", ""kaikki"": ""destroy"", ""omw"": ""destroy|quash""}",verified_strong
516,dès,from; as early as; as soon as,explicit_high_risk_review,138.063,5.43,False,True,True,False,False,False,False,freedict|kaikki,"{""freedict"": ""from"", ""kaikki"": ""early""}",verified_explicit_review
517,salle,room; chamber,freedict,137.69,5.08,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""chamber|room"", ""kaikki"": ""room"", ""omw"": ""chamber|room""}",verified_strong
518,président,chairman; president,freedict,137.18900000000002,5.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""chairman|president"", ""kaikki"": ""president"", ""omw"": ""chairman|president""}",verified_strong
519,revoir,revise; see again,freedict,136.672,4.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""again|revise|see"", ""kaikki"": ""again|see"", ""omw"": ""again|revise""}",verified_strong
520,sauf,except; besides; apart from; except for,freedict,136.629,5.10,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""apart|besid|except"", ""kaikki"": ""except"", ""omw"": ""except""}",verified_strong
521,amuser,amuse,freedict,135.86700000000002,4.18,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""amuse"", ""kaikki"": ""amuse"", ""omw"": ""amuse""}",verified_strong
522,hôpital,hospital,freedict,135.826,4.85,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""hospital"", ""kaikki"": ""hospital"", ""omw"": ""hospital""}",verified_strong
523,abandonner,to abandon; leave; give up; quit,explicit_high_risk_review,135.428,4.36,False,True,True,False,True,False,False,freedict|kaikki|omw,"{""freedict"": ""leave|quit"", ""kaikki"": ""abandon|give|up"", ""omw"": ""abandon|give|leave|quit|up""}",verified_explicit_review
524,force,force; vigour; strength,freedict,134.08,5.22,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""force|strength|vigour"", ""kaikki"": ""force|strength"", ""omw"": ""force|strength|vigour""}",verified_strong
525,musique,music,freedict,133.357,5.26,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""music"", ""kaikki"": ""music"", ""omw"": ""music""}",verified_strong
526,rue,street,freedict,133.174,5.27,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""street"", ""kaikki"": ""street"", ""omw"": ""street""}",verified_strong
527,sûrement,certainly; absolutely; definitely; without fail,freedict,132.111,4.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""absolutely|certainly|definitely|fail|without"", ""kaikki"": ""certainly"", ""omw"": ""certainly|definitely""}",verified_strong
528,blanc,pure; white,freedict,131.987,5.14,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""pure|white"", ""kaikki"": ""white"", ""omw"": ""white""}",verified_strong
529,balle,ball; bullet,freedict,131.835,4.60,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""ball|bullet"", ""kaikki"": ""ball|bullet"", ""omw"": ""ball|bullet""}",verified_strong
530,seigneur,lord; nobleman; seigneur,explicit_high_risk_review,131.823,4.87,False,True,True,False,True,False,False,freedict|kaikki|omw,"{""freedict"": ""nobleman"", ""kaikki"": ""lord"", ""omw"": ""lord|nobleman""}",verified_explicit_review
531,courant,flow; stream; current,freedict,131.72299999999998,4.98,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""current|flow|stream"", ""kaikki"": ""current"", ""omw"": ""current|flow|stream""}",verified_strong
532,sac,bag; sack,freedict,131.659,4.80,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""bag|sack"", ""kaikki"": ""bag|sack"", ""omw"": ""bag|sack""}",verified_strong
533,cul,behind; bottom; buttocks,freedict,131.63,4.92,False,False,True,False,True,False,False,omw,"{""freedict"": ""behind|bottom|buttock"", ""omw"": ""behind|bottom|buttock""}",verified
534,soirée,evening,freedict,131.317,5.00,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""even"", ""kaikki"": ""even"", ""omw"": ""even""}",verified_strong
535,refuser,refuse; reject,freedict,130.698,4.34,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""refuse|reject"", ""kaikki"": ""refuse"", ""omw"": ""refuse|reject""}",verified_strong
536,avis,advice; counsel; opinion,freedict,130.652,5.21,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""advice|counsel|opinion"", ""kaikki"": ""advice|opinion"", ""omw"": ""advice|counsel|opinion""}",verified_strong
537,cours,class; course,freedict,129.775,5.61,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""clas|course"", ""kaikki"": ""clas|course"", ""omw"": ""clas|course""}",verified_strong
538,effet,effect; impression,freedict,129.74099999999999,5.48,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""effect|impression"", ""kaikki"": ""effect"", ""omw"": ""effect|impression""}",verified_strong
539,courir,run,freedict,129.539,4.47,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""run"", ""kaikki"": ""run"", ""omw"": ""run""}",verified_strong
540,groupe,group; detachment,freedict,128.79399999999998,5.53,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""detach|group"", ""kaikki"": ""group"", ""omw"": ""group""}",verified_strong
541,roi,king,freedict,128.779,5.18,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""king"", ""kaikki"": ""king"", ""omw"": ""king""}",verified_strong
542,attraper,catch; capture; grapple,freedict,128.746,3.93,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""capture|catch|grapple"", ""kaikki"": ""capture|catch"", ""omw"": ""capture|catch""}",verified_strong
543,sens,sense; meaning,freedict,128.608,5.50,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""mean|sense"", ""kaikki"": ""mean|sense"", ""omw"": ""mean|sense""}",verified_strong
544,chanter,sing,freedict,128.53999999999996,4.34,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""sing"", ""kaikki"": ""sing"", ""omw"": ""sing""}",verified_strong
545,maintenir,abet; keep; go on; support,freedict,127.05,4.57,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""abet|go|keep|support"", ""kaikki"": ""keep"", ""omw"": ""go|keep|support""}",verified_strong
546,intérieur,inner; inside; interior; internal,freedict,126.623,5.13,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""inner|inside|interior|internal"", ""kaikki"": ""interior"", ""omw"": ""inner|inside|interior|internal""}",verified_strong
547,face,face,freedict,126.57900000000001,5.42,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""face"", ""kaikki"": ""face"", ""omw"": ""face""}",verified_strong
548,pleurer,cry; rain; weep,freedict,126.54500000000003,4.35,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""cry|rain|weep"", ""kaikki"": ""cry|weep"", ""omw"": ""cry|weep""}",verified_strong
549,réfléchir,think; reflect; reflect on; think about,freedict,125.59600000000002,4.53,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""about|reflect|think"", ""kaikki"": ""reflect"", ""omw"": ""about|reflect|think""}",verified_strong
550,gamin,kid; boy; child; mischievous child (informal),explicit_high_risk_review,125.34899999999999,4.30,False,True,True,False,True,False,False,freedict|kaikki|omw,"{""freedict"": ""boy"", ""kaikki"": ""kid|mischievou"", ""omw"": ""child|kid|mischievou""}",verified_explicit_review
551,partout,all about; everywhere,freedict,124.358,5.09,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""about|all|everywhere"", ""kaikki"": ""everywhere"", ""omw"": ""all|everywhere""}",verified_strong
552,bras,arm,freedict,123.984,5.02,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""arm"", ""kaikki"": ""arm"", ""omw"": ""arm""}",verified_strong
553,retard,delay,freedict,123.883,4.75,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""delay"", ""kaikki"": ""delay"", ""omw"": ""delay""}",verified_strong
554,crime,crime,freedict,123.845,4.64,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""crime"", ""kaikki"": ""crime"", ""omw"": ""crime""}",verified_strong
555,calme,calm; quiet; tranquil,freedict,123.689,4.86,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""calm|quiet|tranquil"", ""kaikki"": ""calm|quiet"", ""omw"": ""calm|quiet|tranquil""}",verified_strong
556,calmer,"to calm, pacify, soothe; to calm down, abate, subside",kaikki,123.663,4.20,False,True,False,False,True,False,False,omw,"{""kaikki"": ""abate|calm|down|pacify|soothe|subside"", ""omw"": ""calm|pacify""}",verified
557,lettre,letter,freedict,123.155,4.92,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""letter"", ""kaikki"": ""letter"", ""omw"": ""letter""}",verified_strong
558,général,general,freedict,122.90599999999998,5.48,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""general"", ""kaikki"": ""general"", ""omw"": ""general""}",verified_strong
559,apprécier,like; rate; esteem; appraise,freedict,122.20800000000001,4.31,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""appraise|esteem|like|rate"", ""kaikki"": ""appraise|like"", ""omw"": ""appraise|esteem|rate""}",verified_strong
560,tromper,cheat; deceive; disappoint; be unfaithful,freedict,122.207,4.25,False,False,True,False,True,False,False,omw,"{""freedict"": ""cheat|deceive|disappoint|unfaithful"", ""omw"": ""cheat|deceive|disappoint|unfaithful""}",verified
561,blesser,hurt; wound,freedict,121.68800000000002,3.92,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""hurt|wound"", ""kaikki"": ""hurt|wound"", ""omw"": ""hurt|wound""}",verified_strong
562,patron,boss; master; pattern; stencil,freedict,121.506,4.69,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""boss|master|pattern|stencil"", ""kaikki"": ""pattern|stencil"", ""omw"": ""boss""}",verified_strong
563,intéresser,concern; interest,freedict,120.74800000000002,4.18,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""concern|interest"", ""kaikki"": ""interest"", ""omw"": ""concern|interest""}",verified_strong
564,certain,sure; certain,freedict,120.367,5.07,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""certain|sure"", ""kaikki"": ""certain|sure"", ""omw"": ""certain|sure""}",verified_strong
565,casser,break,freedict,119.654,4.36,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""break"", ""kaikki"": ""break"", ""omw"": ""break""}",verified_strong
566,clair,clear; light; plain; bright,freedict,119.57700000000001,4.89,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""bright|clear|light|plain"", ""kaikki"": ""clear|light"", ""omw"": ""bright|clear|light|plain""}",verified_strong
567,surtout,mainly; chiefly; above all; specially,freedict,119.33200000000001,5.48,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""above|all|chiefly|mainly|specially"", ""kaikki"": ""above|all"", ""omw"": ""above|all|chiefly|mainly|specially""}",verified_strong
568,honneur,honor; honour,freedict,119.30999999999999,5.00,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""honor|honour"", ""kaikki"": ""honor"", ""omw"": ""honor|honour""}",verified_strong
569,toute,all; every; whole (feminine singular),explicit_high_risk_review,119.209,5.81,False,False,False,False,False,False,False,,{},verified_explicit_review
570,réponse,reply; answer,freedict,118.75,5.08,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""answer|reply"", ""kaikki"": ""answer|reply"", ""omw"": ""answer|reply""}",verified_strong
571,clé,key,freedict,117.939,4.62,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""key"", ""kaikki"": ""key"", ""omw"": ""key""}",verified_strong
572,ancien,ex-; old; former,freedict,117.65799999999999,5.23,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""ex|former|old"", ""kaikki"": ""ex|former|old"", ""omw"": ""former|old""}",verified_strong
573,reprendre,blame; repay; scold; rebuke,freedict,117.37899999999999,4.70,False,False,True,False,True,False,False,omw,"{""freedict"": ""blame|rebuke|repay|scold"", ""omw"": ""blame|rebuke|repay|scold""}",verified
574,déranger,bother; hinder; disturb; perturb,freedict,117.19600000000001,3.79,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""bother|disturb|hinder|perturb"", ""kaikki"": ""bother"", ""omw"": ""bother|disturb|perturb""}",verified_strong
575,grave,serious; important,freedict,116.953,4.94,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""important|seriou"", ""kaikki"": ""seriou"", ""omw"": ""important|seriou""}",verified_strong
576,sinon,otherwise; if not; except,explicit_high_risk_review,116.912,5.12,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""except|if|not|otherwise""}",verified_explicit_review
577,vivant,alive,freedict,116.901,4.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""alive"", ""kaikki"": ""alive"", ""omw"": ""alive""}",verified_strong
578,remercier,thank,freedict,116.63900000000001,4.25,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""thank"", ""kaikki"": ""thank"", ""omw"": ""thank""}",verified_strong
579,empêcher,prevent,freedict,116.60499999999999,4.72,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""prevent"", ""kaikki"": ""prevent"", ""omw"": ""prevent""}",verified_strong
580,mériter,merit; deserve; be worthy of,freedict,116.31199999999997,3.70,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""deserve|merit|worthy"", ""kaikki"": ""deserve|merit"", ""omw"": ""deserve|merit|worthy""}",verified_strong
581,cadeau,gift; present,freedict,116.25900000000001,4.65,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""gift"", ""kaikki"": ""gift"", ""omw"": ""gift""}",verified_strong
582,début,start; outset; opening; beginning,freedict,116.127,5.40,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""beginn|open|outset|start"", ""kaikki"": ""beginn|start"", ""omw"": ""beginn|outset|start""}",verified_strong
583,médecin,doctor; physician,freedict,116.0,4.88,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""doctor|physician"", ""kaikki"": ""doctor|physician"", ""omw"": ""doctor|physician""}",verified_strong
584,jurer,swear,freedict,115.906,3.49,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""swear"", ""kaikki"": ""swear"", ""omw"": ""swear""}",verified_strong
585,libre,"freestyle; free, at liberty; clear, free, vacant",kaikki,114.93100000000001,5.11,False,True,False,False,True,False,False,omw,"{""kaikki"": ""clear|free|freestyle|liberty|vacant"", ""omw"": ""clear|free""}",verified
586,récupérer,recover; retrieve,freedict,114.56499999999998,4.55,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""recover|retrieve"", ""kaikki"": ""recover"", ""omw"": ""recover|retrieve""}",verified_strong
587,souvent,often; regularly; frequently,freedict,114.348,5.49,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""frequently|often|regularly"", ""kaikki"": ""often"", ""omw"": ""frequently|often""}",verified_strong
588,exister,exist,freedict,114.24499999999999,4.23,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""exist"", ""kaikki"": ""exist"", ""omw"": ""exist""}",verified_strong
589,inviter,invite,freedict,114.17799999999998,4.09,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""invite"", ""kaikki"": ""invite"", ""omw"": ""invite""}",verified_strong
590,baiser,fuck; kiss; screw; have sex,freedict,114.06099999999999,4.43,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""fuck|have|kiss|screw|sex"", ""kaikki"": ""fuck|kiss|screw"", ""omw"": ""fuck|have|kiss|screw|sex""}",verified_strong
591,pardonner,pardon; forgive,freedict,113.94199999999998,3.94,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""forgive|pardon"", ""kaikki"": ""forgive|pardon"", ""omw"": ""forgive|pardon""}",verified_strong
592,sale,dirty; nasty; filthy; soiled,freedict,113.557,4.62,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""dirty|filthy|nasty|soil"", ""kaikki"": ""dirty"", ""omw"": ""dirty|filthy|soil""}",verified_strong
593,accident,accident,freedict,113.035,4.77,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""accident"", ""kaikki"": ""accident"", ""omw"": ""accident""}",verified_strong
594,taire,stay hidden; keep oneself concealed,freedict,112.89299999999997,4.14,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""conceal|hidden|keep|oneself|stay"", ""kaikki"": ""keep|oneself"", ""omw"": ""keep|stay""}",verified_strong
595,rouge,red,freedict,112.836,5.13,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""red"", ""kaikki"": ""red"", ""omw"": ""red""}",verified_strong
596,normal,normal,freedict,112.696,4.90,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""normal"", ""kaikki"": ""normal"", ""omw"": ""normal""}",verified_strong
597,probablement,probably,freedict,112.668,4.91,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""probably"", ""kaikki"": ""probably"", ""omw"": ""probably""}",verified_strong
598,cheveu,hair,freedict,112.526,3.48,False,False,True,False,True,False,False,omw,"{""freedict"": ""hair"", ""omw"": ""hair""}",verified
599,relation,relationship; relation; connection; account/report,explicit_high_risk_review,112.506,4.91,False,True,True,False,True,False,False,freedict|kaikki|omw,"{""freedict"": ""report"", ""kaikki"": ""relation"", ""omw"": ""connection|relation|relationship""}",verified_explicit_review
600,pousser,push; shoo; chase; drive,freedict,111.92999999999998,4.44,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""chase|drive|push|shoo"", ""kaikki"": ""push"", ""omw"": ""drive|push|shoo""}",verified_strong
601,pote,friend; buddy; mate (informal),explicit_high_risk_review,111.785,4.56,False,True,False,False,False,False,False,kaikki,"{""kaikki"": ""buddy|mate""}",verified_explicit_review
602,maître,boss; adept; master; maestro,freedict,111.086,4.95,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""adept|boss|maestro|master"", ""kaikki"": ""master"", ""omw"": ""maestro|master""}",verified_strong
603,dossier,file; folder; dossier,freedict,110.566,4.85,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""dossier|file|folder"", ""kaikki"": ""dossier|folder"", ""omw"": ""dossier|file|folder""}",verified_strong
604,scène,scene,freedict,110.373,5.12,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""scene"", ""kaikki"": ""scene"", ""omw"": ""scene""}",verified_strong
605,américain,American; US citizen,freedict,110.227,5.06,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""american|citizen|us"", ""kaikki"": ""american"", ""omw"": ""american""}",verified_strong
606,ligne,line,freedict,110.186,5.41,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""line"", ""kaikki"": ""line"", ""omw"": ""line""}",verified_strong
607,incroyable,incredible,freedict,109.82000000000001,4.72,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""incredible"", ""kaikki"": ""incredible"", ""omw"": ""incredible""}",verified_strong
608,situation,condition; situation; circumstances,freedict,109.813,5.31,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""circumstanc|condition|situ"", ""kaikki"": ""situ"", ""omw"": ""circumstanc|condition|situ""}",verified_strong
609,recherche,quest; search; research; exploration,freedict,109.769,5.22,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""explor|quest|research|search"", ""kaikki"": ""search"", ""omw"": ""explor|quest|research|search""}",verified_strong
610,système,system,freedict,109.763,5.40,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""system"", ""kaikki"": ""system"", ""omw"": ""system""}",verified_strong
611,avion,plane; airplane; aeroplane,freedict,109.60400000000001,4.86,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""aeroplane|airplane|plane"", ""kaikki"": ""aeroplane"", ""omw"": ""aeroplane|airplane|plane""}",verified_strong
612,voix,voice,freedict,109.446,5.22,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""voice"", ""kaikki"": ""voice"", ""omw"": ""voice""}",verified_strong
613,âge,age,freedict,109.377,5.16,False,True,True,False,True,True,False,kaikki|omw,"{""freedict"": ""age"", ""kaikki"": ""age"", ""omw"": ""age""}",verified_strong
614,garde,guard; retention; protection; maintenance,freedict,109.18599999999999,5.13,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""guard|maintenance|protection|retention"", ""kaikki"": ""guard|protection"", ""omw"": ""guard""}",verified_strong
615,créer,create,freedict,108.93,4.97,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""create"", ""kaikki"": ""create"", ""omw"": ""create""}",verified_strong
616,prix,price; prize; premium,freedict,108.712,5.59,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""premium|price|prize"", ""kaikki"": ""price|prize"", ""omw"": ""premium|price|prize""}",verified_strong
617,bateau,boat; ship; vessel,freedict,108.639,4.61,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""boat|ship|vessel"", ""kaikki"": ""boat|ship|vessel"", ""omw"": ""boat|ship|vessel""}",verified_strong
618,rejoindre,to join; rejoin; reach; catch up with,explicit_high_risk_review,107.886,4.71,False,True,False,False,True,False,False,kaikki|omw,"{""kaikki"": ""join|reach|rejoin|up"", ""omw"": ""join""}",verified_explicit_review
619,amoureux,lover; loving; affectionate,freedict,107.85199999999999,4.61,False,False,True,False,True,False,False,omw,"{""freedict"": ""affectionate|lover|loving"", ""omw"": ""affectionate|lover|loving""}",verified
620,reconnaître,examine; explore; research; recognize,freedict,107.84299999999999,4.50,False,False,True,False,True,False,False,omw,"{""freedict"": ""examine|explore|recognize|research"", ""omw"": ""explore|recognize""}",verified
621,bout,end; tip; peak; point,freedict,107.687,5.13,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""end|peak|point|tip"", ""kaikki"": ""end"", ""omw"": ""end|peak|point|tip""}",verified_strong
622,lumière,light,freedict,107.677,4.94,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""light"", ""kaikki"": ""light"", ""omw"": ""light""}",verified_strong
623,cool,"cool! great!; cool (only its informal senses, mainly fashionable)",kaikki,107.085,4.86,False,True,False,False,True,False,False,omw,"{""kaikki"": ""cool|fashionable|great|informal|its|mainly|only|sens"", ""omw"": ""cool|fashionable|great""}",verified
624,attaquer,attack; assault; commit aggression,freedict,107.06500000000001,4.47,False,True,True,False,True,False,False,kaikki|omw,"{""freedict"": ""aggression|assault|attack|commit"", ""kaikki"": ""attack"", ""omw"": ""assault|attack""}",verified_strong
