rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
2160,جفن,eyelid,noun,ج ف ن,401693,eyelid,"eyelid; vat, tub; vine, grapevine",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2161,مخطوط,manuscript,noun,خ ط ط,400284,manuscript,written; manuscript; drawn as a line,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2162,شن,launch,verb,ش ن ن,400052,wage;launch,"waterskin; to launch (war; campaign); to pour, to let flow, to toss",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2163,وثائقي,documentary,adj,,400041,documentary;document,"a documentary; documental (of a film, book, etc.)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2164,باكستاني,Pakistani,adj,,399745,Pakistani,Pakistani,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2165,سند,bond,noun,س ن د,399018,bond;security;voucher,bond; support; advocacy,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2166,ثلاجة,refrigerator,noun,ث ل ج,398222,refrigerator;icebox,refrigerator,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2167,تسلم,hand over,verb,س ل م,398143,hand over;surrender;greet,"have handed over, to take over, to receive; verbal noun of تَسَلَّمَ (tasallama) (form V)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2168,مستعد,ready,adj,ع د د,398002,ready;prepared,"ready; worthy, capable",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2169,ملكة,queen,noun,م ل ك,397748,queen,queen; slavery; possession,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2170,باطن,inner,noun,ب ط ن,397458,inner;hidden,"secret; intrinsic; interior, inner",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2171,كندي,Canadian,adj,,397453,Canadian,"Canadian; A member of Kindah, an Arab tribe",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2172,غيار,replacement,noun,,396776,exchange;interchange;replacement,"replacement, swapping out, verbal noun of غَايَرَ (ḡāyara) (form III); spare part, change, dressing, anything held in reserve to replace a part of something; gear in a motorvehicle specifically due to phono-semantic matching of English gear after in the preceding meaning it can also be a car part",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2173,غابة,forest; jungle,noun,,396663,forest;jungle,forest; jungle,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2174,سباحة,swimming,noun,س ب ح,395479,swimming,verbal noun of سَبَحَ (sabaḥa) (form I): swimming,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2175,رافق,accompany,verb,ر ف ق,395469,accompany;escort,"to assist; to be useful to; to accompany, to be ((someone)'s) companion",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2176,مقهى,coffeehouse,noun,,392722,cafe;coffeehouse,"teahouse; café, coffeehouse",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2177,لغوي,linguist,adj,,392646,linguist,linguist; philologist; lexicographer,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2178,نشرة,announcement,noun,ن ش ر,392533,report;announcement;proclamation,"publication, announcement, edict; bulletin, brochure, sheet, handout, circular, handbill",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2179,أعد,prepare; make ready,verb,ع د د,391904,prepare;make ready,"more prepared; most prepared; to prepare, make ready, equip",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2180,حبيب,dear; beloved,adj,ح ب ب,391802,dear;beloved,dear; beloved; darling,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2181,سلم,peace,noun,س ل م,391737,peace,peace; stones; captives,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2182,خشب,wood,noun,خ ش ب,391664,wood,"wood, lumber, timber; to line with wood, to panel, to wainscot; to lignify, to become woody, to become woodlike",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2183,صح,be correct; be true,verb,ص ح ح,391501,be correct;be true,"to recover; to become true; to be healthy, to be in order, to be strong, to be correct, to be faultless, to be unblemished, to be unshakable, to be permissible, to be true",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2184,أشد,maturity; climax,noun,ش د د,391492,maturity;climax,firmer; firmest; harder; hardest; completeness; climax; maturity,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2185,عنصري,racial; ethnic,adj,ع ن ص ر,390605,racial;ethnic,"racist; elementary; racial, ethnic",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2186,فقرة,paragraph,noun,ف ق ر,389662,paragraph;clause,"vertebra; paragraph; finest couplet in a poem, choicest saying in rhymed prose",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2187,تكرار,repetition; reiteration,noun,ك ر ر,389562,repetition;reiteration;frequency,"recurrence; repetition, reiteration; verbal noun of كَرَّرَ (karrara) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2188,مبدع,creative,noun,ب د ع,389480,innovator;creative,"creator, inventor; creative, innovative; active participle of أَبْدَعَ (ʔabdaʕa)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2189,فوضى,chaos; anarchy,noun,,389040,chaos;anarchy,"being in a state of dispersion; shared, common, available for many of whom there is no leader; a state of dispersion, leaderlessness, where everyone/everything mixes with everyone/everything, chaos, mess, mayhem, disorder, anarchy, statelessness, anarchism prevailing",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2190,حساسي,sensitive,noun,ح س س,388046,sensitive,allergic; sensitive,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2191,مستهلك,consumer,noun,ه ل ك,388016,consumer,consumer,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2192,أوان,time,noun,,387775,time;moment,"particular time, timeframe, occasion, time that has come or is due",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2193,مغادرة,departure,noun,غ د ر,386981,departure,departure; feminine singular of مُغَادَر (muḡādar); feminine singular of مُغَادِر (muḡādir),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2194,مجهول,unknown,adj,ج ه ل,386936,unknown;unidentified,unknown; anonymous; passive voice,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2195,إفراج,release; liberation,noun,ف ر ج,386784,release;liberation,"release (of salary); verbal noun of أَفْرَجَ (ʔafraja) (form IV); release, freeing, liberation (of prisoners, from custody, etc)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2196,تفاوض,negotiation,noun,,385428,negotiation;consultation,"negotiation, parley; to negotiate, to parley; verbal noun of تَفَاوَضَ (tafāwaḍa) (form VI)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2197,ري,irrigation,noun,,385261,irrigation,"irrigation, watering; verbal noun of رَوَى (rawā) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2198,يسار,left,noun,,384669,left,left,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2199,مدرس,teacher,noun,د ر س,384502,instructor;teacher,teacher; educated,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2200,تأييد,support; approval,noun,,384017,support;approval;assistance,"support, endorsement, approval; verbal noun of أَيَّدَ (ʔayyada) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2201,حماة,mother-in-law,noun,,383857,mother-in-law,calf; mother-in-law; Hama (a city in Syria),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2202,متواصل,continuous; connected,adj,,383772,continuous;unceasing;connected,"connected, keeping in touch; continuous, uninterrupted, ongoing, incessant",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2203,جار,neighbor,noun,,382987,neighbor,refugee; neighbor; to adjoin,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2204,تبنى,adopt,verb,,381676,adopt,to adopt; to claim responsibility for an event that took place,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2205,أسر,urine retention,noun,,381511,urine retention,"to bind, to fetter; to please, to delight; to have urinary retention",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2206,مناخ,climate,noun,,381331,climate;atmosphere,climate (“long term atmospheric conditions”),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2207,قرص,tablet,noun,ق ر ص,380354,disk;tablet,"to pinch; tablet, pill; pinch, pinching",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2208,طائر,flying; bird,noun,,379618,flying;bird;airborne,bird; flying,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2209,نافذة,window,noun,ن ف ذ,379185,window,"window; opening in a wall, air hole",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2210,تقليل,decrease,noun,ق ل ل,378544,decrease;diminution;reduction,"minimizing; reducing, decrease; verbal noun of قَلَّلَ (qallala) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2211,فم,mouth,noun,ف م م,378438,mouth,"mouth; muzzle; orifice, aperture, hole, vent",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2212,درى,know,verb,,378021,know;be aware of;notice,"to know; to teach, to inform",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2213,عملاق,super,adj,ع م ل ق,377684,gigantic;huge;super,"giant; great; super, super- (in compounds)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2214,فطر,mushrooms; fungi,noun,ف ط ر,376946,mushrooms;fungi,"to endow; fungi, mushrooms; breaking of the fast",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2215,عاطفي,emotional,adj,ع ط ف,376824,emotional;affectionate,romantic; emotional; passionate,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2216,وعاء,vessel,noun,,376547,container;receptacle;vessel,vessel,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2217,خريج,graduate,noun,خ ر ج,376400,graduate,graduate; alumnus,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2218,توضيح,explanation; clarification,noun,,375847,explanation;clarification,"verbal noun of وَضَّحَ (waḍḍaḥa) (form II); clarification, explanation, elucidation, disambiguation",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2219,نثر,prose,noun,ن ث ر,375307,prose,"prose; to disperse, to dissipate, to scatter; verbal noun of نَثَرَ (naṯara) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2220,جدير,worthy,noun,ج د ر,373517,worthy;appropriate,"walled in; fit, suitable; worthy, deserving",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2221,شبهة,obscurity,noun,ش ب ه,373420,obscurity;suspicion;dubious,"uncertainty, doubt, obscurity",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2222,بال,mind,noun,,373253,mind;attention,"worn out; to urinate; mind, heart",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2223,برازيلي,Brazilian,adj,,373092,Brazilian,Brazilian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2224,عشوائي,random,adj,,372925,random,random,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2225,عطلة,holiday; vacation,noun,ع ط ل,372800,holiday;vacation;recess,"vacation, holiday",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2226,تنوع,variety; diversity,noun,,372730,variety;diversity,"diversity, variety; to be manifold, to be multifarious; verbal noun of تَنَوَّعَ (tanawwaʕa) (form V)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2227,مبين,indicator,noun,,372452,indicator,"indicator, pointer; clear, distinct, plain, blatant; revealed, shown, exposed, proven",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2228,خضرة,vegetable,noun,خ ض ر,371836,vegetable;greenery,"softness, tenderness; dark gray, blackish color; green plant, vegetable, herb",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2229,قديس,saint; Saint,noun,ق د س,371180,saint;Saint,saint,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2230,مهتم,interested; concerned,adj,ه م م,370800,interested;concerned,mindful (بِ (bi) of); interested (بِ (bi) in); concerned (بِ (bi) about),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2231,دفتر,notebook; register,noun,د ف ت ر,369986,notebook;ledger;register,register; roster; notebook; copybook; exercise book,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2232,توقيف,detention,noun,,369315,detention;stopping;halting,"verbal noun of وَقَّفَ (waqqafa) (form II); detention, arrest (“The act of arresting a criminal, suspect etc”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2233,ترقية,promotion; advancement,noun,,369133,promotion;advancement;elevation,upgrade; a promotion (advancement in rank or position),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2234,حديدة,iron,noun,ح د د,368754,iron,weapon; iron tool; sharp sword,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2235,سور,wall,noun,,368742,wall;enclosure,to enclose with a wall or fences; wall that encloses and protects a building,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2236,عثماني,Ottoman,adj,ع ث م,368540,Ottoman,Ottoman; Uthmanic,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2237,حفر,digging,noun,ح ف ر,368333,digging;drilling;excavating,"to lie with; to investigate; digging, hollowing",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2238,أفغاني,Afghan,adj,,367514,Afghani;Afghan,Afghan,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2239,ذنب,tail,noun,ذ ن ب,367428,tail;appendage;follower,"guilt; tail, end; to follow",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2240,كمن,be latent; be concealed,verb,ك م ن,367277,be latent;be concealed,"like those who; to ambush, to waylay; to hide, to lie hidden, to be concealed, to be latent",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2241,شتاء,winter,noun,,367098,winter,winter; verbal noun of شَاتَى (šātā) (form III),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2242,مأكول,foodstuff,noun,,366898,edible;foodstuff,"passive participle of أَكَلَ (ʔakala): eaten; food, what is eaten (plural form is more common and means foodstuffs, dishes)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2243,إفطار,breaking the fast,noun,ف ط ر,365673,breaking the fast,breakfast; breaking of fasting; verbal noun of أَفْطَرَ (ʔafṭara) (form IV),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2244,غزو,invasion; attack,noun,,365567,invasion;attack;aggression,"intention, goal; disarray, huddle; incursion, invasion, attack",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2245,أسطوانة,cylinder,noun,,365488,cylinder;disk,"column; cylinder; vinyl record, phonograph record",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2246,حارة,hot,noun,,363854,hot;fervent,"house; street; feminine singular of حَارّ (ḥārr, “hot”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2247,مكثف,intensive; concentrated,adj,ك ث ف,363706,intensive;concentrated,"intensive, strict; concentrated, condensed, thickened; capacitor, condensercapacitor, condenser",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2248,خبز,bread,noun,خ ب ز,363378,bread,bread; baking; to bake,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2249,إستوديو,studio,noun,,363172,studio,studio,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2250,بساطة,simplicity,noun,ب س ط,362758,simplicity;plainness,simplicity,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2251,تلقائي,automatic; spontaneous,adj,,361868,automatic;spontaneous,"automatic; spontaneous, impulsive",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2252,معدني,mineral; metallic,adj,ع د ن,361841,mineral;metallic,"mineral; of metal, metallic",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2253,شمسية,sunshade; umbrella; parasol,noun,ش م س,361795,sunshade;umbrella;parasol,parasol; sunshade; umbrella,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2254,مزاد,auction,noun,,361789,auction,auction,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2255,مثقف,educated,noun,ث ق ف,361676,intellectual;cultivated;cultured;educated,trained; educated; clairvoyant,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2256,عثر,discover; find,verb,ع ث ر,361311,discover;come across;find,"to stumble, to trip; to find out, to discover; to cause to stumble or trip, to trip",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2257,خاتم,ring,noun,خ ت م,360062,ring;seal,ring,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2258,تعادل,tie,noun,ع د ل,359889,tie;equilibrium;balance,"draw, tie; to be balanced; verbal noun of تَعَادَلَ (taʕādala)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2259,ساتر,screen,noun,س ت ر,359734,screen,any kind of mid-size protective construction such as screen façades at places designed to lodge civilians or revetments for military purposes,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2260,صانع,artisan,noun,ص ن ع,359655,manufacturer;producer;artisan,"maker; servant; artisan, artist",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2261,كذب,lying,noun,ك ذ ب,359611,lying;falsehood,false; lying; to deceive,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2262,عضلة,muscle,noun,ع ض ل,359383,muscle,muscle,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2263,شروق,sunrise,noun,ش ر ق,359001,sunrise,sunrise; verbal noun of شَرَقَ (šaraqa) (form I),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2264,طراز,model; type,noun,ط ر ز,358626,model;type;calibre,"embroiderer; fashion, type, form, sort, style, model etc; embroidery, or a piece of embroidered textile",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2265,باطل,false,noun,ب ط ل,358194,void;false,vain; false; invalid,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2266,إلهي,divine,adj,,357876,divine;godly;theological,divine; godlike,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2267,إسقاط,overthrow,noun,س ق ط,357841,overthrow;shooting down,"projection; elision, deletion; toppling, overthrow",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2268,طال,be long,verb,,357100,be long,"to be tall; to be or last too long; to overcome, to be superior to",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2269,عزاء,mourning,noun,,356305,consolation;mourning,solace; funeral; mourning,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2270,عفو,pardon; amnesty,noun,,355780,pardon;amnesty,"verbal noun of عَفَا (ʕafā) (form I); remitting much, clement, inclined to frequent pardon; pardon, forgiveness, remission of sins, amnesty, absolution",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2271,جلوس,sitting,noun,ج ل س,355622,sitting,"sitting, sitting down; accession (to a throne); verbal noun of جَلَسَ (jalasa) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2272,علوي,upper,adj,,355548,upper;superior,"Alawi; upper; high, lofty",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2273,إحساس,feeling,noun,ح س س,355470,feeling;sensitivity,"feeling, sensation, emotion; verbal noun of أَحَسَّ (ʔaḥassa) (form IV)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2274,صحافي,journalist,noun,ص ح ف,354873,journalist;reporter,journalist,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2275,سقف,roofs,noun,س ق ف,354396,roofs,roof; ceiling,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
