front,frequency,frequency_source,reason
حصول,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حلقوں,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خاتمے,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریلوے,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ورلڈ,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈائریکٹر,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کررہا,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھلاڑیوں,Zipf 4.85,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آگیا,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اراکین,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اقدامات,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بھول,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تیرے,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دوں,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دکھائی,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روایتی,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سڑکوں,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شخصیات,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مبینہ,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مرتب,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مفاد,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منصوبے,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیپلزپارٹی,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چلتا,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چلنے,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرام,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھل,Zipf 4.84,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بر,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تے,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حزب,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رشید,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ساز,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شمولیت,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عائشہ,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
علوم,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فیض,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قدرتی,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لیکر,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملزمان,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وے,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹریفک,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پختونخوا,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اشارہ,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جتنا,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حلف,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سربراہی,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سلیم,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شپ,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فائز,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نوٹ,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وہیں,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈالنے,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کشمیری,Zipf 4.82,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اٹھ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بزرگ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بچا,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بیشتر,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جامع,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جتنی,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دستیاب,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیکرٹری,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عائد,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عدلیہ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فاطمہ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قریشی,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مصطفی,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ورک,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وصول,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیک,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈے,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کیساتھ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہمراہ,Zipf 4.81,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آکر,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایکشن,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جات,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حضرات,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سکیورٹی,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قریبی,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لکھنے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معاملے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملین,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وضاحت,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پاکستانیوں,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چاہیئے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرانے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کررہی,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھلے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کہے,Zipf 4.80,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایشن,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
با,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بچ,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جنس,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ری,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
طاہر,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ق,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مداخلت,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مردوں,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مزار,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ممبر,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نجات,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پردہ,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پن,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چیلنج,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرلی,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہونگے,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ی,Zipf 4.79,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آیات,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
باری,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حصوں,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سول,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سٹی,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شعبے,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عناصر,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فارم,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ل,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لایا,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مسعود,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وآلہ,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کارکن,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کالم,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرایا,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہورہی,Zipf 4.78,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اداکار,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
برادری,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بٹ,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بیٹھا,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دیکھی,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
صدارت,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عبداللہ,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عسکری,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرمائے,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لنکا,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مجید,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مقاصد,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نافذ,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ووڈ,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پرستی,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہورہا,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
افسران,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
راج,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روکنے,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
صدارتی,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
صوبوں,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عظمی,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قادری,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مابین,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مخلوق,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مضامین,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملتے,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مہر,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میڈیکل,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پرانی,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہلو,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کاٹ,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کردیں,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ابی,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسحاق,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایسوسی,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تیری,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جرائم,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سوچا,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
صدیق,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نعرے,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نوجوانوں,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلے,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چلتے,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کش,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کہتی,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یزید,Zipf 4.75,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
افضل,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اہتمام,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بناتے,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ترقیاتی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جانی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جماعتیں,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خاں,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دان,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دیکھتا,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رانا,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رفیق,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رمضان,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زوال,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سبھی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
غازی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرائض,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فضائی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فورس,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لوڈ,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لگائی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نصف,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ویسٹ,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹرمپ,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چلانے,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کثیر,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرائے,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کرسکتے,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یقینی,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایوارڈ,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
برعکس,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جسمانی,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
طارق,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرار,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مشن,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملت,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ممکنہ,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نظریات,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ویں,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹوٹ,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈرامے,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کمار,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کنارے,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کیفیت,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کےلئے,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اہلکار,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اہلکاروں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تذکرہ,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جارہے,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حاجی,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رہنماؤں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریاستوں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زدہ,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سابقہ,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیدنا,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیل,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
علاقائی,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فرد,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فوجیوں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فورسز,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لازمی,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
موٹر,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ناموں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکاح,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلا,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پانے,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چترال,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کاروائی,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کشمیریوں,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گورنمنٹ,Zipf 4.72,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ازاں,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بنتا,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بیک,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیکورٹی,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
لگتی,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مارا,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مخالفین,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نبوت,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نما,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نمائندوں,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نیو,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نیوزی,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وسائل,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پار,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کروا,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کمیونٹی,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کوششوں,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کھلی,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ں,Zipf 4.71,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسلامیہ,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسٹیٹ,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اطلاعات,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
القرآن,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایئر,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بلاول,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تینوں,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دا,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مرحوم,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملازمین,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
