rank,front,meaning,frequency_evidence,frequency_source,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
1919,نیکی,virtue; goodness,448,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"virtue, goodness","virtue, goodness",-Oh; goodness; stays; -Well; Daddy
1920,بدر,full moon; outside; out of doors; without,446,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"full moon; dried ginger; outside, out of doors, without","adv. outside, out of doors, without | n. full moon; an Indian jujube (Ziziphus mauritiana) or its fruit; a kernel of the fruit of the cotton plant | Platts:",
1921,شاگرد,pupil; student,446,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,"servant; helper; pupil, apprentice; student","pupil, disciple",atrium; students; still; her; are
1922,صفحات,plural formal of صَفْحَہ (safha — page (of a book etc.)),445,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural formal of صَفْحَہ (safha — page (of a book etc.)),1200; pages; 9.99.; beat; Like
1923,کرایہ,rent; To collect rent,445,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.m. Hire, fare, rent, freight: — kirāya ughānā (-kā), To collect rent, &c.: — kirāya (or kirāʼe) ćalānā or…",rent; great; ll; house; for
1924,برکت,blessing (good fortune),443,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,blessing (good fortune); a female given name from Arabic,"blessing, abundance",
1925,خوفزدہ,afraid; frightened; terrified,443,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"afraid, frightened, terrified","afraid, frightened, terrified",afraid; :; 09; Boop; Damn
1926,داستان,tale,443,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"story, tale, narrative","tale, legend",Dastan; excelled; gotten; selling; leads
1927,مادہ,female; matter,442,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,female; matter,n. female; matter | Platts:,discharge; psychiatric; dishonorable; putting; plead
1928,اصلی,real,439,CLE Urdu top-5000 frequency list,Kaikki+word2word,False,True,False,pure; real; true,"adj. original; fundamental; basic | Platts: Radical, fundamental, primitive, primary, original; essential, elementary; intrinsic, inherent, innate,…",real; quick; Un-fucking; 98; For
1929,زیورات,jewels,439,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of zewar, after the model of the A.), Ornaments, jewels.",More; jewels; carefree; lad; than
1930,راحت,comfort; relief,438,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"reward; pleasure, joy; comfort, relief, respite, tranquillity","relief, comfort",
1931,توہین,blasphemy; insult,437,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"massacre; blasphemy, insult","insult, contempt",offending; insult; contempt; blasphemy; disrespect
1932,زبردستی,oppression; injustice; forcefulness; coercion (act of forcing),437,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"oppression, injustice; forcefulness; coercion (act of forcing)","forcefulness; coercion (act of forcing); oppression, injustice",affidavit; separation; confirming; obtain; reasons
1933,قصبہ,town; trachea,436,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,town; trachea,"n. town; trachea | Platts: (for A. قصبة qaṣabat, n. of un. fr. qaṣab; rt. قصب 'to cut,' &c.)",
1934,لازم,intransitive; necessary; imperative; inevitable (ie. destined,435,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"intransitive; necessary, imperative; inevitable (ie. destined, certain)","adj. necessary, imperative; inevitable (ie. destined, certain); intransitive | Platts: (act. part. of لزم 'to be necessary,' &c.), adj. Necessary, requisite; in dispensable; obligatory, incumbent;…",must; I
1935,مشاہدہ,observation; contemplation,435,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,observation; contemplation; sight; vision,"n. observation; witnessing; beholding; contemplation | Platts: (for A. مشاهدة mushāhadat, inf. n. of شاهد, iii of (and syn. with) شہِد 'to witness, to see or behold (a…",witness; protection; want; program; !
1936,وفا,fidelity,435,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,loyalty; fidelity; a female given name from Arabic,"fidelity, faithfulness",
1937,اگلی,“next”),434,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"feminine of اَگْلا (aglā, “next”)",Next; next; time; predict; erratic
1938,پیروں,“foot”),434,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"oblique plural of پَیر (pair, “foot”); oblique plural of پِیر (pīr, “saint; Monday”)",foot; LEGS; legs; MY; feet
1939,سیکنڈ,second (time),433,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,second (time),seconds; second; Seconds; -Ten; sec
1940,گرفت,hold,433,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Taking, seizure, capture; — a handle, catch, grasp, hold, clutch; — an objection; criticism: — girift…",HOLD; ON; grip; YOU; Wow
1941,مشکوک,doubtful; dubious; ambiguous; unclear,433,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,doubtful; dubious; ambiguous; unclear; suspect (of a person),"adj. doubtful; dubious; ambiguous; unclear; suspect (of a person) | Platts: (pass. part. of شك 'to be dubious, or confused; to doubt,' &c.), adj. Doubted; doubtful, uncertain,…",suspicious; shady; banker; Iranian; operating
1942,بغاوت,rebellion; revolt,432,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"treason; rebellion, revolt","rebellion, revolt",coup; The; stroke; final; Always
1943,راستوں,“path”),431,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"oblique plural of راسْتَہ (rāsta, “path”)",monstrosities; beings; paths; huge; record
1944,استوار,even; leveled; straight; inviolate,430,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"even, leveled; straight, consistent; inviolate, indissoluble","adj. strong, powerful, mighty; durable, firm, solid, bold; inviolate, indissoluble | Platts: adj. Strong, powerful; stable, firm; even, level, equal; straight: — ustuwār karnā, v.t. To strengthen; to…",
1945,نیت,Niyyah,429,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"Niyyah; attention; led, guided","n. intention, intent, purpose; desire; wise; Niyyah",heartened; intention; did; am; knowledge
1946,زمیندار,landlord; zamindar,428,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,landlord; zamindar,"n. landlord; zamindar | Platts: (zamīn+dār, q",
1947,سبزی,verdure; vegetable,428,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,verdure; vegetable,n. vegetable; verdure | Platts:,vegetarian; spice; district; meat; eat
1948,مظلوم,an oppressed person; oppressed,428,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"an oppressed person; oppressed, treated unjustly","oppressed, wronged",oppressed; so; We; are
1949,ٹماٹر,tomato,428,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,tomato,tomato; tomatoes,
1950,تلخ,bitter; distasteful,427,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"bitter, distasteful","bitter, distasteful",bitter; sweet; having; among; knowledge
1951,تعارف,preface; introduction; acquaintancy; acquaintanceship,426,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"preface; introduction; acquaintancy, acquaintanceship","n. introduction; acquaintancy, acquaintanceship; preface | Platts:",introduce; team; Balawi; speaks; John
1952,داخلی,internal; domestic; of or pertaining to the interior,426,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"internal, domestic, of or pertaining to the interior","adj. internal, domestic, of or pertaining to the interior | Platts: (rel. n. fr. dāḵẖil), adj. Interior, internal; home (as opp. to foreign); — included, contained (in);…",entrance; nobody; big; That; choose
1953,راکٹ,rocket,426,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,rocket,rocket,
1954,سوچنا,to think; to ponder,426,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,to think; to ponder,"v. to think; to ponder | Platts: v.t. & v.n. To think, reflect, consider, meditate, ponder on, imagine, conceive; to regard, notice, mark,…",think; happen; culture; mma; remembers
1955,سیاحت,journey,426,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,journey,"n. journey | Platts: (for A. سياحة, inf. n. of سيح), = P سياحي saiyāḥī (fr. A. saiyāh)",travels; Highness; upon; looked; In
1956,پری,peri; fairy; a beautiful woman,425,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,peri; fairy; a beautiful woman,n. fairy; peri; a beautiful woman | Platts:,Funnel; bubblebath; fairy; J; J
1957,تہائی,third,425,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,third,n. third | Platts:,third; force; Reiser; heads; steel
1958,اندیشہ,anxiety; apprehension; thought; consideration,424,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,anxiety; apprehension; thought; consideration,n. thought; consideration; apprehension; anxiety | Platts: (see andesh),
1959,تار,cord; wire,424,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"cable; telegraph; cord, wire","s.m. Thread, string; the warp or threads extended lengthwise in a loom; wire, cord, string of a musical…",wire; till; recording; everything; still
1960,کالی,ink; Kali; a black woman; a woman of dark complexion,424,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,ink; Kali; a black woman; a woman of dark complexion,"name: Kali; a female given name, Kali, from Sanskrit | n. ink; a black woman; a woman of dark complexion | Platts: (fem. of",black; vile; squeeze; All; miss
1961,مددگار,helpful; helper; ally; assistant,424,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,False,"helpful; helper, ally, assistant","n. helper, ally, assistant",helpful; would; Uh; because; thought
1962,مردہ,dead; deceased; the dead (ie. a corpse),424,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"dead, deceased; dead; the dead (ie. a corpse)","adj. dead, deceased | n. dead; the dead (ie. a corpse) | Platts: part. adj. Dead, defunct; — weak, infirm; old decrepit; —",dead; battlefield; Somewhere; Dead; backyard
1963,کوثر,abundance; a unisex given name from Arabic; the name of a chapter in the Qur'an,423,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,abundance; a unisex given name from Arabic; the name of a chapter in the Qur'an,n. name of a fountain or river in Paradise; the name of a chapter in the Qur'an; abundance | name: a unisex given name from Arabic | Platts:,
1964,علیحدگی,separation; dismissal; condition being separated or apart,422,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"separation, dismissal; condition being separated or apart","n. separation, dismissal; condition being separated or apart | Platts:",
1965,بمباری,bombing; bombardment,420,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"bombing, bombardment","bombing, bombardment",bombing; Tora; Bora; high; tried
1966,آٹا,flour of unspecified kind or wholegrain,419,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,flour of unspecified kind or wholegrain,flour of unspecified kind or wholegrain,dough; tied; most; got; joint
1967,توڑنے,infinitive indirect of تورْنا (tornā — to break,418,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"infinitive indirect of تورْنا (tornā — to break, snap)",break; breaking; articulate; acceleration; Negative
1968,جلسہ,rally; public gathering; event; convention,418,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"rally; public gathering; event, convention","n. event, convention; public gathering; rally | Platts: (for A. جلسة jalsat, fem., rt. جلس 'to sit')",
1969,ملتانی,Multanite (person); Multani (of or relating to Multan),418,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,Multanite (person); Multani (of or relating to Multan),adj. Multani (of or relating to Multan) | name: Multanite (person) | Platts: adj. &,
1970,عنایت,kindness,417,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,solicitude; a unisex given name from Arabic; grace; kindness; bounty; favour,"favor, kindness",
1971,ایجاد,invent,416,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.m. Creation, production; invention, contrivance: — ījād karnā, v.t. To create, produce, originate, invent,…",invented; invents; ain; Words; invent
1972,بسنت,spring (season); a festival observing the arrival of spring; a male given name; Basant,415,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"spring (season); a festival observing the arrival of spring; a male given name, Basant, feminine equivalent بَسَنْتی (basantī)","n. spring (season); a festival observing the arrival of spring. | name: a male given name, Basant, feminine equivalent بَسَنْتی (basantī) | Platts:",
1973,تحفہ,gift,415,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"rarity; curiosity; gift, present",gift,gift; someone; holiest; meantime; lands
1974,دلیل,argument,415,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"argument, reasoning",argument; deaf; falls; making; ton
1975,یہیں,right here,415,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,right here,here; right; Right; HERE; RIGHT
1976,برباد,ruined; destroyed,414,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,ruined; destroyed,ruined; destroyed,ruined; waste; wasted; wasting; ruining
1977,جنازہ,funeral; bier,412,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,funeral; bier; the corpse (or coffin in which a corpse is taken away),"funeral procession, bier",funeral; went; her; six; when
1978,چڑیا,bird; sparrow; club; clubs,412,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"bird; sparrow; club, clubs","sparrow; bird; club, clubs",
1979,سائنسدان,scientist,412,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,scientist,scientist,scientist; A; brilliant; by; name
1980,قطعی,definitive; imperative; peremptory; decisive,412,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"definitive, imperative, peremptory; decisive, conclusive, final, categorical, absolute, imperative, ultimate, binding; conclusively, finally, verily, truly, entirely, absolutely, altogether, definitely","adj. decisive, conclusive, final, categorical, absolute, imperative, ultimate, binding; definitive, imperative, peremptory",wants; exactly; enter; through; Mr
1981,لطف,kindness; favour; enjoyment; pleasure,412,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"kindness, favour; enjoyment, pleasure","n. enjoyment, pleasure; kindness, favour | Platts: (inf. n. of لطف; cf. lat̤āfat)",meal; Enjoy; enjoying; pleasures; enjoyed
1982,افطار,iftar,411,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,iftar,n. iftar | Platts:,
1983,پرندے,“bird”):,411,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,direct plural; oblique/vocative singular,"inflection of پَرِنْدَہ (parinda, “bird”):",birds; flight; lose; told; their
1984,صحرا,desert,411,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,desert,desert,desert; Desert; Storm; frame; arranged
1985,پکار,cry; call; proclamation,410,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"cry, call; proclamation","n. cry, call; proclamation | Platts:",bishop; classifying; A; try; call
1986,غالبا,probably; apparently; for the most part; mostly,410,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"probably, apparently, for the most part, mostly, chiefly","adv. probably, apparently, for the most part, mostly, chiefly | Platts: (acc. of g̠ālib), adv. Most probably; apparently; for the most part, mostly, chiefly, principally; upon the…",
1987,فوجوں,plural,410,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,plural oblique of فَوج (fauj — army (military; force)),armies; their; Dirty; fortresses; roads
1988,مدعو,invited,410,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,invited,invited,invited; tracking; device; been; So
1989,تن,body; straw; trunk,407,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,body; straw; trunk,n. body; straw; trunk | Platts:,nowhere; middle; leave; Picked; drove
1990,قد,height; stature,407,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"height, stature","n. height, stature | Platts: (for A. qadd, inf. n. of قدّ 'to tear lengthwise,' &c.)",tall; That-that; cows; relative; height
1991,اردگرد,Around,404,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"adv. & postpos. (gov. -ke), Around, all round, round about, on every side (of), on all sides. (See gird, and…",revolve; since; must; around; at
1992,خلافت,caliphate,404,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,caliphate,"n. caliphate | Platts: (for A. خلافة, inf. n. of خلف 'to succeed or follow')",
1993,صف,(inf. n. of صفّ 'to set or place in a row,404,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"(inf. n. of صفّ 'to set or place in a row,' &c.)",row; Second; rank; Warrior; joined
1994,کاش,I wish; if only,404,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"I wish, if only","interj. I wish, if only | Platts: conj. Would to heaven, would that, I wish to heaven: — kāsh-ki, or kāsh-ke, Idem",Wish; wish; closed; WISH; wits
1995,سفارت,diplomacy; embassy; consulate,403,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,diplomacy; embassy; consulate,"n. embassy; consulate; diplomacy | Platts: (for A. سفارة, inf. n. of سفر 'to make peace (between),' &c.)",Embassy; From; embassy; explain; talk
1996,ادراک,insight; cognition; intuition; comprehension,402,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding","n. insight; cognition, intuition, comprehension, grasp, nous, perception, perspicacity, understanding | Platts:",best; know; should; We; all
1997,خلیج,gulf; bay,402,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"gulf, bay","n. gulf, bay | Platts: (fr. خلج 'to take away,' &c.)",bay; Across; wheeled; blank; present
1998,رشوت,bribe,400,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,bribe,"n. bribe | Platts: (for A. رشوة, v.n. fr. رشو 'to give a bribe')",corrupted; infected; permits; bribes; give
1999,گم,lost; missing; absent; invisible,399,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"lost, missing; absent, invisible; distracted, wanting, wandering","adj. lost, missing; absent, invisible; distracted, wanting, wandering | Platts: adj. Lost; wanting; missing; absent; invisible; — wandering, distracted, confounded: — gum-rāh or rah, adj. &…",misplaced; moment; lose; going; missing
2000,گیر,conqueror of the world,399,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,conqueror of the world,adj. conqueror of the world | Platts: part. adj. &,staunchly; defends; U.S; Barack; Obama
2001,نگار,writer; sweetheart; painting; portrait,399,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"writer; sweetheart; painting, portrait, picture","n. sweetheart; writer; painting, portrait, picture | Platts: part.",
2002,استعداد,aptitude; knack; talent; skill,398,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"aptitude; knack, talent, skill","n. knack, talent, skill; aptitude | Platts:",
2003,چوٹ,loss; harm; injury; hurt,398,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"jealousy; loss; harm; injury, hurt","hit; blow; attack; injury, hurt; loss; harm",hurt; HURT; ARE; ANYBODY; -Did
2004,تعزیت,condolence,397,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"condolence, consoling; mourning, lamentation",condolence,
2005,چمک,shine,397,CLE Urdu top-5000 frequency list,Kaikki+word2word,False,True,True,glow; glare; shine,brightness; radiance; luminosity,shine; brightness; bury; wanderers; Next
2006,خلا,the void,397,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,cell; vacuum; the void,"n. vacancy, hollowness, lacuna; emptiness, void; (outer) space | Platts: (inf. n. of خلو 'to be empty or vacant,' &c.)",space; Looks; taking; into; like
2007,عمرہ,umrah (a minor hajj; a lesser pilgrimage to Mecca; other than at the time of the hajj),397,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"umrah (a minor hajj, a lesser pilgrimage to Mecca, other than at the time of the hajj)","n. umrah (a minor hajj, a lesser pilgrimage to Mecca, other than at the time of the hajj) | Platts: (for A. عمرة, v.n. fr. عمر 'to live, remain,' &c.)",
2008,چاندی,silver,396,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,silver,n. silver | Platts:,silver; bullet; use; forge; necklace
2009,سونا,gold; void; empty,396,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,gold; void; empty,adj. empty; hollow; unoccupied | n. void; emptiness; gold | v. to sleep; to fall asleep; to repose | Platts: adj. &,hoi; gold; or; braided; pearls
2010,محلہ,a ward; locality; encampment; army camp,396,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"a ward, locality; encampment, army camp; neighborhood; quarter (mahalla)","n. neighborhood; quarter (mahalla); a ward, locality; encampment, army camp | Platts: (for A. محلة maḥallat, fr. maḥall",
2011,خطہ,region,395,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"country; region, area; zone; district","region, territory",
2012,اخذ,seizing; taking; something derived,394,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"seizing, taking; something derived","n. seizing, taking; something derived | Platts:",concluded; weaponized; large; absolved; guilt
2013,دال,bean; lentil; dal,393,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"bean; lentil, dal","n. lentil, dal; bean | Platts:",lentils; chores; pick; darling; may
2014,مقصود,proposed; intended; wished; aim,393,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"proposed, intended; wished; aim; object; intent; aim; view; desired (connoted with beloved)","adj. proposed, intended; wished; desired (connoted with beloved) | n. aim; object; intent; aim; view | Platts: (pass. part. of قصد 'to intend, desire,' &c.), part. adj. Intended, meant; purposed, designed; proposed;…",
2015,نازل,revealed; descending; alighting; arriving-at,393,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"revealed; descending, alighting, arriving-at, dismounting","adj. descending, alighting, arriving-at, dismounting; revealed | Platts: (act. part. of نزل 'to descend, alight,' &c.), part. adj. Descending, alighting; dismounting; arriving (at):…",upon; came; her; I
2016,نژاد,race; root; origin; seed,393,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"race; root, origin; seed; family; genealogy, lineage; descent","race; family; genealogy, lineage; descent; root, origin; seed",
2017,بائیس,twenty-two,392,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,twenty-two,num. twenty-two | Platts:,
2018,چکنائی,grease,392,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Oil, grease, fat, butter; greasinoss, &c. ( = ćiknāhaṭ",Grease; include; Does; Nolan; Hook
2019,ہضم,digestion,392,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,digestion,n. digestion | Platts: corr. H.,
2020,جادو,charm; magic; enchantment,391,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,charm; magic; enchantment,n. magic; enchantment; charm | Platts:,magic; spell; Magic; Hacking; lift
2021,شمع,candle; lamp,391,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,wax; candlestick; candle; lamp,"candle, lamp (symbol of the beloved)",
2022,مقدمہ,case; lawsuit,391,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"case, lawsuit","n. case, lawsuit | Platts: (for A. مقدمة muqaddamat, fem. of muqaddam",clearance; center; detention; trial; edition
2023,احباب,friends; companions; members,390,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"friends, companions, members","friends, companions, members",
2024,پیاس,thirst,390,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,thirst,n. thirst | Platts:,
2025,مانند,prep. & postpn. Like,390,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"prep. & postpn. Like, resembling, after the likeness (of, -ke; — if mānind is used as a postpn., the governed…",early; Like; as; caterpillars; beasts
2026,نشریات,broadcasting,390,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,broadcasting,"plural of نَشْرِیّہ (naśriyyah, “broadcast”); broadcasting",
2027,بدلہ,revenge; exchange; compensation,389,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,revenge; exchange; compensation,exchange; compensation; revenge,revenge; Guess; Brick; Mansions; Want
2028,تائید,corroboration; help; aid; support,389,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"corroboration; help; aid, support; favour (ie. support)","s.f. Strengthening; corroboration, confirmation; assisting; assistance, help, aid, support; a written voucher…",supported; fully; Our; position; is
2029,دفن,burial; interment; covering; concealment,389,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,True,"burial, interment; covering, concealment","n. burial, interment; covering, concealment | Platts: (inf. n. of دفن 'to bury')",buried; bury; Bury; burying; fathers
2030,اختیاری,optional; voluntary; at one's disposal,388,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,optional; voluntary; at one's disposal,"adj. optional; voluntary; at one's disposal | Platts: adj. In one's power, subject to election or choice; optional; voluntary; at one's disposal: —",
2031,انا,ego,388,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"ego, self-respect",Ego; bureaucrats; lot; see; know
2032,جدا,different; unrelated; separate; apart,388,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"different, unrelated; separate, apart, split","adj. separate, apart, split; different, unrelated | Platts: adj. Separated, parted; separate, distinct, away, apart, aside, asunder, absent; different; peculiar;…",
2033,ستارے,“star”):,388,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,direct plural; oblique/vocative singular,"inflection of سِتارَہ (sitāra, “star”):",stars; The; -; fall; Oh
2034,سماج,an association; society; community; a luxurious gathering,386,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"an association; society, community; a luxurious gathering","n. society, community; an association; a luxurious gathering | Platts:",
2035,مہاجر,refugee; immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India,384,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu,True,False,False,"refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India","n. refugee, immigrant; a muhajir: Urdu-speaking Muslim that moved to Pakistan after the Partition of India | Platts: (act. part. of هاجر; see next), part.",parole; non-immigration; humanitarian; qualify; protective
2036,ترسیل,transmitting = irsāl),383,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"s.f. Sending, transmitting = irsāl)",transmitting; Audio; shipping; England; GPS
2037,ریت,rite; sand; custom; tradition,383,CLE Urdu top-5000 frequency list,Kaikki+ReadUrdu+word2word,True,True,True,"rite; sand; custom, tradition","n. sand; custom, tradition; rite | Platts:",sand; Sandglass; Sands; Time; contained
2038,تحریری,in writing (e.g. taḥrīrī s̤ubūt,382,CLE Urdu top-5000 frequency list,ReadUrdu+word2word,False,False,True,,"adj. Written, in writing (e.g. taḥrīrī s̤ubūt, 'written proof')",writing; have; You; in; that
