rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1969,درآمد,import,4.42,ReadUrdu+word2word,,import,import; BAER; needs; imported; Rocky
1970,فرزند,child,4.42,Kaikki+ReadUrdu,child; offspring; son or daughter,"n. child; offspring; son or daughter | Platts: s.m. & f. Offspring, child, a son, a daughter: — farzand-ě-ḵẖalaf, s.m. A favourite son…",
1971,قابض,occupier,4.42,Kaikki+ReadUrdu,"possesser; occupier, seizer","adj. occupier, seizer; possesser | Platts: (act. part. of قبض 'to take, seize, grasp,' &c.), part. adj. & s.m. Taking, seizing, grasping, holding,…",
1972,لانا,to bring,4.42,Kaikki+ReadUrdu,to bring,"v. to bring | Platts: (contrac. of le-ānā, lit. 'having taken to come, or to take and come'), v.t. To bring, fetch; to bring…",HASSASINS; LAIR; found; brought; He
1973,لکھنا,to write,4.42,Kaikki+ReadUrdu,to name; to write; to destine,to write,Considering; saves; cat; editorial; puff
1974,لہجہ,accent,4.42,Kaikki+ReadUrdu,"pitch, tune; style (of poetry); accent (ie. pronunciation)","tone, accent",hard; dialect; translate; speak; may
1975,میانوالی,Mianwali,4.42,Kaikki+ReadUrdu,"Mianwali (a city in Mianwali district, province of Punjab, Pakistan)","Mianwali (a city in Mianwali district, province of Punjab, Pakistan)",
1976,ناتھ,lord,4.42,Kaikki+ReadUrdu,lord; master; patron,lord; protector; patron,
1977,نصرت,help,4.42,Kaikki+ReadUrdu,"victory; help, assistance","n. help, assistance; victory | Platts: (for A. نصرة, v.n. fr. نصر; see naṣr), s.f. Assistance, efficient aid; defence; — victory: — nuṣrat-āyāt,…",
1978,ولایت,state,4.42,Kaikki+ReadUrdu,"Kabulistan; Persia; dominion, government, jurisdiction; province, state, realm, inhabited country or region","n. province, state, realm, inhabited country or region; dominion, government, jurisdiction; a foreign country, especially one in the West (Europe and North America) | Platts: (for A. ولاية, inf. n. of وَلِيَ 'to be master (of),' &c.), s.f. Being master of, possessing, governing,…",
1979,کمزوری,weakness,4.42,Kaikki+ReadUrdu+word2word,weakness,weakness,intimate; weakness; Something; Marvin; hurts
1980,کیمیائی,chemical,4.42,Kaikki+ReadUrdu,"chemical, chemo-","chemical, chemo-",
1981,ہلاکت,death,4.42,Kaikki+ReadUrdu,death; fatigue; destruction; extermination,"n. death; destruction; extermination; fatigue | Platts: (for A. هلاکة, abst. s. fr. the preceding), s.f. Perdition, ruin, destruction; death; — execution…",occur; killing; does; quite; war
1982,انگلی,finger,4.41,Kaikki+ReadUrdu,finger,"n. finger | Platts: s.f. Finger, finger's breadth: — unglī uṭhānā, To raise the finger; to point the finger (at); to make a sign;…",push; toe; Go; Give; single
1983,ایشیائی,Asian,4.41,Kaikki+ReadUrdu,Asian,Asian,
1984,بشیر,from Arabic,4.41,Kaikki+ReadUrdu,"a surname, Bashir or Basheer, from Arabic; a male given name, Bashir or Basheer, from Arabic","name: a male given name, Bashir or Basheer, from Arabic; a surname, Bashir or Basheer, from Arabic | Platts: s.m. Messenger of glad tidings (bashārat)",
1985,توڑنے,break,4.41,ReadUrdu+word2word,,"infinitive indirect of تورْنا (tornā — to break, snap)",break; breaking; articulate; acceleration; Negative
1986,خطہ,region,4.41,Kaikki+ReadUrdu,"country; region, area; zone; district","region, territory",
1987,خودکشی,suicide,4.41,Kaikki+word2word,suicide,,suicides; suicide; continue; swear; body
1988,دیکھئے,See,4.41,ReadUrdu+word2word,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",See; ?
1989,سایہ,shadow,4.41,ReadUrdu+word2word,end; arrow; evening,"shadow, shade; protection",shadow; Look; he; s; power
1990,لطف,enjoyment,4.41,Kaikki+ReadUrdu+word2word,"kindness, favour; enjoyment, pleasure","n. enjoyment, pleasure; kindness, favour | Platts: (inf. n. of لطف; cf. lat̤āfat), s.m. Delicacy; refinement; elegance, grace, beauty; the beauty or best (of a…",meal; Enjoy; enjoying; pleasures; enjoyed
1991,لہر,wave,4.41,ReadUrdu+word2word,,wave,Crime; wave; Gotham; in
1992,معتبر,reliable,4.41,Kaikki+ReadUrdu,"credible, reliable","adj. credible, reliable | Platts: (pass. part of اعتبر 'to hold in high estimation or regard,' &c., viii of عبر 'to study; to examine; to try,'…",
1993,ملکہ,queen,4.41,Kaikki+ReadUrdu+word2word,queen,queen,Queen; Victoria; accent; Her; queens
1994,ناممکن,impossible,4.41,Kaikki+ReadUrdu+word2word,impossible,impossible,impossible; Aim; done; Impossible; Mission
1995,پختہ,firm,4.41,Kaikki+ReadUrdu,"mature; cooked, ripe; firm, strong, sturdy","adj. firm, strong, sturdy; cooked, ripe; mature | Platts: part. adj. Dressed, cooked; baked (as brick, &c.); ripe, matured, mature; shrewd, knowing, expert. skilful,…",
1996,یادگار,memorable,4.41,ReadUrdu+word2word,"remembrance; memoir, monument; keepsake, souvenir","memorial, memorable",souvenir; YOU; monument; memorable; SEEK
1997,یروشلم,Jerusalem,4.41,Kaikki+ReadUrdu+word2word,"Jerusalem (a district of Israel, Palestine); Jerusalem (a city in Israel; a city in Palestine)","Jerusalem (a city in Israel; a city in Palestine); Jerusalem (a district of Israel, Palestine)",They; Jerusalem; loose; set; hell
1998,یہود,Jewry,4.41,Kaikki+ReadUrdu,Jewry,"n. plural of یَہُودِی (yahūdī); Jewry | Platts: s.m. A Jew, a Hebrew. | also: plural formal of یَہُودی (yahūdī — Jew)",Jews; Damn; !; without; Where
1999,احاطہ,fence,4.40,Kaikki+ReadUrdu,"bawn, enclosure, fence, limitation, mew, pale, parvis, sept, yard","n. bawn, enclosure, fence, limitation, mew, pale, parvis, sept, yard | Platts: s.m. Surrounding, enclosing; enclosed space; enclosure; premises; precincts; division of territory, province;…",cover; Cover; COVER; covered; flour
2000,اصغر,junior,4.40,Kaikki+ReadUrdu,junior,"adj. junior | Platts: adj. compar. & superl. (of صغير ṣag̠īr), Less, least, smallest; very little; — the minor term in a logical…",
2001,ایجنٹ,agent,4.40,Kaikki+ReadUrdu+word2word,agent,agent,agent; Agent; Harris; An; Chicago
2002,بدنام,infamous,4.40,Kaikki+ReadUrdu+word2word,infamous,infamous,endangered; demonize; infamous; joining; satellite
2003,بھلائی,goodness,4.40,ReadUrdu+word2word,,goodness; welfare,good; faith; generally; gave; She
2004,بیش,more,4.40,Kaikki+ReadUrdu,"more, greater; excess, too much, a lot","adj. More; greater; good, proper, well; better, superior, excellent, preferable; elegant…",
2005,سمندری,Samundri,4.40,Kaikki+ReadUrdu,"Samundri (a city in Faisalabad district, Punjab, Pakistan)","Samundri (a city in Faisalabad district, Punjab, Pakistan)",DOD; -Listen; 2000; 2001; sea
2006,سوری,Syrian,4.40,Kaikki+ReadUrdu,Syrian,"adj. Syrian | n. Syrian (person) | Platts: s.m. The sun; a wise or learned man, a sage, a teacher ( = sūra)",Sorry; Fucking; checkpoints; liked; lead
2007,عادی,normal,4.40,Kaikki+ReadUrdu,usual; common; normal,"adj. normal; habitual; customary | Platts: (rel. n. fr. ʻādat, q.v.), adj. Accustomed, habituated, addicted (to)…",junkie; thief; everybody; Just; not
2008,عاشق,lover,4.40,Kaikki+ReadUrdu,"lover; fondness, affection",lover,
2009,مانگنے,ask,4.40,ReadUrdu+word2word,,infinitive indirect of مان٘گْنا (māṅgnā — to ask for),pains; gains; ask; solve; Great
2010,مصری,Egyptian,4.40,Kaikki+ReadUrdu+word2word,Egyptian,Egyptian; a kind of sugar candy,EDS; Egyptian; carriers; Seems; probably
2011,نعت,naat,4.40,Kaikki+ReadUrdu,"naat, poem in praise of Holy Prophet Muhammad","n. naat, poem in praise of Holy Prophet Muhammad. | Platts: (inf. n. of نعت 'to describe,' &c.), s.f. A description; an epithet; a descriptive epithet or phrase, a…",
2012,ٹن,ton,4.40,ReadUrdu+word2word,,ton,tin; making; foil; hat; ton
2013,ہجوم,crowd,4.40,Kaikki+ReadUrdu+word2word,"crowd, mob; horde, throng; attacking, crowding","n. crowd, mob; attacking, crowding; horde, throng | Platts: corr. hajūm (inf. n. of هجم 'to rusb (upon); to attack,' &c.; see hajm), s.m. Rushing (upon, or at, -par);…",control; Crowded; Crowd; crowds; usually
2014,آدھا,half,4.39,Kaikki+ReadUrdu+word2word,half,adj. half | n. half,half; meter; thick; eight; high
2015,تائید,support,4.39,Kaikki+ReadUrdu+word2word,"corroboration; help; aid, support; favour (ie. support)","s.f. Strengthening; corroboration, confirmation; assisting; assistance, help, aid, support; a written voucher…",supported; fully; Our; position; is
2016,تلاوت,recitation,4.39,Kaikki+ReadUrdu,"tilawa, recitation (of the Holy Quran)","n. tilawa, recitation (of the Holy Quran) | Platts: (for A. تلاوة, inf. n. of تلو), s.f. Reading (particularly the Qorʼān); meditation",Scriptures; understanding; repeat; words; They
2017,تلخ,bitter,4.39,Kaikki+ReadUrdu+word2word,"bitter, distasteful","bitter, distasteful",bitter; sweet; having; among; knowledge
2018,تنازع,conflict,4.39,Kaikki+ReadUrdu,"conflict, struggle","n. conflict, struggle | Platts: s.m. Disputing, wrangling; dispute, contention, strife",
2019,جھوٹا,liar,4.39,Kaikki+ReadUrdu+word2word,"counterfeit; false, untrue; liar, charlatan","adj. false, untrue; counterfeit | n. liar, charlatan",liar; Your; brother; s; a
2020,دکھائے,show,4.39,ReadUrdu+word2word,,plural masculine of دِکھانا (dikhānā — to show) | also: plural masculine of دُکھانا (dukhānā — to cause pain; hurt),show; `; May; ll
2021,دھوپ,the Sun,4.39,Kaikki+ReadUrdu,"the Sun; incense, frankincense","sunlight, sunshine; heat of the Sun; the Sun; incense, frankincense",scrambling; 29-year-old; jets; No; uh
2022,ذلت,disgrace,4.39,ReadUrdu+word2word,"dishonour, insult, humiliation","humiliation, disgrace",disgrace; area; your; Doss; is
2023,رسالہ,message,4.39,Kaikki+ReadUrdu,letter; journal; message,"n. message; magazine, periodical; journal | Platts: (for A. رسالة; see risālat), s.m. A message, mission; a letter; sending a letter, &c.; a tract, a short…",
2024,سائز,size,4.39,Kaikki+ReadUrdu+word2word,size,size,size; color; EQUIVALENT; ATOM; BOMBS
2025,شمس,sun,4.39,Kaikki+ReadUrdu,sun,n. sun | Platts: s.m. The sun (syn. āftāb; sūraj),heliocentric; model; A; That; right
2026,شہریت,citizenship,4.39,Kaikki+ReadUrdu,civility; township; citizenship,"n. citizenship; township; civility | Platts: (shahr, q.v.+A. aff. يّة), s.f. Peopling, population; township; extent of a city; — the polished manners of a…",
2027,قبلہ,anything opposite,4.39,Kaikki+ReadUrdu,"anything opposite; that part to which Muslims turn their faces when at prayer; the temple of the Kaʻba in Mecca; Mecca; an altar, a temple; an object of veneration or reverence; a father; a king, etc.; (by way of respectful address) Father! Worship! Sire!","n. anything opposite; that part to which Muslims turn their faces when at prayer; the temple of the Kaʻba in Mecca; Mecca; an altar, a temple; an object of veneration or reverence; a father; a king, etc.; (by way of respectful… | Platts: (for A. قبلة qiblat, fr. qabl), s.m. Anything opposite; — that part to which Muslims turn their faces when at…",
2028,قواعد,grammar,4.39,Kaikki+ReadUrdu,grammar,"n. plural of قَاعِدَہ (qā'ida); grammar | Platts: s.m. pl. (of qāʻida, q.v.), Rules, canons; regulations; bases, principles; rules (of procedure, as… | also: plural formal of قاعِدَہ (qā‘ida — abecedarium, primer)",rules; -It; regulations; probably; cares
2029,مغل,Mughal,4.39,Kaikki+ReadUrdu,"Mughal, Moghul","n. Mughal, Moghul | Platts: s.m. A Mogul; — the third of the four classes into which Muḥammadans are divided: — mug̠al-paṭhān, s.m. 'The…",Mugals; noble; honored; people; Hindu
2030,میزبان,host,4.39,Kaikki+ReadUrdu+word2word,host; anchorperson,host,host; heavenly; angels; kills; Mom
2031,ناز,pride,4.39,Kaikki+ReadUrdu,pride; whims; conceit,"coquetry, airs; pride",handy; Work; getting; these; on
2032,کلیدی,key,4.39,Kaikki+word2word,"key, essential, basic, central, pivotal",,Key; hot; is; KEY; FORGET
2033,کمائی,capital,4.39,Kaikki+ReadUrdu,"capital; earning, income","n. earning, income; capital | Platts: s.f. Earning, acquiring; earnings, gain, profits; work, performance: — kamāʼī-pūt, or kamāʼī-kā bcṭā, A son…",
2034,آزمائش,test,4.38,Kaikki+ReadUrdu+word2word,"test, trial; examination; experiment","test, trial; examination; experiment",test; everyone; told; Absolutely; trial
2035,اشتعال,combustion,4.38,Kaikki+ReadUrdu,"combustion, infuriation, agitation, ignition, provocation","n. combustion, infuriation, agitation, ignition, provocation | Platts: s.m. Burning, blazing; inflaming; lighting a fire or candle; — fomenting, instigating a quarrel",
2036,اونٹ,camel,4.38,Kaikki+ReadUrdu+word2word,"tall; fool, foolish; camel, dromedary","n. camel, dromedary | adj. tall; fool, foolish",camel; dervishes; dirt; common; camels
2037,بتانا,to tell,4.38,Kaikki+ReadUrdu+word2word,"to tell, to inform; to spend, pass, live out (said of time, life etc.)","v. to tell, to inform; to spend, pass, live out (said of time, life etc.) | Platts: s.m. A bracelet or ring of metal (worn by men and women); — an under-turban (used to swell out and-give shape…",tell; played; former; 865; taxiing
2038,برتن,crockery,4.38,Kaikki+ReadUrdu,"crockery, dinnerware, tableware; any vessel used for eating","n. crockery, dinnerware, tableware; any vessel used for eating | Platts: s.m. Vesse domestic utensil, dish, plate, basin, &c.: — bartan-bhāṅḍe s.m. Vessels, utensils, &c",pot; coffee; stinging; Into; Is
2039,بنگال,Bengal,4.38,Kaikki+ReadUrdu,Bengal (a geographic region in the northeast of South Asia today divided between Bangladesh and India (particularly the state of West Bengal)),Bengal (a geographic region in the northeast of South Asia today divided between Bangladesh and India…,
2040,بہادری,bravery,4.38,Kaikki+ReadUrdu+word2word,"bravery, heroism","n. bravery, heroism | Platts: s.f. Bravery, courage, valour, heroism",bravery; frankly; courage; His; Everybody
2041,جادو,magic,4.38,Kaikki+ReadUrdu+word2word,charm; magic; enchantment,"n. magic; enchantment; charm | Platts: s.m. A descendant of Yadu; a name of Kr̤ishṇa (as descended from Yadu); a stock of cattle: — jādav-patī, s.m.…",magic; spell; Magic; Hacking; lift
2042,جھیل,lake,4.38,Kaikki+ReadUrdu+word2word,lake; pool; swamp,"name: a female given name, Jheel | n. lake; lagoon; pool",LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN
2043,حب,Hub,4.38,Kaikki+ReadUrdu+word2word,"Hub (a city in Hub district, Balochistan, Pakistan)","name: Hub (a city in Hub district, Balochistan, Pakistan) | Platts: (fr. حبّ, see next), s.f. A grain (of corn, &c.); seed, kernel, or stone (of fruit); a berry…",labs; hub; hop; often; should
2044,حمد,praise,4.38,Kaikki+ReadUrdu,"hymn; praise (of God); eulogy, commendation","n. praise (of God); hymn; eulogy, commendation | Platts: (inf. n. of حمد 'to praise'), s.f. Praise (of God): — ḥamd karnā (-kī), To praise or bless (God)",
2045,خرابی,ruin,4.38,Kaikki+ReadUrdu,"ruin, destruction; badness, evil, corruption","defect, fault, ruin",malfunction; disturbance; investigate; personally; Multiple
2046,خوبصورتی,beauty,4.38,ReadUrdu+word2word,,beauty,beauty; pulp; equal; youth; Tates
2047,دوم,second,4.38,Kaikki+ReadUrdu,second,"adj. second | Platts: adj. Second; inferior, second sort",
2048,رخصت,leave,4.38,Kaikki+ReadUrdu,"leave (of absence); leave, permission to leave, dismission, departure","departure, leave, farewell",furlough; handle; Show; sign; basic
2049,رس,syrup,4.38,Kaikki+ReadUrdu,"syrup; liquor; pleasure, joy","n. sap, juice, gum; syrup; liquid, fluid, water | Platts: s.m. Sap, juice; syrup; a liquid, fluid; water; liquor; gravy, soup, broth; (met.) the best or prime part (of…",initation; administer; serum; Candor; As
2050,زون,border region,4.38,Kaikki+ReadUrdu,"border region, region","border region, region",blurry; wandering; zone; strike; Twilight
2051,سالگرہ,birthday,4.38,Kaikki+ReadUrdu+word2word,birthday; anniversary,birthday (year of birth); anniversary,birthday; Happy; -Happy; Emily; basics
2052,شاگرد,student,4.38,Kaikki+word2word,"servant; helper; pupil, apprentice; student","pupil, disciple",atrium; students; still; her; are
2053,صفت,adjective,4.38,Kaikki+ReadUrdu,mode; manner; adjective,"n. adjective; description; attribute | Platts: (for A. صفة, inf. n. of وصف 'to describe,' &c.), s.f. Description; a definition; (in Gram.) a descriptive…",
2054,عنصر,element,4.38,Kaikki+ReadUrdu+word2word,"element, essence; element, component, part","n. element, essence; element, component, part | Platts: s.m. Origin (syn. aṣl); a primary element",encloses; toxic; surroundings; element; confront
2055,غذا,diet,4.38,Kaikki+ReadUrdu+word2word,"food, diet, victuals, provisions","food, diet, victuals, provisions",diet; watch; your; I
2056,میانمار,Myanmar,4.38,Kaikki+ReadUrdu,Myanmar (a country in Southeast Asia),Myanmar (a country in Southeast Asia),
2057,نسخہ,a cure,4.38,Kaikki+ReadUrdu,a cure; recipe; version,"n. prescription (for medicine or of medical notes); a cure; recipe | Platts: (for A. نسخة nusḵẖat, fr. نسخ 'to copy.' &c.), s.m. A copy or model (whence anything is taken), an exemplar,…",her; mama; adding; pepper; turning
2058,پاگل,crazy,4.38,ReadUrdu+word2word,"lover; silly, dummy; witch, devil","adj. crazy, mad, insane (ie. someone who has lost their mind); stupid, nuts, daft; crazy excited (or enthusiastic, passionate.) | n. same as adjectives above; madman, lunatic; crazy person; lover | Platts: adj. & s.m. Mad, insane; foolish, silly; — madman, idiot, fool ( = paglā; bāʼolā): — pāgal-ḵẖāna, s.m.…",crazy; sick; mad; freak; insane
2059,پرورش,upbringing,4.38,Kaikki+ReadUrdu,"fostering; compassion; nurture, upbringing","upbringing, nurture",Growing; toughest; wanted; up; kid
2060,پڑھائی,education,4.38,Kaikki+ReadUrdu,"reading; education; learning, study","learning, study; education; reading",
2061,چشم,eye,4.38,Kaikki+ReadUrdu,eye,"n. eye | Platts: s.f.m. The eye (syn. āṅkh); — hope, expectation: — ćashm-ě-bad dūr, May the evil eye be far removed! avaunt…",
2062,چمک,shine,4.38,Kaikki+word2word,glow; glare; shine,brightness; radiance; luminosity,shine; brightness; bury; wanderers; Next
2063,گوادر,Gwadar,4.38,Kaikki+ReadUrdu,"Gwadar (a port city in Balochistan, Pakistan)","Gwadar (a port city in Balochistan, Pakistan)",
2064,گیت,song,4.38,Kaikki+ReadUrdu+word2word,song; track,"n. song; track | Platts: s.m. Singing, song; a song, nymn: — gīt-badhāʼī, s.f. A birth-song: — gīt gānā, To sing a song or hymn; to…",song; playing; Silva; wonderful; With
2065,آقا,Mr,4.37,Kaikki+ReadUrdu,Mr; lord; owner,"Mr.; sir, gentleman; master",
2066,اجتماع,gathering,4.37,Kaikki+ReadUrdu+word2word,"assemblage; convention, gathering","n. assemblage; convention, gathering | Platts: s.m. Act of collecting, assembling or gathering together; agreeing together (in opinion); combining,…",gathering; Which; taken; liberty; why
2067,اذیت,torture,4.37,Kaikki+ReadUrdu,"torture, agony, bane, harassment, sufferance, suffering, trouble, hot water","n. torture, agony, bane, harassment, sufferance, suffering, trouble, hot water | Platts: s.f. Wanton injury; molestation, annoyance, oppression; trouble, suffering, distress: — aẕīyat uṭhānā, v.n…",Haven; seen; around; through; go
2068,امامت,leadership,4.37,Kaikki+ReadUrdu,leadership; an office or jurisdiction of an imam,"n. leadership; an office or jurisdiction of an imam. | Platts: (for A. امامة), s.f. The office of an Imām",
2069,انتقام,revenge,4.37,Kaikki+ReadUrdu,"revenge, vengeance",revenge,Vulnerable; retaliation; to
2070,انجیل,gospel,4.37,Kaikki+ReadUrdu,gospel,"n. gospel | Platts: s.m. The Evangel (as opp. to tauret, 'the Pentateuch'); the New Testament, the Gospel",
2071,اٹھارہ,eighteen,4.37,Kaikki+ReadUrdu,eighteen,eighteen,18; airlines; energy; started; dedicated
2072,برقی,electric,4.37,Kaikki+ReadUrdu,"electric, electrical, electronic","adj. electric, electrical, electronic | Platts: adj. Pertaining or relating to lightning; electric (e.g. tār-ě-barqī, s.f. Electric wire, telegraph wire)",
2073,بغداد,Baghdad,4.37,ReadUrdu+word2word,,Baghdad (the capital city of Iraq); Baghdad (a governorate of Iraq),Baghdad; Coalition; Shiite; insurgent; picked
2074,جائیداد,property,4.37,ReadUrdu+word2word,,"property, estate",onto; property; S.T.A.R; PROPERTY; TEST
2075,جاپانی,Japanese,4.37,Kaikki+ReadUrdu+word2word,Japanese,Japanese,Japanese; Pearl; Harbor; Mandarin; Some
2076,جہالت,ignorance,4.37,ReadUrdu+word2word,,ignorance,Ignorance; innocence; same; Heresies; pagan
2077,جہان,world,4.37,Kaikki+ReadUrdu,world; universe,"n. world; universe | Platts: prov. जिहां jěhāṅ [i.e. jit+thān; Prk. जेत्तिअ+थाने; S. यावत्+स्थाने], adv. (correl. tahāṅ), Which place,…",
2078,دھیان,attention,4.37,Kaikki+ReadUrdu,"attention; meditation, reflection; consideration, notice, heedfulness, care","attention; consideration, notice, heedfulness, care; meditation, reflection",OUT; WATCH; family; concentrate; keeping
2079,سگریٹ,cigarette,4.37,Kaikki+ReadUrdu+word2word,cigarette,cigarette,cigarette; say; d; What; so
2080,سیاحت,journey,4.37,Kaikki+ReadUrdu,journey,"n. journey | Platts: (for A. سياحة, inf. n. of سيح), = P سياحي saiyāḥī (fr. A. saiyāh), s.f. Travelling, journeying; journey,…",travels; Highness; upon; looked; In
2081,عرف,pen name,4.37,Kaikki+ReadUrdu,"alias, pen name, nickname, byname","alias, pen name, nickname, byname",
2082,عنایت,kindness,4.37,Kaikki+ReadUrdu,solicitude; a unisex given name from Arabic; grace; kindness; bounty; favour,"favor, kindness",
2083,غضب,violence,4.37,Kaikki+ReadUrdu,angry; violence; oppression,"n. anger; rage; violence; oppression | adj. angry; oppressive | Platts: (inf. n. of غضب 'to be angry'), s.m. Anger, passion, wrath, rage, fury, vengeance; wrong, impropriety,…",
2084,لبنان,Lebanon,4.37,Kaikki+ReadUrdu+word2word,Lebanon (a country in West Asia in the Middle East),name: Lebanon (a country in West Asia in the Middle East) | Platts: prop. n. Mount Libanus,studied; Lebanon; engineering; set; Buddy
2085,ماسکو,Moscow,4.37,Kaikki+ReadUrdu+word2word,"Moscow (a federal city, the capital of Russia)","Moscow (a federal city, the capital of Russia)",Moscow; link; First; direct; boarded
2086,مافیا,the mafia,4.37,ReadUrdu+word2word,,the mafia; a member of the mafia,cartels; specialty; consumed; mafia; pursuing
2087,مشغول,engaged,4.37,Kaikki+ReadUrdu+word2word,"occupied, engaged, busy","adj. occupied, engaged, busy | Platts: (pass. part. of شغل 'to busy, occupy,' &c.), part. Busied, busy, occup ed, employed, engaged (in); wholly…",engage; engaged; started; debate; engaging
2088,نوح,Noah,4.37,Kaikki+ReadUrdu,"Nuh, Noah; a male given name from Arabic","name: Nuh, Noah; a male given name from Arabic | Platts: prop. n. The patriarch Noah",
2089,پشت,the back,4.37,Kaikki+ReadUrdu+word2word,"the back; rearguard; generation, descent, extraction","n. the back; generation, descent, extraction; rearguard | Platts: s.m. Flesh, meat: — piśitepsu (˚ta+īp˚), adj. Desirous of flesh, eager for or greedy after meat",known; backing; also; talking; Thus
2090,کسان,farmer,4.37,Kaikki+ReadUrdu+word2word,"farmer, cultivator","n. farmer, cultivator | Platts: s.m. Ploughman, husbandman, cultivator, farmer, peasant: — kisān-gat or gati, s.f. Husbandry, tillage,…",farmer; peasant; dream; sighting; diamond
2091,گنبد,dome,4.37,Kaikki+ReadUrdu+word2word,"dome, cupola",dome,dome; mandatory; testing; All; report
2092,ہنگامی,emergency,4.37,Kaikki+ReadUrdu+word2word,"urgent, emergency; temporal, temporary, ephemeral","adj. temporal, temporary, ephemeral; urgent, emergency | Platts: adj. Temporal, ephemeral",SYSTEMS; EMERGENCY; NEWS; MOST; GOOD
2093,یحیی,Yahya,4.37,Kaikki+ReadUrdu,Yahya; a male given name from Arabic,Yahya; a male given name from Arabic,
2094,افریقی,African,4.36,Kaikki+ReadUrdu,African,n. an African | adj. African,
2095,بیدار,conscious,4.36,Kaikki+ReadUrdu,"conscious, enlightened; awake, wakeful (not asleep); attentive, alert, vigilant, watchful","adj. conscious, enlightened; awake, wakeful (not asleep); attentive, alert, vigilant, watchful | Platts: adj. Awake, wakeful, sleepless; watching, watchful, vigilant, alert: — bedār-baḵẖt, adj. Fortunate: —…",
2096,جوانی,youth,4.36,Kaikki+ReadUrdu+word2word,youth; manhood; puberty,youth,youth; my; It; cost; beauty
2097,حرمت,respect,4.36,Kaikki+ReadUrdu,"reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour, reputation, character; chastity","n. reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour,… | Platts: (for A. حرمة, inf. n. of حر 'to be forbidden,' &c.), s.f. Reverence, respect, honour, dignity; 'a thing that…",
2098,دکان,store,4.36,Kaikki+ReadUrdu+word2word,shop; store,"n. shop; store | Platts: s.f. A shop ( = dūkān, q.v.): — dukān-jhāṛā, s.m. Sweepings of a (druggist's) shop; compound medicine",store; ELECTRONICS; STORE; IN; AN-AN
2099,دیو,giant,4.36,ReadUrdu+word2word,god; deva; deity,"n. demon; devil; giant | Platts: (Braj); 1˚ = diyā, p.p. of denā; — 2˚ = daiyā; — दियौ diyau, दियो diyo (Braj) = diyā (fr. denā)",giant; feed; backyard; draws; breast
2100,سانپ,snake,4.36,Kaikki+ReadUrdu+word2word,snake,"n. snake | Platts: s.m. Snake, serpent: — sāṅp-kāṭā rassī-se ḍare (or ḍartā hai), prov. 'One who has been bitten by a snake…",garter; snake; Are; a; ?
2101,سمجھی,understand,4.36,ReadUrdu+word2word,,feminine singular of سَمَجْھنَا (samajhnā — to understand) | also: plural feminine of سَمَجْھنَا (samajhnā — to understand),THAT; understand; LIP; CLASSIC; LIKE
2102,شناختی,identification,4.36,Kaikki+ReadUrdu+word2word,identification,identification,ID; Present; Identity; identification; paper
2103,فتنہ,temptation,4.36,Kaikki+ReadUrdu+word2word,"tumult; evil, chaos, doom; trial, temptation, misdirection (to disbelief)","n. evil, chaos, doom; trial, temptation, misdirection (to disbelief); tumult | Platts: (for فتنة fitnat, quasi-inf. n. of فتن 'to burn'; to try by fire,' &c.), s.m. Trial, affliction, calamity,…",temptation; dying; looking; which; tell
2104,فریب,deception,4.36,Kaikki+ReadUrdu,"deceit, deception; used a suffix to indicate temptation","deception, fraud",deceit; dispel; Are; curse; through
2105,فضائیہ,air force,4.36,Kaikki+ReadUrdu,air force,air force,
2106,قد,height,4.36,Kaikki+ReadUrdu+word2word,"height, stature","n. height, stature | Platts: (for A. qadd, inf. n. of قدّ 'to tear lengthwise,' &c.), s.m. Height, stature; figure: — qad-ě-ādam, adj. Of…",tall; That-that; cows; relative; height
2107,قرضہ,debt,4.36,Kaikki+ReadUrdu,debt (loan),"loan, debt",wrote; Brits; credit; take; wish
2108,لائبریری,library,4.36,Kaikki+ReadUrdu+word2word,library,library,Library; library; demands; wisdom; destroyed
2109,مردان,Mardan,4.36,Kaikki+ReadUrdu,"Mardan (a city in Mardan district, Khyber Pakhtunkhwa, Pakistan)","name: Mardan (a city in Mardan district, Khyber Pakhtunkhwa, Pakistan) | Platts: s.m. pl. (of mard), Men; brave men, heroes, warriors",
2110,مزہ,fun,4.36,Kaikki+ReadUrdu+word2word,"fun, pleasure, enjoyment, delight","n. fun, pleasure, enjoyment, delight | Platts: s.m. Taste savour, smack, relish; delight, pleasure, enjoyment; anything agreeable to the palate or to the…",fun; FUN; following; meatspace; cyberspace
2111,مظاہرین,protesters,4.36,Kaikki+ReadUrdu,protesters,protesters,
2112,میٹرو,metro,4.36,ReadUrdu+word2word,,"metro, subway",METRO; THIS; IS; CONNECT; HER
2113,ٹورنامنٹ,tournament,4.36,ReadUrdu+word2word,,tournament,tournament; Burgh; play; surprised; beaten
