frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
374,CLE Urdu top-5000 frequency list,راتوں,,,not_indowordnet_lemma,nights; evenings; Bolshoi; ballerina; stool
374,CLE Urdu top-5000 frequency list,کلر,,adj. &,direct_mapping_without_independent_corroboration,
374,CLE Urdu top-5000 frequency list,مصائب,,s.m. pl. (of muṣībat,not_indowordnet_lemma,Misery; suffering; bear; As; world
373,CLE Urdu top-5000 frequency list,ترجیحات,,,not_indowordnet_lemma,priorities; Man; of
373,CLE Urdu top-5000 frequency list,سیڈ,,,not_indowordnet_lemma,
373,CLE Urdu top-5000 frequency list,شاپنگ,,,not_indowordnet_lemma,shopping; backward; Dan; Middle; trade
373,CLE Urdu top-5000 frequency list,قصوری,,,not_indowordnet_lemma,
372,CLE Urdu top-5000 frequency list,خسارہ,"damage, deficit","n. damage, deficit | Platts:",not_indowordnet_lemma,
371,CLE Urdu top-5000 frequency list,بذریعہ,,,not_indowordnet_lemma,
371,CLE Urdu top-5000 frequency list,سوچتے,,,not_indowordnet_lemma,think; COULD; doin; assuming; WEIGHT
371,CLE Urdu top-5000 frequency list,عقیل,,,not_indowordnet_lemma,
371,CLE Urdu top-5000 frequency list,فلسفہ,philosophy,(for A. فلسفة falsafat; fr. failasūf,ambiguous_direct_mapping_tied_after_corroboration,Philosophy; tautology; philosophy; With; It
371,CLE Urdu top-5000 frequency list,فنون,,"s.m. pl. (of fann, or fan), Ways, modes, varieties, diversities (rare); — arts, sciences; — arts, tricks,…",not_indowordnet_lemma,
371,CLE Urdu top-5000 frequency list,کلوننگ,,,not_indowordnet_lemma,DEVICE; CLONING; SUCCESSFUL; cloning; distribution
371,CLE Urdu top-5000 frequency list,گہرائی,,,ambiguous_direct_mapping_tied_after_corroboration,literal; likes; -Whoa; everyone; deep
371,CLE Urdu top-5000 frequency list,منائی,,,not_indowordnet_lemma,
371,CLE Urdu top-5000 frequency list,ٹہنڈے,,,not_indowordnet_lemma,
370,CLE Urdu top-5000 frequency list,بندہ,"human, creature; worshipper, man of God; person, man, guy, bloke",servant (of God); person,not_indowordnet_lemma,serious; dude; some; shit; And
370,CLE Urdu top-5000 frequency list,دستی,,(dast,direct_mapping_without_independent_corroboration,manual; dummy; grenade; happens
370,CLE Urdu top-5000 frequency list,زخموں,,,not_indowordnet_lemma,wounds; deep; notice; some; going
370,CLE Urdu top-5000 frequency list,سورہ,,"n. alternative form of سورت (sūrat, “chapter of the Qur'an”) | Platts: (for A. سورة sūrat, v.n. fr. سور 'to leap or spring'; 'to rise' (to))",not_indowordnet_lemma,
370,CLE Urdu top-5000 frequency list,گزرا,,,not_indowordnet_lemma,rooting; sex; wish; killed; after
370,CLE Urdu top-5000 frequency list,یونیورسٹیوں,,,not_indowordnet_lemma,
369,CLE Urdu top-5000 frequency list,آرٹیکل,,,direct_mapping_without_independent_corroboration,
369,CLE Urdu top-5000 frequency list,پاؤ,foot,n. foot | Platts:,direct_mapping_without_independent_corroboration,
369,CLE Urdu top-5000 frequency list,پشت,"the back; rearguard; generation, descent, extraction","n. the back; generation, descent, extraction; rearguard | Platts:",ambiguous_direct_mapping_tied_after_corroboration,known; backing; also; talking; Thus
369,CLE Urdu top-5000 frequency list,طاری,,"(act. part. of طرأ or طرو 'to come unexpectedly' (upon)), part.",not_indowordnet_lemma,lovers; tragic; recoup; occurred; losses
369,CLE Urdu top-5000 frequency list,فریقین,,"s.m. dual (obl. dual of farīq), The two parties in a lawsuit, both parties, the parties concerned (in a suit)",not_indowordnet_lemma,subsided; sides; dug; ahead; long
369,CLE Urdu top-5000 frequency list,قریبا,,(acc. of qarīb),not_indowordnet_lemma,"4,221; eight-tenths; closer; feet; It"
368,CLE Urdu top-5000 frequency list,پلاننگ,,,not_indowordnet_lemma,
368,CLE Urdu top-5000 frequency list,ثانی,,(act. part. of ثني 'to double'),not_indowordnet_lemma,reconsider; please; Tobias
368,CLE Urdu top-5000 frequency list,دلائل,,"s.f. pl. (of dalīl), Indications; arguments, proofs, evidences",not_indowordnet_lemma,
368,CLE Urdu top-5000 frequency list,فوڈ,,,not_indowordnet_lemma,Food; Krakozhian; Your; money; good
368,CLE Urdu top-5000 frequency list,کپتانی,,,fallback_no_two_source_agreement,
368,CLE Urdu top-5000 frequency list,کلیم,,(prob. fr. ii of کلم; see kalām),not_indowordnet_lemma,
368,CLE Urdu top-5000 frequency list,مدافعت,,"(for A. مدافعة, inf. n. of دافع, iii of (and syn. with) دفع 'to repel,' &c.)",not_indowordnet_lemma,
367,CLE Urdu top-5000 frequency list,چہپا,,,not_indowordnet_lemma,
367,CLE Urdu top-5000 frequency list,دشواری,,,direct_mapping_without_independent_corroboration,problems; Of; problem; course; small
367,CLE Urdu top-5000 frequency list,کراس,,,not_indowordnet_lemma,Lose; Cross; markings; your; Red
367,CLE Urdu top-5000 frequency list,کہیتوں,,,not_indowordnet_lemma,
367,CLE Urdu top-5000 frequency list,گرین,,,not_indowordnet_lemma,Green; Civic; territory; travel; gonna
367,CLE Urdu top-5000 frequency list,محیط,,"(act. part. of احاط, iv of (and syn. with) حاط (for حوط) 'to surround' (with, &c.), part.",not_indowordnet_lemma,perimeter; along; point; distances; center
366,CLE Urdu top-5000 frequency list,بیٹسمینوں,,,not_indowordnet_lemma,
366,CLE Urdu top-5000 frequency list,پروان,,"adj. Authentic, true, &c. (see pramāṇ); —",not_indowordnet_lemma,
366,CLE Urdu top-5000 frequency list,خیالی,,(rel. n. fr. ḵẖayāl),direct_mapping_without_independent_corroboration,
366,CLE Urdu top-5000 frequency list,گزارش,request,"request, submission",ambiguous_direct_mapping_tied_after_corroboration,
366,CLE Urdu top-5000 frequency list,ماننے,,infinitive indirect of مانْنا (mānnā — to believe),not_indowordnet_lemma,enjoy; telling; Only; following; orders
366,CLE Urdu top-5000 frequency list,ناکافی,,,direct_mapping_without_independent_corroboration,
365,CLE Urdu top-5000 frequency list,اطاعت,obedience; submission,n. obedience; submission | Platts:,direct_mapping_without_independent_corroboration,obey; command; Why; Obey; could
365,CLE Urdu top-5000 frequency list,جرمن,"the German language, of Germany",German,ambiguous_direct_mapping_tied_after_corroboration,German; amazing; keeping; pretty; free
365,CLE Urdu top-5000 frequency list,مقدس,"holy, sacred; saint (chiefly used by Urdu & Punjabi speaking Christians for their saints)","adj. holy, sacred | n. saint (chiefly used by Urdu & Punjabi speaking Christians for their saints) | Platts: (n. of place fr. قدس 'to be holy')",ambiguous_direct_mapping_tied_after_corroboration,sacred; holy; blessed; HOLY; ALAMUT
364,CLE Urdu top-5000 frequency list,اشیا,,"s.f. pl. (of شي shai), Things, effects, chattels",not_indowordnet_lemma,
364,CLE Urdu top-5000 frequency list,چارہ,,(akin to S.,ambiguous_direct_mapping_tied_after_corroboration,choice; bait; no; nor; piety
364,CLE Urdu top-5000 frequency list,فلمسازی,,,not_indowordnet_lemma,
364,CLE Urdu top-5000 frequency list,قابض,"possesser; occupier, seizer","adj. occupier, seizer; possesser | Platts: (act. part. of قبض 'to take, seize, grasp,' &c.), part. adj. &",direct_mapping_without_independent_corroboration,
364,CLE Urdu top-5000 frequency list,قاصر,,"(act. part. of قصر 'to be short' (of), &c.; see quṣūr), part.",direct_mapping_without_independent_corroboration,Unable; resist; wave; attacks; Titan
364,CLE Urdu top-5000 frequency list,ملاقاتیں,,plural direct of مُلاقات (mulāqāt — meeting),not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,امپائر,,,not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,ایجنسیوں,,,not_indowordnet_lemma,expecting; forward; agencies; risk; come
363,CLE Urdu top-5000 frequency list,بیٹہی,,,not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,چہانٹ,,,not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,دانے,,,not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,سمتہ,,,not_indowordnet_lemma,
363,CLE Urdu top-5000 frequency list,کال,,s.m. Time; (in,not_indowordnet_lemma,call; Call; calling; switches; blocks
363,CLE Urdu top-5000 frequency list,لعل,,,direct_mapping_without_independent_corroboration,
362,CLE Urdu top-5000 frequency list,جوائنٹ,,,not_indowordnet_lemma,
362,CLE Urdu top-5000 frequency list,سہی,,"emphat. part. Yea, verily, indeed, true enough, forsooth; just so; very well, so be it, let it be; just;…",not_indowordnet_lemma,
362,CLE Urdu top-5000 frequency list,محرومی,,,not_indowordnet_lemma,
361,CLE Urdu top-5000 frequency list,ایجنٹ,agent,agent,ambiguous_direct_mapping_tied_after_corroboration,agent; Agent; Harris; An; Chicago
361,CLE Urdu top-5000 frequency list,پاؤنڈ,,pound,ambiguous_direct_mapping_tied_after_corroboration,pounds; than; less; five; accept
361,CLE Urdu top-5000 frequency list,خصوصیت,,"(for A. خصوصية, inf. n. of خصّ)",direct_mapping_without_independent_corroboration,indistinguishable; penetrates; afire; chemicals; sets
361,CLE Urdu top-5000 frequency list,رفیع,,,direct_mapping_without_independent_corroboration,
361,CLE Urdu top-5000 frequency list,صحافت,journalism,journalism,not_indowordnet_lemma,
361,CLE Urdu top-5000 frequency list,نجکاری,,transferring something from the public sphere to the private,not_indowordnet_lemma,
360,CLE Urdu top-5000 frequency list,اٹہائیں,,,not_indowordnet_lemma,
360,CLE Urdu top-5000 frequency list,آراستہ,,"adj. Prepared; arranged, disposed; well-ordered, well-regulated; regular; improved; adorned, embellished,…",ambiguous_direct_mapping_tied_after_corroboration,
360,CLE Urdu top-5000 frequency list,ساحلی,coastal,coastal,ambiguous_direct_mapping_tied_after_corroboration,BAY; AS; AREA; SURROUNDING; FAR
360,CLE Urdu top-5000 frequency list,مہمانان,,,not_indowordnet_lemma,
360,CLE Urdu top-5000 frequency list,ناقابل,,,direct_mapping_without_independent_corroboration,unbelievable; incredibly; unforgettable; amazing; experience
360,CLE Urdu top-5000 frequency list,وقتی,,,direct_mapping_without_independent_corroboration,
359,CLE Urdu top-5000 frequency list,امریکن,,American,ambiguous_direct_mapping_tied_after_corroboration,Americans; wanted; repeatedly; America; Any
359,CLE Urdu top-5000 frequency list,قطر,Qatar (a country in West Asia in the Middle East),"name: Qatar (a country in West Asia in the Middle East) | Platts: (inf. n. of قطر 'to drop,' &c.)",ambiguous_direct_mapping_tied_after_corroboration,
359,CLE Urdu top-5000 frequency list,نوابزادہ,,,not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,ادوار,,(pl. of دور daur),not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,اسکیم,,,direct_mapping_without_independent_corroboration,
358,CLE Urdu top-5000 frequency list,آبائی,,,direct_mapping_without_independent_corroboration,
358,CLE Urdu top-5000 frequency list,باؤلنگ,,,not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,بتانے,,"infinitive indirect of بَتانا (batānā — to tell, to inform)",not_indowordnet_lemma,tell; mention; telling; vomit; Not
358,CLE Urdu top-5000 frequency list,برسی,death anniversary,n. death anniversary; a memorial held at one's death anniversary | Platts:,not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,چپ,"still; silent, quiet","adj. silent, quiet; still | Platts: adj. &",ambiguous_direct_mapping_tied_after_corroboration,quiet; Quiet; Shut; up; shut
358,CLE Urdu top-5000 frequency list,روابط,,,not_indowordnet_lemma,Engage; Living; egress; multiple; organization
358,CLE Urdu top-5000 frequency list,کہلاتا,,,not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,لکہنا,,"v.t. To see, look at, behold, perceive; to understand; — v. int. To appear, seem",not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,مانگی,,part. &,not_indowordnet_lemma,
358,CLE Urdu top-5000 frequency list,مشاعرے,,,not_indowordnet_lemma,
357,CLE Urdu top-5000 frequency list,ازالہ,,s.m. Removing; annulling; taking away; removal; abolition; (in,not_indowordnet_lemma,objections; address; permit; fellow; So
357,CLE Urdu top-5000 frequency list,پائیدار,,,direct_mapping_without_independent_corroboration,
357,CLE Urdu top-5000 frequency list,تدارک,,"s.m. Overtaking, visiting (with punishment, &c.); punishment, chastisement, infliction of a fine, &c.;…",direct_mapping_without_independent_corroboration,
357,CLE Urdu top-5000 frequency list,دیرینہ,,,direct_mapping_without_independent_corroboration,
357,CLE Urdu top-5000 frequency list,ساکہ,,,not_indowordnet_lemma,
357,CLE Urdu top-5000 frequency list,کنٹریکٹ,,,direct_mapping_without_independent_corroboration,
357,CLE Urdu top-5000 frequency list,وقف,"pausa; devoted; stop, stay","adj. devoted | n. devotion; devotee; charity, charitable endowment; pause, stay, rest | Platts: (inf. n. of وقف 'to stand,' &c.)",direct_mapping_without_independent_corroboration,Devote; burdens; carrying; themselves; devoting
356,CLE Urdu top-5000 frequency list,باشندے,,,not_indowordnet_lemma,
356,CLE Urdu top-5000 frequency list,تصنیف,,"s.f. Compiling, composing (a book); invention; literary composition: — taṣnīf karnā, v.t. To compose, to…",not_indowordnet_lemma,
356,CLE Urdu top-5000 frequency list,سوزش,,(abst. s. fr. soz),direct_mapping_without_independent_corroboration,
356,CLE Urdu top-5000 frequency list,کہانیوں,,"plural oblique of کَہانی (kahānī — story, tale)",not_indowordnet_lemma,stories; Before; stunning; fabled; imagine
356,CLE Urdu top-5000 frequency list,ڈار,,,not_indowordnet_lemma,
355,CLE Urdu top-5000 frequency list,انتشار,,"dispersion, disorder, chaos",direct_mapping_without_independent_corroboration,
355,CLE Urdu top-5000 frequency list,بندوں,,oblique plural of بَنْدَہ (banda).,not_indowordnet_lemma,
355,CLE Urdu top-5000 frequency list,سیکشن,,,direct_mapping_without_independent_corroboration,held; prisoners; 2.12; SIGHING; interpretation
355,CLE Urdu top-5000 frequency list,غیرقانونی,,,direct_mapping_without_independent_corroboration,
355,CLE Urdu top-5000 frequency list,نفس,,"(inf. n. of نفس 'to desire; to esteem,' &c.)",direct_mapping_without_independent_corroboration,
355,CLE Urdu top-5000 frequency list,وابستگی,"connection; obligation; attachment, affinity, relationship, adherence","attachment, affinity, relationship, adherence; connection; obligation",not_indowordnet_lemma,commitment; dare; question; story; How
354,CLE Urdu top-5000 frequency list,ادائیگیوں,,,not_indowordnet_lemma,
354,CLE Urdu top-5000 frequency list,اسپتالوں,,,not_indowordnet_lemma,
354,CLE Urdu top-5000 frequency list,آیات,,plural formal of آیَت (āyat — verse (of the Qur'an)),not_indowordnet_lemma,
354,CLE Urdu top-5000 frequency list,تحقیقاتی,,,not_indowordnet_lemma,
354,CLE Urdu top-5000 frequency list,تہک,,,not_indowordnet_lemma,
354,CLE Urdu top-5000 frequency list,ناانصافی,"injustice, misdeed","injustice, misdeed",direct_mapping_without_independent_corroboration,
353,CLE Urdu top-5000 frequency list,دلانے,,,not_indowordnet_lemma,provocation; defy; shouldn; far; Remind
353,CLE Urdu top-5000 frequency list,ریٹائرمنٹ,,,direct_mapping_without_independent_corroboration,
353,CLE Urdu top-5000 frequency list,صدور,,"(inf. n. of صدر 'to issue, proceed,' &c.)",not_indowordnet_lemma,
353,CLE Urdu top-5000 frequency list,مدرسہ,"school, academy; madrasa, an Islamic school","n. madrasa, an Islamic school; school, academy | Platts: (for مدرسة madrasat, n. of place fr. درس 'to read')",ambiguous_direct_mapping_tied_after_corroboration,
352,CLE Urdu top-5000 frequency list,بولڈ,,,not_indowordnet_lemma,Plump; first; Grandmother; Then; Pink
352,CLE Urdu top-5000 frequency list,بہٹ,,,not_indowordnet_lemma,
351,CLE Urdu top-5000 frequency list,ابرار,,(pl. of برّ),not_indowordnet_lemma,Abrar; smoked; fucking; wife; his
351,CLE Urdu top-5000 frequency list,بحری,,"adj. Of or belonging to the sea; maritime, naval",ambiguous_direct_mapping_tied_after_corroboration,
351,CLE Urdu top-5000 frequency list,توں,,,not_indowordnet_lemma,
351,CLE Urdu top-5000 frequency list,جماعتی,,,not_indowordnet_lemma,
351,CLE Urdu top-5000 frequency list,رکنیت,,,direct_mapping_without_independent_corroboration,Bonjour; monsieur; Carpet; Club; reservation
351,CLE Urdu top-5000 frequency list,شفیع,,,not_indowordnet_lemma,
351,CLE Urdu top-5000 frequency list,ضمنی,,(rel. n. fr. ẓimn),direct_mapping_without_independent_corroboration,side; effects; one; could; He
351,CLE Urdu top-5000 frequency list,ناٹ,,unit of speed,not_indowordnet_lemma,Not; there; out
351,CLE Urdu top-5000 frequency list,نکالی,,"feminine singular of نِکَالْنَا (nikālnā — to remove, take out)",not_indowordnet_lemma,stab; finally; embassies; techniques; break-in
350,CLE Urdu top-5000 frequency list,بناتی,,adj. Woollen; made of broad-cloth,fallback_no_two_source_agreement,judge; fit; believe; most; because
350,CLE Urdu top-5000 frequency list,تبسم,smile,smile,direct_mapping_without_independent_corroboration,
350,CLE Urdu top-5000 frequency list,دئیے,,,not_indowordnet_lemma,
350,CLE Urdu top-5000 frequency list,فارورڈ,,association football position played near the opponent's goal,not_indowordnet_lemma,Forward; !; On; Go; all
350,CLE Urdu top-5000 frequency list,نچلی,,,not_indowordnet_lemma,
349,CLE Urdu top-5000 frequency list,بدعنوانی,"corruption, malpractice","corruption, malpractice",direct_mapping_without_independent_corroboration,
349,CLE Urdu top-5000 frequency list,قائدین,,,not_indowordnet_lemma,
349,CLE Urdu top-5000 frequency list,کچی,,,not_indowordnet_lemma,
348,CLE Urdu top-5000 frequency list,ایثار,,selfless sacrifice,direct_mapping_without_independent_corroboration,
348,CLE Urdu top-5000 frequency list,آٹے,,,not_indowordnet_lemma,flour; covered; This; has; been
348,CLE Urdu top-5000 frequency list,جوڑوں,,"subjunctive of جوڑْنا (joṛnā — to join, connect, link, unite, attach)",not_indowordnet_lemma,
348,CLE Urdu top-5000 frequency list,حوصلے,,"plural direct of حَوصَلَہ (ḥauṣala — courage, bravery, patience)",not_indowordnet_lemma,
348,CLE Urdu top-5000 frequency list,دیسی,"Desi; local, native, indigenous (to the Indian subcontinent)","adj. local, native, indigenous (to the Indian subcontinent); Desi | Platts: (i.q. deśī",direct_mapping_without_independent_corroboration,
348,CLE Urdu top-5000 frequency list,نظمیں,,direct plural of نَظْم (nazm),not_indowordnet_lemma,
348,CLE Urdu top-5000 frequency list,ہوٹلوں,,,not_indowordnet_lemma,facilitated; sorts; things; hotels; packed
347,CLE Urdu top-5000 frequency list,اینٹی,,,not_indowordnet_lemma,
347,CLE Urdu top-5000 frequency list,پابندیوں,,,not_indowordnet_lemma,
347,CLE Urdu top-5000 frequency list,وارداتیں,,,not_indowordnet_lemma,
347,CLE Urdu top-5000 frequency list,یتیم,orphan; robber; servant,orphan,ambiguous_direct_mapping_tied_after_corroboration,orphan; orphanage; an; witnessed; Nasaf
346,CLE Urdu top-5000 frequency list,تصورات,,,not_indowordnet_lemma,
346,CLE Urdu top-5000 frequency list,رونا,"to cry, weep","v. to cry, weep | Platts: v.n. To give forth sound, to sound, to make a noise; —",ambiguous_direct_mapping_tied_after_corroboration,cry; sister; making; little; whining
346,CLE Urdu top-5000 frequency list,سوتے,masculine plural contrafactual; masculine plural habitual participle; oblique masculine singular habitual participle,,not_indowordnet_lemma,fucker; Poor; had; bed; get
346,CLE Urdu top-5000 frequency list,کشمکش,struggle; strife,"conflict; struggle, clash",direct_mapping_without_independent_corroboration,
345,CLE Urdu top-5000 frequency list,بالترتیب,,,direct_mapping_without_independent_corroboration,
345,CLE Urdu top-5000 frequency list,بیش,"more, greater; excess, too much, a lot","adj. More; greater; good, proper, well; better, superior, excellent, preferable; elegant…",direct_mapping_without_independent_corroboration,
345,CLE Urdu top-5000 frequency list,دستاویزات,,,not_indowordnet_lemma,knows; documents; these; government; now
345,CLE Urdu top-5000 frequency list,سرطان,,"(inf. n. of سرط 'to swallow,' &c.)",direct_mapping_without_independent_corroboration,
344,CLE Urdu top-5000 frequency list,اسلوب,"high fashion, guise, manner, routine, style","n. high fashion, guise, manner, routine, style | Platts: (rt. سلب)",ambiguous_direct_mapping_tied_after_corroboration,
344,CLE Urdu top-5000 frequency list,پورہ,,,not_indowordnet_lemma,
344,CLE Urdu top-5000 frequency list,کہانسی,,"s.f. A cough: — purānī khāṅsī, s.f. Chronic cough (or bronchitis): — tar khāṅsī, s.f. A loose cough: — sūkhī…",not_indowordnet_lemma,
344,CLE Urdu top-5000 frequency list,مائیکرو,,,not_indowordnet_lemma,
344,CLE Urdu top-5000 frequency list,مربع,square,"n. square | Platts: (pass. part. of ربّع 'to make four; or four-sided,' &c., ii of ربع 'to become the fourth' (of the three),…",ambiguous_direct_mapping_tied_after_corroboration,"square; ""; call; away; And"
344,CLE Urdu top-5000 frequency list,مسلط,"dominant, victor, subdued; imposed (of a person over another)","adj. imposed (of a person over another); dominant, victor, subdued | Platts: (pass. part. of سلط 'to cause to overcome or prevail, or have power or dominion' (over), ii of سلط 'to…",not_indowordnet_lemma,
343,CLE Urdu top-5000 frequency list,سکواش,,,not_indowordnet_lemma,
342,CLE Urdu top-5000 frequency list,تقرر,,"s.m. Being established; confirmation, ratification; settlement; appointment; approbation; appropriation: —…",not_indowordnet_lemma,appointed; have; all; this; You
342,CLE Urdu top-5000 frequency list,جال,"net; trap, snare; web, spider web","n. net; trap, snare; web, spider web | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
342,CLE Urdu top-5000 frequency list,جہگڑے,,,not_indowordnet_lemma,
342,CLE Urdu top-5000 frequency list,چاہوں,,subjunctive of چاہْنا (cāhnā — to want),not_indowordnet_lemma,d; May; present; folder; Asked
342,CLE Urdu top-5000 frequency list,کارنر,,,not_indowordnet_lemma,
342,CLE Urdu top-5000 frequency list,مساج,,,not_indowordnet_lemma,
342,CLE Urdu top-5000 frequency list,نہری,,,fallback_no_two_source_agreement,
341,CLE Urdu top-5000 frequency list,بناتا,,,not_indowordnet_lemma,Makes; makes; journeying; Than; cause
341,CLE Urdu top-5000 frequency list,سمجہوتہ,,,not_indowordnet_lemma,
341,CLE Urdu top-5000 frequency list,ظالم,"cruel; oppressive, unfair, tyrannical; oppressor, unjust, dictator, tyrannical, wrongdoer","oppressor, cruel",ambiguous_direct_mapping_tied_after_corroboration,cruel; disgusting; brute; brutal; without
340,CLE Urdu top-5000 frequency list,حجاب,,"s.m. pl. (of ḥājib), Door-keepers, porters, &c",direct_mapping_without_independent_corroboration,
340,CLE Urdu top-5000 frequency list,مذاہب,,s.m. pl. (of maẕhab,not_indowordnet_lemma,
340,CLE Urdu top-5000 frequency list,مستعفی,"one who has resigned, resigning; one seeking to be excused, relieved, or exempted from","adj. one who has resigned, resigning; one seeking to be excused, relieved, or exempted from | Platts: (for A. مستعفٍ mustaʻfiṉ, act. part. of استعفي 'to seek to be exempted or excused (from),' x of عفا (for عفو…",not_indowordnet_lemma,
339,CLE Urdu top-5000 frequency list,بالواسطہ,,,direct_mapping_without_independent_corroboration,
339,CLE Urdu top-5000 frequency list,بو,"stink, stench; smell, odor, scent","n. smell, odor, scent; stink, stench | Platts:",ambiguous_direct_mapping_tied_after_corroboration,
338,CLE Urdu top-5000 frequency list,اسٹار,,,ambiguous_direct_mapping_tied_after_corroboration,all-star; turning; affair; an; into
338,CLE Urdu top-5000 frequency list,تمنا,"longing; aspiration; wish, desire","wish, longing",ambiguous_direct_mapping_tied_after_corroboration,dream; respect; every; family; ever
338,CLE Urdu top-5000 frequency list,رانی,queen; a female; a weed plant; wild plant,"n. queen; the First Lady of a state, empire; an honorific for Hindu women | Platts:",ambiguous_direct_mapping_tied_after_corroboration,queen; For; a; ?
338,CLE Urdu top-5000 frequency list,مطالعے,,,not_indowordnet_lemma,WANTS; INDEPENDENT; STUDY; WHO; AN
337,CLE Urdu top-5000 frequency list,انگلیوں,,,not_indowordnet_lemma,
337,CLE Urdu top-5000 frequency list,بہاؤ,,,direct_mapping_without_independent_corroboration,
337,CLE Urdu top-5000 frequency list,خزانے,,plural direct of خَزَانَہ (xazāna — treasure),not_indowordnet_lemma,coffers; flowing; contractors; money; open
337,CLE Urdu top-5000 frequency list,رجحانات,,,not_indowordnet_lemma,
337,CLE Urdu top-5000 frequency list,سپورٹ,,,not_indowordnet_lemma,
337,CLE Urdu top-5000 frequency list,ستار,,"(intens. n. fr. ستر 'to veil, conceal')",direct_mapping_without_independent_corroboration,
337,CLE Urdu top-5000 frequency list,گرما,"summer, the hot season","n. summer, the hot season | Platts:",not_indowordnet_lemma,summer; might; talk; vacation; guys
337,CLE Urdu top-5000 frequency list,گزارا,,,direct_mapping_without_independent_corroboration,muffled; decibel; killers; rotors; been
337,CLE Urdu top-5000 frequency list,نامے,,(fr. nām),not_indowordnet_lemma,
337,CLE Urdu top-5000 frequency list,نسلی,,(rel. n. fr. nasl),direct_mapping_without_independent_corroboration,
336,CLE Urdu top-5000 frequency list,آدہے,,,not_indowordnet_lemma,
336,CLE Urdu top-5000 frequency list,پاگل,"lover; silly, dummy; witch, devil","adj. crazy, mad, insane (ie. someone who has lost their mind); stupid, nuts, daft; crazy excited (or enthusiastic, passionate.) | n. same as adjectives above; madman, lunatic; crazy person; lover | Platts: adj. &",ambiguous_direct_mapping_tied_after_corroboration,crazy; sick; mad; freak; insane
336,CLE Urdu top-5000 frequency list,شانہ,comb; shoulder,n. shoulder; shoulder blade; comb | Platts:,ambiguous_direct_mapping_tied_after_corroboration,Anik; alongside; Punk; Skrape; promoter
336,CLE Urdu top-5000 frequency list,کلچرل,,,not_indowordnet_lemma,
336,CLE Urdu top-5000 frequency list,میگزین,,,direct_mapping_without_independent_corroboration,
335,CLE Urdu top-5000 frequency list,تالپور,,,not_indowordnet_lemma,
335,CLE Urdu top-5000 frequency list,داروں,,,not_indowordnet_lemma,
335,CLE Urdu top-5000 frequency list,سوئم,,,not_indowordnet_lemma,
335,CLE Urdu top-5000 frequency list,کروائیں,,,not_indowordnet_lemma,
335,CLE Urdu top-5000 frequency list,نکلتے,,,not_indowordnet_lemma,Let; get; momma; outta; moving
335,CLE Urdu top-5000 frequency list,ننہے,,,not_indowordnet_lemma,
334,CLE Urdu top-5000 frequency list,چوکوں,,plural oblique of چَوک (cauk — square; chowk),not_indowordnet_lemma,fours; Everybody; on; down; all
334,CLE Urdu top-5000 frequency list,محلے,direct plural; oblique/vocative singular,"inflection of مَحَلَّہ (mahalla, “neighbourhood”):",not_indowordnet_lemma,Taksim; Topkapi; headed; You; or
334,CLE Urdu top-5000 frequency list,ٹیکنیکل,,,not_indowordnet_lemma,
333,CLE Urdu top-5000 frequency list,بلی,"cat; yes, why not",n. cat,ambiguous_direct_mapping_tied_after_corroboration,pussy; Here; go; Considering; saves
333,CLE Urdu top-5000 frequency list,تنقیدی,,,not_indowordnet_lemma,
333,CLE Urdu top-5000 frequency list,سمگلنگ,,,not_indowordnet_lemma,
333,CLE Urdu top-5000 frequency list,قصہ,"story, tale","n. story, tale | Platts: (for A. قصة qiṣṣat, n. of un. fr. قصّ 'to cut; to explain,' &c.)",direct_mapping_without_independent_corroboration,see; Make; sure; any; let
333,CLE Urdu top-5000 frequency list,کاٹنے,,,not_indowordnet_lemma,guillotine; bites; shook; tossed; bite
333,CLE Urdu top-5000 frequency list,نومنتخب,,,not_indowordnet_lemma,
333,CLE Urdu top-5000 frequency list,ہمکنار,,,not_indowordnet_lemma,
332,CLE Urdu top-5000 frequency list,اتارنے,,oblique infinitive of اُتارْنا (utārnā — to lessen),not_indowordnet_lemma,pull; cloak; trying; father; From
332,CLE Urdu top-5000 frequency list,اذیت,"torture, agony, bane, harassment, sufferance, suffering, trouble, hot water","n. torture, agony, bane, harassment, sufferance, suffering, trouble, hot water | Platts:",not_indowordnet_lemma,Haven; seen; around; through; go
332,CLE Urdu top-5000 frequency list,ایجنڈے,,,not_indowordnet_lemma,agenda; sets; What; really; the
332,CLE Urdu top-5000 frequency list,مرشد,,"(act. part. of ارشد 'to cause (one to take or follow a right way or course,' iv of رشد 'to take or follow a…",direct_mapping_without_independent_corroboration,
