rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
2146,ایجنٹ,agent,4.40,Kaikki,25.625,"[{""stem"":""agent"",""cooccurrence_sentences"":82,""urdu_sentences"":109,""english_sentences"":200,""observed_rate"":0.75229,""lift"":902.46}]"
2147,بدنام,infamous,4.40,Kaikki,14.88,"[{""stem"":""infamou"",""cooccurrence_sentences"":6,""urdu_sentences"":68,""english_sentences"":8,""observed_rate"":0.08824,""lift"":2646.21}]"
2148,بھلائی,welfare,4.40,ReadUrdu,19.121,"[{""stem"":""welfare"",""cooccurrence_sentences"":26,""urdu_sentences"":148,""english_sentences"":2608,""observed_rate"":0.17568,""lift"":16.16}]"
2149,بیش,more,4.40,Kaikki,11.887,"[{""stem"":""more"",""cooccurrence_sentences"":14,""urdu_sentences"":192,""english_sentences"":6449,""observed_rate"":0.07292,""lift"":2.71}]"
2150,جدہ,Jeddah,4.40,ReadUrdu,17.484,"[{""stem"":""jeddah"",""cooccurrence_sentences"":10,""urdu_sentences"":21,""english_sentences"":12,""observed_rate"":0.47619,""lift"":9520.75}]"
2151,دیہی,rural,4.40,ReadUrdu,37.972,"[{""stem"":""rural"",""cooccurrence_sentences"":1817,""urdu_sentences"":2640,""english_sentences"":2022,""observed_rate"":0.68826,""lift"":81.67}]"
2152,سختی,Hardness,4.40,ReadUrdu,12.126,"[{""stem"":""hard"",""cooccurrence_sentences"":8,""urdu_sentences"":346,""english_sentences"":576,""observed_rate"":0.02312,""lift"":9.63}]"
2153,عاشق,lover,4.40,Kaikki,16.268,"[{""stem"":""lover"",""cooccurrence_sentences"":7,""urdu_sentences"":12,""english_sentences"":50,""observed_rate"":0.58333,""lift"":2799.1}]"
2154,مانگنے,ask for,4.40,ReadUrdu,14.954,"[{""stem"":""ask"",""cooccurrence_sentences"":6,""urdu_sentences"":50,""english_sentences"":362,""observed_rate"":0.12,""lift"":79.53}]"
2155,متن,Text,4.40,ReadUrdu,32.968,"[{""stem"":""text"",""cooccurrence_sentences"":518,""urdu_sentences"":866,""english_sentences"":803,""observed_rate"":0.59815,""lift"":178.72}]"
2156,مشتاق,eager,4.40,ReadUrdu,13.769,"[{""stem"":""eager"",""cooccurrence_sentences"":4,""urdu_sentences"":21,""english_sentences"":31,""observed_rate"":0.19048,""lift"":1474.18}]"
2157,مصری,Egyptian,4.40,Kaikki,21.389,"[{""stem"":""egyptian"",""cooccurrence_sentences"":28,""urdu_sentences"":39,""english_sentences"":45,""observed_rate"":0.71795,""lift"":3827.83}]"
2158,موصول,related,4.40,ReadUrdu,14.438,"[{""stem"":""relat"",""cooccurrence_sentences"":27,""urdu_sentences"":813,""english_sentences"":2507,""observed_rate"":0.03321,""lift"":3.18}]"
2159,ٹن,ton,4.40,ReadUrdu,20.473,"[{""stem"":""ton"",""cooccurrence_sentences"":28,""urdu_sentences"":1674,""english_sentences"":36,""observed_rate"":0.01673,""lift"":111.47}]"
2160,ہجوم,crowd,4.40,Kaikki,18.64,"[{""stem"":""crowd"",""cooccurrence_sentences"":15,""urdu_sentences"":50,""english_sentences"":113,""observed_rate"":0.3,""lift"":636.96}]"
2161,آدھا,half,4.39,Kaikki,22.911,"[{""stem"":""half"",""cooccurrence_sentences"":41,""urdu_sentences"":73,""english_sentences"":518,""observed_rate"":0.56164,""lift"":260.14}]"
2162,افکار,Thoughts,4.39,ReadUrdu,20.619,"[{""stem"":""thought"",""cooccurrence_sentences"":25,""urdu_sentences"":75,""english_sentences"":690,""observed_rate"":0.33333,""lift"":115.9}]"
2163,انگلش,the English language,4.39,ReadUrdu,16.326,"[{""stem"":""language"",""cooccurrence_sentences"":9,""urdu_sentences"":57,""english_sentences"":917,""observed_rate"":0.15789,""lift"":41.31},{""stem"":""english"",""cooccurrence_sentences"":39,""urdu_sentences"":57,""english_sentences"":619,""observed_rate"":0.68421,""lift"":265.2}]"
2164,تائید,support,4.39,Kaikki,18.77,"[{""stem"":""support"",""cooccurrence_sentences"":15,""urdu_sentences"":40,""english_sentences"":3395,""observed_rate"":0.375,""lift"":26.5}]"
2165,تلخ,bitter,4.39,Kaikki,14.105,"[{""stem"":""bitter"",""cooccurrence_sentences"":4,""urdu_sentences"":11,""english_sentences"":26,""observed_rate"":0.36364,""lift"":3355.57}]"
2166,تنازع,conflict,4.39,Kaikki,16.966,"[{""stem"":""conflict"",""cooccurrence_sentences"":10,""urdu_sentences"":44,""english_sentences"":201,""observed_rate"":0.22727,""lift"":271.28}]"
2167,تناسب,proportion,4.39,ReadUrdu,18.34,"[{""stem"":""proportion"",""cooccurrence_sentences"":16,""urdu_sentences"":300,""english_sentences"":41,""observed_rate"":0.05333,""lift"":312.09}]"
2168,جھوٹا,false,4.39,Kaikki,17.89,"[{""stem"":""false"",""cooccurrence_sentences"":11,""urdu_sentences"":21,""english_sentences"":110,""observed_rate"":0.52381,""lift"":1142.49}]"
2169,جیو,live,4.39,ReadUrdu,10.297,"[{""stem"":""live"",""cooccurrence_sentences"":8,""urdu_sentences"":224,""english_sentences"":2031,""observed_rate"":0.03571,""lift"":4.22}]"
2170,دکھائے,show,4.39,ReadUrdu,17.877,"[{""stem"":""show"",""cooccurrence_sentences"":18,""urdu_sentences"":149,""english_sentences"":1720,""observed_rate"":0.12081,""lift"":16.85}]"
2171,دھوپ,the Sun,4.39,Kaikki,13.653,"[{""stem"":""sun"",""cooccurrence_sentences"":4,""urdu_sentences"":28,""english_sentences"":178,""observed_rate"":0.14286,""lift"":192.55}]"
2172,ذلت,humiliation,4.39,Kaikki,11.951,"[{""stem"":""humili"",""cooccurrence_sentences"":2,""urdu_sentences"":6,""english_sentences"":4,""observed_rate"":0.33333,""lift"":19993.58}]"
2173,رسالہ,journal,4.39,Kaikki,15.345,"[{""stem"":""journ"",""cooccurrence_sentences"":6,""urdu_sentences"":19,""english_sentences"":97,""observed_rate"":0.31579,""lift"":781.08}]"
2174,سائز,size,4.39,Kaikki,26.974,"[{""stem"":""size"",""cooccurrence_sentences"":115,""urdu_sentences"":183,""english_sentences"":374,""observed_rate"":0.62842,""lift"":403.13}]"
2175,شمس,sun,4.39,Kaikki,11.864,"[{""stem"":""sun"",""cooccurrence_sentences"":2,""urdu_sentences"":8,""english_sentences"":178,""observed_rate"":0.25,""lift"":336.97}]"
2176,شہریت,citizenship,4.39,Kaikki,30.284,"[{""stem"":""citizenship"",""cooccurrence_sentences"":269,""urdu_sentences"":401,""english_sentences"":308,""observed_rate"":0.67082,""lift"":522.55}]"
2177,فیشن,fashion,4.39,ReadUrdu,23.415,"[{""stem"":""fashion"",""cooccurrence_sentences"":47,""urdu_sentences"":76,""english_sentences"":69,""observed_rate"":0.61842,""lift"":2150.34}]"
2178,قواعد,grammar,4.39,Kaikki,14.748,"[{""stem"":""grammar"",""cooccurrence_sentences"":6,""urdu_sentences"":352,""english_sentences"":27,""observed_rate"":0.01705,""lift"":151.47}]"
2179,لیٹر,liter,4.39,ReadUrdu,20.101,"[{""stem"":""liter"",""cooccurrence_sentences"":25,""urdu_sentences"":422,""english_sentences"":44,""observed_rate"":0.05924,""lift"":323.03}]"
2180,مغل,Mughal,4.39,Kaikki,20.816,"[{""stem"":""mugh"",""cooccurrence_sentences"":24,""urdu_sentences"":40,""english_sentences"":28,""observed_rate"":0.6,""lift"":5141.21}]"
2181,میزبان,host,4.39,Kaikki,27.337,"[{""stem"":""host"",""cooccurrence_sentences"":126,""urdu_sentences"":162,""english_sentences"":812,""observed_rate"":0.77778,""lift"":229.81}]"
2182,پٹرول,petrol,4.39,ReadUrdu,23.425,"[{""stem"":""petrol"",""cooccurrence_sentences"":47,""urdu_sentences"":82,""english_sentences"":128,""observed_rate"":0.57317,""lift"":1074.35}]"
2183,کلیدی,key,4.39,Kaikki,32.371,"[{""stem"":""key"",""cooccurrence_sentences"":478,""urdu_sentences"":1338,""english_sentences"":1326,""observed_rate"":0.35725,""lift"":64.64}]"
2184,کمائی,earning,4.39,Kaikki,19.538,"[{""stem"":""earn"",""cooccurrence_sentences"":20,""urdu_sentences"":93,""english_sentences"":193,""observed_rate"":0.21505,""lift"":267.34}]"
2185,آزمائش,trial,4.38,Kaikki,23.136,"[{""stem"":""trial"",""cooccurrence_sentences"":47,""urdu_sentences"":134,""english_sentences"":378,""observed_rate"":0.35075,""lift"":222.62}]"
2186,اداکاری,acting,4.38,Kaikki,16.933,"[{""stem"":""acting"",""cooccurrence_sentences"":9,""urdu_sentences"":23,""english_sentences"":131,""observed_rate"":0.3913,""lift"":716.66}]"
2187,اونٹ,camel,4.38,Kaikki,17.89,"[{""stem"":""camel"",""cooccurrence_sentences"":11,""urdu_sentences"":12,""english_sentences"":32,""observed_rate"":0.91667,""lift"":6872.79}]"
2188,بتانا,to tell,4.38,Kaikki,23.536,"[{""stem"":""tell"",""cooccurrence_sentences"":53,""urdu_sentences"":163,""english_sentences"":815,""observed_rate"":0.32515,""lift"":95.72}]"
2189,بقیہ,balance,4.38,ReadUrdu,19.772,"[{""stem"":""balance"",""cooccurrence_sentences"":23,""urdu_sentences"":355,""english_sentences"":254,""observed_rate"":0.06479,""lift"":61.2}]"
2190,بنگال,Bengal ),4.38,Kaikki,36.784,"[{""stem"":""beng"",""cooccurrence_sentences"":1360,""urdu_sentences"":1786,""english_sentences"":1549,""observed_rate"":0.76148,""lift"":117.94}]"
2191,بہادری,bravery,4.38,Kaikki,23.818,"[{""stem"":""bravery"",""cooccurrence_sentences"":60,""urdu_sentences"":270,""english_sentences"":84,""observed_rate"":0.22222,""lift"":634.72}]"
2192,جادو,magic,4.38,Kaikki,21.133,"[{""stem"":""magic"",""cooccurrence_sentences"":26,""urdu_sentences"":41,""english_sentences"":86,""observed_rate"":0.63415,""lift"":1769.14}]"
2193,جھیل,lake,4.38,Kaikki,22.716,"[{""stem"":""lake"",""cooccurrence_sentences"":39,""urdu_sentences"":74,""english_sentences"":93,""observed_rate"":0.52703,""lift"":1359.63}]"
2194,حب,Hub,4.38,Kaikki,14.24,"[{""stem"":""hub"",""cooccurrence_sentences"":5,""urdu_sentences"":97,""english_sentences"":374,""observed_rate"":0.05155,""lift"":33.07}]"
2195,حجم,size,4.38,ReadUrdu,27.305,"[{""stem"":""size"",""cooccurrence_sentences"":125,""urdu_sentences"":218,""english_sentences"":374,""observed_rate"":0.57339,""lift"":367.84}]"
2196,خرابی,defect,4.38,ReadUrdu,12.542,"[{""stem"":""defect"",""cooccurrence_sentences"":3,""urdu_sentences"":106,""english_sentences"":29,""observed_rate"":0.0283,""lift"":234.15}]"
2197,خوبصورتی,beauty,4.38,ReadUrdu,23.314,"[{""stem"":""beauty"",""cooccurrence_sentences"":48,""urdu_sentences"":119,""english_sentences"":100,""observed_rate"":0.40336,""lift"":967.76}]"
2198,دوم,second,4.38,Kaikki,13.635,"[{""stem"":""second"",""cooccurrence_sentences"":5,""urdu_sentences"":46,""english_sentences"":1446,""observed_rate"":0.1087,""lift"":18.03}]"
2199,رخصت,leave,4.38,Kaikki,16.38,"[{""stem"":""leave"",""cooccurrence_sentences"":9,""urdu_sentences"":82,""english_sentences"":398,""observed_rate"":0.10976,""lift"":66.16}]"
2200,رس,juice,4.38,ReadUrdu,17.772,"[{""stem"":""juice"",""cooccurrence_sentences"":13,""urdu_sentences"":98,""english_sentences"":30,""observed_rate"":0.13265,""lift"":1060.88}]"
2201,سالگرہ,anniversary,4.38,Kaikki,32.843,"[{""stem"":""anniversary"",""cooccurrence_sentences"":511,""urdu_sentences"":780,""english_sentences"":1109,""observed_rate"":0.65513,""lift"":141.73}]"
2202,شاگرد,student,4.38,Kaikki,21.666,"[{""stem"":""student"",""cooccurrence_sentences"":30,""urdu_sentences"":45,""english_sentences"":3241,""observed_rate"":0.66667,""lift"":49.35}]"
2203,صفت,attribute,4.38,ReadUrdu,12.705,"[{""stem"":""attribute"",""cooccurrence_sentences"":3,""urdu_sentences"":24,""english_sentences"":22,""observed_rate"":0.125,""lift"":1363.2}]"
2204,عنصر,component,4.38,Kaikki,23.989,"[{""stem"":""component"",""cooccurrence_sentences"":63,""urdu_sentences"":284,""english_sentences"":473,""observed_rate"":0.22183,""lift"":112.52}]"
2205,غذا,food,4.38,Kaikki,23.386,"[{""stem"":""food"",""cooccurrence_sentences"":49,""urdu_sentences"":126,""english_sentences"":2513,""observed_rate"":0.38889,""lift"":37.13}]"
2206,غیرملکی,foreign,4.38,ReadUrdu,29.486,"[{""stem"":""foreign"",""cooccurrence_sentences"":218,""urdu_sentences"":355,""english_sentences"":1467,""observed_rate"":0.61408,""lift"":100.43}]"
2207,قبائل,Tribes,4.38,ReadUrdu,27.649,"[{""stem"":""trib"",""cooccurrence_sentences"":137,""urdu_sentences"":249,""english_sentences"":1077,""observed_rate"":0.5502,""lift"":122.57}]"
2208,قیدی,a prisoner,4.38,ReadUrdu,21.579,"[{""stem"":""prisoner"",""cooccurrence_sentences"":31,""urdu_sentences"":76,""english_sentences"":99,""observed_rate"":0.40789,""lift"":988.52}]"
2209,میانمار,Myanmar,4.38,Kaikki,28.746,"[{""stem"":""myanmar"",""cooccurrence_sentences"":181,""urdu_sentences"":226,""english_sentences"":317,""observed_rate"":0.80088,""lift"":606.15}]"
2210,نسخہ,version,4.38,Kaikki,22.862,"[{""stem"":""version"",""cooccurrence_sentences"":46,""urdu_sentences"":173,""english_sentences"":398,""observed_rate"":0.2659,""lift"":160.29}]"
2211,پاگل,crazy,4.38,ReadUrdu,21.556,"[{""stem"":""crazy"",""cooccurrence_sentences"":30,""urdu_sentences"":69,""english_sentences"":66,""observed_rate"":0.43478,""lift"":1580.52}]"
2212,پرورش,nurture,4.38,Kaikki,16.244,"[{""stem"":""nurture"",""cooccurrence_sentences"":9,""urdu_sentences"":173,""english_sentences"":68,""observed_rate"":0.05202,""lift"":183.55}]"
2213,پڑھائی,study,4.38,Kaikki,21.347,"[{""stem"":""study"",""cooccurrence_sentences"":31,""urdu_sentences"":116,""english_sentences"":1212,""observed_rate"":0.26724,""lift"":52.9}]"
2214,چشم,eye,4.38,Kaikki,16.203,"[{""stem"":""eye"",""cooccurrence_sentences"":8,""urdu_sentences"":36,""english_sentences"":134,""observed_rate"":0.22222,""lift"":397.88}]"
2215,چمک,brightness,4.38,ReadUrdu,14.785,"[{""stem"":""bright"",""cooccurrence_sentences"":6,""urdu_sentences"":118,""english_sentences"":126,""observed_rate"":0.05085,""lift"":96.82}]"
2216,گیت,song,4.38,Kaikki,21.901,"[{""stem"":""song"",""cooccurrence_sentences"":33,""urdu_sentences"":79,""english_sentences"":119,""observed_rate"":0.41772,""lift"":842.19}]"
2217,اجتماع,gathering,4.37,Kaikki,28.171,"[{""stem"":""gather"",""cooccurrence_sentences"":171,""urdu_sentences"":510,""english_sentences"":709,""observed_rate"":0.33529,""lift"":113.46}]"
2218,اذیت,suffering,4.37,Kaikki,20.052,"[{""stem"":""suffer"",""cooccurrence_sentences"":21,""urdu_sentences"":54,""english_sentences"":259,""observed_rate"":0.38889,""lift"":360.24}]"
2219,اموات,Deaths,4.37,ReadUrdu,33.493,"[{""stem"":""death"",""cooccurrence_sentences"":629,""urdu_sentences"":1634,""english_sentences"":1276,""observed_rate"":0.38494,""lift"":72.38}]"
2220,انتقام,revenge,4.37,Kaikki,16.181,"[{""stem"":""revenge"",""cooccurrence_sentences"":7,""urdu_sentences"":15,""english_sentences"":21,""observed_rate"":0.46667,""lift"":5331.62}]"
2221,اٹھارہ,eighteen,4.37,Kaikki,14.295,"[{""stem"":""eighteen"",""cooccurrence_sentences"":5,""urdu_sentences"":48,""english_sentences"":32,""observed_rate"":0.10417,""lift"":781.0}]"
2222,برقی,electric,4.37,Kaikki,24.679,"[{""stem"":""electric"",""cooccurrence_sentences"":73,""urdu_sentences"":269,""english_sentences"":1039,""observed_rate"":0.27138,""lift"":62.67}]"
2223,بغداد,Baghdad,4.37,ReadUrdu,17.522,"[{""stem"":""baghdad"",""cooccurrence_sentences"":10,""urdu_sentences"":10,""english_sentences"":11,""observed_rate"":1.0,""lift"":21811.18}]"
2224,جائیداد,property,4.37,ReadUrdu,24.315,"[{""stem"":""property"",""cooccurrence_sentences"":63,""urdu_sentences"":166,""english_sentences"":529,""observed_rate"":0.37952,""lift"":172.13}]"
2225,جاپانی,Japanese,4.37,Kaikki,27.421,"[{""stem"":""japanese"",""cooccurrence_sentences"":130,""urdu_sentences"":188,""english_sentences"":199,""observed_rate"":0.69149,""lift"":833.69}]"
2226,جہالت,ignorance,4.37,ReadUrdu,14.075,"[{""stem"":""ignorance"",""cooccurrence_sentences"":4,""urdu_sentences"":11,""english_sentences"":18,""observed_rate"":0.36364,""lift"":4846.93}]"
2227,جہان,world,4.37,Kaikki,8.436,"[{""stem"":""world"",""cooccurrence_sentences"":4,""urdu_sentences"":33,""english_sentences"":5633,""observed_rate"":0.12121,""lift"":5.16}]"
2228,دھیان,consideration,4.37,Kaikki,18.37,"[{""stem"":""consider"",""cooccurrence_sentences"":27,""urdu_sentences"":434,""english_sentences"":1035,""observed_rate"":0.06221,""lift"":14.42}]"
2229,سگریٹ,cigarette,4.37,Kaikki,18.653,"[{""stem"":""cigarette"",""cooccurrence_sentences"":16,""urdu_sentences"":78,""english_sentences"":20,""observed_rate"":0.20513,""lift"":2460.75}]"
2230,طول,longitude,4.37,ReadUrdu,24.675,"[{""stem"":""longitude"",""cooccurrence_sentences"":70,""urdu_sentences"":196,""english_sentences"":77,""observed_rate"":0.35714,""lift"":1112.82}]"
2231,عرف,alias,4.37,Kaikki,19.565,"[{""stem"":""alia"",""cooccurrence_sentences"":18,""urdu_sentences"":43,""english_sentences"":210,""observed_rate"":0.4186,""lift"":478.25}]"
2232,غضب,anger,4.37,ReadUrdu,13.352,"[{""stem"":""anger"",""cooccurrence_sentences"":3,""urdu_sentences"":7,""english_sentences"":52,""observed_rate"":0.42857,""lift"":1977.39}]"
2233,لبنان,Lebanon,4.37,Kaikki,23.735,"[{""stem"":""lebanon"",""cooccurrence_sentences"":51,""urdu_sentences"":52,""english_sentences"":58,""observed_rate"":0.98077,""lift"":4057.05}]"
2234,ماسکو,Moscow,4.37,Kaikki,24.449,"[{""stem"":""moscow"",""cooccurrence_sentences"":61,""urdu_sentences"":82,""english_sentences"":69,""observed_rate"":0.7439,""lift"":2586.66}]"
2235,مافیا,the mafia,4.37,ReadUrdu,16.228,"[{""stem"":""mafia"",""cooccurrence_sentences"":7,""urdu_sentences"":10,""english_sentences"":16,""observed_rate"":0.7,""lift"":10496.63}]"
2236,مشغول,engaged,4.37,Kaikki,16.01,"[{""stem"":""engag"",""cooccurrence_sentences"":8,""urdu_sentences"":55,""english_sentences"":512,""observed_rate"":0.14545,""lift"":68.16}]"
2237,نوح,Noah,4.37,Kaikki,13.505,"[{""stem"":""noah"",""cooccurrence_sentences"":3,""urdu_sentences"":6,""english_sentences"":7,""observed_rate"":0.5,""lift"":17137.36}]"
2238,پشت,the back,4.37,Kaikki,14.959,"[{""stem"":""back"",""cooccurrence_sentences"":6,""urdu_sentences"":47,""english_sentences"":1386,""observed_rate"":0.12766,""lift"":22.1}]"
2239,کسان,farmer,4.37,Kaikki,34.551,"[{""stem"":""farmer"",""cooccurrence_sentences"":774,""urdu_sentences"":1179,""english_sentences"":3539,""observed_rate"":0.65649,""lift"":44.51}]"
2240,گنبد,dome,4.37,Kaikki,13.931,"[{""stem"":""dome"",""cooccurrence_sentences"":4,""urdu_sentences"":15,""english_sentences"":15,""observed_rate"":0.26667,""lift"":4265.3}]"
2241,ہنر,skill,4.37,ReadUrdu,34.091,"[{""stem"":""skill"",""cooccurrence_sentences"":688,""urdu_sentences"":1182,""english_sentences"":1880,""observed_rate"":0.58206,""lift"":74.28}]"
2242,ہنگامی,emergency,4.37,Kaikki,29.765,"[{""stem"":""emergency"",""cooccurrence_sentences"":235,""urdu_sentences"":390,""english_sentences"":519,""observed_rate"":0.60256,""lift"":278.55}]"
2243,اطلاق,application,4.36,ReadUrdu,13.898,"[{""stem"":""applic"",""cooccurrence_sentences"":12,""urdu_sentences"":221,""english_sentences"":1253,""observed_rate"":0.0543,""lift"":10.4}]"
2244,افریقی,African,4.36,Kaikki,28.426,"[{""stem"":""african"",""cooccurrence_sentences"":167,""urdu_sentences"":236,""english_sentences"":235,""observed_rate"":0.70763,""lift"":722.45}]"
2245,بیدار,alert,4.36,Kaikki,13.421,"[{""stem"":""alert"",""cooccurrence_sentences"":4,""urdu_sentences"":243,""english_sentences"":120,""observed_rate"":0.01646,""lift"":32.91}]"
2246,جوانی,youth,4.36,Kaikki,17.542,"[{""stem"":""youth"",""cooccurrence_sentences"":10,""urdu_sentences"":19,""english_sentences"":2026,""observed_rate"":0.52632,""lift"":62.33}]"
2247,دکان,shop,4.36,Kaikki,22.814,"[{""stem"":""shop"",""cooccurrence_sentences"":40,""urdu_sentences"":73,""english_sentences"":189,""observed_rate"":0.54795,""lift"":695.58}]"
2248,رحمان,Rahman,4.36,ReadUrdu,12.885,"[{""stem"":""rahman"",""cooccurrence_sentences"":3,""urdu_sentences"":15,""english_sentences"":45,""observed_rate"":0.2,""lift"":1066.32}]"
2249,سانپ,snake,4.36,Kaikki,17.16,"[{""stem"":""snake"",""cooccurrence_sentences"":9,""urdu_sentences"":14,""english_sentences"":12,""observed_rate"":0.64286,""lift"":12853.02}]"
2250,سرپرستی,patronage,4.36,ReadUrdu,15.33,"[{""stem"":""patronage"",""cooccurrence_sentences"":7,""urdu_sentences"":137,""english_sentences"":10,""observed_rate"":0.05109,""lift"":1225.88}]"
2251,سمجھی,understand,4.36,ReadUrdu,7.85,"[{""stem"":""understand"",""cooccurrence_sentences"":3,""urdu_sentences"":63,""english_sentences"":1732,""observed_rate"":0.04762,""lift"":6.6}]"
2252,سمجھیں,understand,4.36,ReadUrdu,17.581,"[{""stem"":""understand"",""cooccurrence_sentences"":12,""urdu_sentences"":57,""english_sentences"":1732,""observed_rate"":0.21053,""lift"":29.16}]"
2253,سولہ,sixteen,4.36,Kaikki,20.036,"[{""stem"":""sixteen"",""cooccurrence_sentences"":22,""urdu_sentences"":78,""english_sentences"":42,""observed_rate"":0.28205,""lift"":1611.2}]"
2254,شناختی,identification,4.36,Kaikki,20.377,"[{""stem"":""identific"",""cooccurrence_sentences"":26,""urdu_sentences"":156,""english_sentences"":214,""observed_rate"":0.16667,""lift"":186.86}]"
2255,فضائیہ,air force,4.36,Kaikki,31.609,"[{""stem"":""force"",""cooccurrence_sentences"":380,""urdu_sentences"":819,""english_sentences"":1491,""observed_rate"":0.46398,""lift"":74.66},{""stem"":""air"",""cooccurrence_sentences"":576,""urdu_sentences"":819,""english_sentences"":2045,""observed_rate"":0.7033,""lift"":82.51}]"
2256,فکری,Of thought,4.36,ReadUrdu,14.623,"[{""stem"":""thought"",""cooccurrence_sentences"":5,""urdu_sentences"":18,""english_sentences"":690,""observed_rate"":0.27778,""lift"":96.59}]"
2257,قد,stature,4.36,Kaikki,16.515,"[{""stem"":""stature"",""cooccurrence_sentences"":9,""urdu_sentences"":48,""english_sentences"":28,""observed_rate"":0.1875,""lift"":1606.63}]"
2258,قرضہ,loan,4.36,ReadUrdu,23.987,"[{""stem"":""loan"",""cooccurrence_sentences"":56,""urdu_sentences"":131,""english_sentences"":828,""observed_rate"":0.42748,""lift"":123.87}]"
2259,لائبریری,library,4.36,Kaikki,26.804,"[{""stem"":""library"",""cooccurrence_sentences"":111,""urdu_sentences"":139,""english_sentences"":208,""observed_rate"":0.79856,""lift"":921.12}]"
2260,مزہ,fun,4.36,Kaikki,18.587,"[{""stem"":""fun"",""cooccurrence_sentences"":15,""urdu_sentences"":57,""english_sentences"":107,""observed_rate"":0.26316,""lift"":590.07}]"
2261,مس,Touching,4.36,ReadUrdu,15.441,"[{""stem"":""touch"",""cooccurrence_sentences"":7,""urdu_sentences"":69,""english_sentences"":422,""observed_rate"":0.10145,""lift"":57.68}]"
2262,مظاہرین,protesters,4.36,Kaikki,24.102,"[{""stem"":""protester"",""cooccurrence_sentences"":58,""urdu_sentences"":130,""english_sentences"":93,""observed_rate"":0.44615,""lift"":1151.0}]"
2263,میٹرو,metro,4.36,ReadUrdu,30.752,"[{""stem"":""metro"",""cooccurrence_sentences"":298,""urdu_sentences"":426,""english_sentences"":366,""observed_rate"":0.69953,""lift"":458.56}]"
2264,ٹورنامنٹ,tournament,4.36,ReadUrdu,23.301,"[{""stem"":""tourna"",""cooccurrence_sentences"":46,""urdu_sentences"":76,""english_sentences"":68,""observed_rate"":0.60526,""lift"":2135.54}]"
2265,پیشکش,request,4.36,ReadUrdu,8.729,"[{""stem"":""request"",""cooccurrence_sentences"":5,""urdu_sentences"":277,""english_sentences"":950,""observed_rate"":0.01805,""lift"":4.56}]"
2266,کھینچ,pull,4.36,ReadUrdu,13.608,"[{""stem"":""pull"",""cooccurrence_sentences"":4,""urdu_sentences"":38,""english_sentences"":101,""observed_rate"":0.10526,""lift"":250.05}]"
2267,آئینہ,mirror,4.35,ReadUrdu,17.546,"[{""stem"":""mirror"",""cooccurrence_sentences"":11,""urdu_sentences"":33,""english_sentences"":54,""observed_rate"":0.33333,""lift"":1481.01}]"
2268,ارض,earth,4.35,Kaikki,22.741,"[{""stem"":""earth"",""cooccurrence_sentences"":45,""urdu_sentences"":189,""english_sentences"":619,""observed_rate"":0.2381,""lift"":92.29}]"
2269,بتاتا,tell,4.35,ReadUrdu,24.245,"[{""stem"":""tell"",""cooccurrence_sentences"":58,""urdu_sentences"":119,""english_sentences"":815,""observed_rate"":0.48739,""lift"":143.48}]"
2270,تقویت,Strengthening,4.35,ReadUrdu,24.799,"[{""stem"":""strengthen"",""cooccurrence_sentences"":89,""urdu_sentences"":605,""english_sentences"":1862,""observed_rate"":0.14711,""lift"":18.96}]"
2271,خریداری,purchasing,4.35,ReadUrdu,22.276,"[{""stem"":""purchas"",""cooccurrence_sentences"":45,""urdu_sentences"":1477,""english_sentences"":131,""observed_rate"":0.03047,""lift"":55.8}]"
2272,دیہات,villages,4.35,Kaikki,18.261,"[{""stem"":""villag"",""cooccurrence_sentences"":14,""urdu_sentences"":55,""english_sentences"":717,""observed_rate"":0.25455,""lift"":85.18}]"
2273,سفارش,recommendation,4.35,Kaikki,31.673,"[{""stem"":""recommend"",""cooccurrence_sentences"":384,""urdu_sentences"":598,""english_sentences"":991,""observed_rate"":0.64214,""lift"":155.46}]"
2274,سمجھنا,to understand,4.35,ReadUrdu,24.546,"[{""stem"":""understand"",""cooccurrence_sentences"":66,""urdu_sentences"":154,""english_sentences"":1732,""observed_rate"":0.42857,""lift"":59.37}]"
2275,نشانی,sign,4.35,Kaikki,15.778,"[{""stem"":""sign"",""cooccurrence_sentences"":7,""urdu_sentences"":28,""english_sentences"":2546,""observed_rate"":0.25,""lift"":23.56}]"
2276,نیل,Nile,4.35,ReadUrdu,14.243,"[{""stem"":""nile"",""cooccurrence_sentences"":5,""urdu_sentences"":86,""english_sentences"":9,""observed_rate"":0.05814,""lift"":1549.89}]"
2277,چال,trick,4.35,Kaikki,12.735,"[{""stem"":""trick"",""cooccurrence_sentences"":3,""urdu_sentences"":25,""english_sentences"":30,""observed_rate"":0.12,""lift"":959.69}]"
2278,چاپ,arc,4.35,Kaikki,11.65,"[{""stem"":""arc"",""cooccurrence_sentences"":2,""urdu_sentences"":14,""english_sentences"":11,""observed_rate"":0.14286,""lift"":3115.88}]"
2279,چلنا,to walk,4.35,Kaikki,18.922,"[{""stem"":""walk"",""cooccurrence_sentences"":17,""urdu_sentences"":79,""english_sentences"":400,""observed_rate"":0.21519,""lift"":129.07}]"
