rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
1892,افغانستان,Afghanistan; Islamic State of Afghanistan,Zipf 5.43,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8581650,1,3,Afghanistan (a landlocked country between Central Asia and South Asia),Afghanistan,Afghanistan; alike; Camp; Chapman; invaded,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1893,لکھا,written,Zipf 5.39,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2363829,1,1,,perfective masculine of لِکْھنا (likhnā — to write),written; letter; Continue; jihad; inscription,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1894,پیچھے,behind,Zipf 5.35,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,224296,4,2,,behind,behind; Back; Put; Slaves; Stand,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1895,لندن,London; Greater London; British capital,Zipf 5.28,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8746271,1,3,"London (a city in Ontario, Canada); London (the capital city of the United Kingdom; the capital city of England)",London (the capital city of the United Kingdom; the capital city of England),London; followed; Blackout; effect; throughout,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1896,مسیح,Jesus Christ; Christ,Zipf 5.25,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10920830,1,3,"Christ, Messiah","n. Christ, Messiah | Platts:",Christ; Death; pagans; moonlighting; Applebee,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1897,برطانیہ,United Kingdom; Great Britain; Britain,Zipf 5.22,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8733354,1,2,"Britain (the United Kingdom, a kingdom and country in Northern Europe including the island of Great Britain as well as Northern Ireland on the northeastern portion of the island of Ireland)",Britain,bombings; U.K; did; right; You,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1898,گنتی,count; counting; reckoning,Zipf 5.19,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,628546,1,3,"counting; calculation, reckoning; Numbers (book of the Bible)","n. counting; calculation, reckoning; Numbers (book of the Bible) | Platts:",counting; snuck; who; right; half,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1899,انڈیا,India; Republic of India,Zipf 5.18,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8772979,1,1,synonym of ہندوستان (hindūstān),synonym of ہندوستان (hindūstān),India; assaulting; 1979; officer; wanted,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1900,روس,Russia,Zipf 5.18,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8877567,1,3,Russia (a transcontinental country in Eastern Europe and North Asia),Russia,Russia; 1.5; billion; collection; twice,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1901,اگست,August,Zipf 5.17,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15013245,1,2,August,n. August | Platts: (corr. of the English),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1902,یمن,Yemen; Republic of Yemen,Zipf 5.17,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9033116,1,2,Yemen (a country in West Asia in the Middle East),name: Yemen (a country in West Asia in the Middle East) | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1903,مودی,grocer,Zipf 5.13,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9996634,1,1,,"s.m. (orig.) 'A sweetmeat-maker, a confectioner' (syn. ḥalwāʼī); — a merchant, grocer, grain-merchant,…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1904,مریم,Mary; Virgin Mary; The Virgin,Zipf 5.11,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10998387,1,1,"a virgin, maiden; Mary (the mother of Jesus); a female given name, Maryam or Mariyam",,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1905,رکھنا,take for,Zipf 5.10,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,685683,8,2,,"to keep, to have; to put",care; Take; watch; yourself; Guess,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1906,سمجھا,considered,Zipf 5.09,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2500881,1,1,,"understood, considered (of سمجھنا)",understand; supposed; explain; chose; later,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1907,کھڑا,standing,Zipf 5.08,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1287640,3,3,erect; standing,standing; erect,standing; stands; oak; Her; seek,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1908,جولائی,July,Zipf 5.06,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15012957,1,2,July,July,Obstructed; fading; view; Signal; steroids,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1909,یورپ,Europe,Zipf 5.03,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9142657,1,3,"ellipsis of یورپی اتحاد (yūrapī ittihād, “European Union”); Europe (a continent located west of Asia and north of Africa)",Europe,Europe; ravage; continues; War; heavily,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1910,ستمبر,September,Zipf 5.02,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15013529,1,2,September,September,Nine; one; still; Western; hijacker,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1911,ہندو,Hindu,Zipf 5.02,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9573192,1,2,Indian; a follower of Hinduism,"n. Hindu, a follower of Hinduism; Indian; Any subject regarding to Delhi Sultanate, or any other Islamic regime in any part of the Indian subcontinent | Platts: fem. haṅdī [prob. Prk.",Hah; blowing; crossing; storm; Hindu,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1912,نومبر,November,Zipf 5.01,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15014196,1,3,November,November,BELGIUM; NOVEMBER; 1918; November; Plate,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1913,اکتوبر,October,Zipf 5.00,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15013905,1,3,October,n. October | Platts: (corr. from the English),October; 2006; bump; conversation; having,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1914,عراق,Iraq; Republic of Iraq; Al-Iraq,Zipf 4.98,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8785730,1,3,Iraq (a country in West Asia in the Middle East),Iraq,Iraq; convoys; WMD; calling; taken,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1915,راولپنڈی,Rawalpindi,Zipf 4.96,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8849144,1,3,"Rawalpindi (a city in Rawalpindi district, Punjab, Pakistan)","Rawalpindi (a city in Rawalpindi district, Punjab, Pakistan)",Rawalpindi; calls; close; guess; making,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1916,کوریا,Korea; Korean Peninsula,Zipf 4.95,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8826267,2,1,,Korea (historical country); the Korean Peninsula; South Korea or North Korea,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1917,اپریل,April,Zipf 4.94,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15011979,1,3,April,n. April | Platts: (corr. from the English),April; improved; In; lot; situation,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1918,جمعہ,Friday,Zipf 4.94,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14965440,1,3,Friday,"n. Friday; Jumu'ah (Friday prayer); a gym, arena (tournament which takes place on a Friday) | Platts: (for A. جمعة jumʻat, fem.)",Friday; Huh; There; go; Lola,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1919,ممبئی,Mumbai; Bombay,Zipf 4.94,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8776233,1,2,"Mumbai (a megacity, the capital of Maharashtra, India, also known as Bombay)","Mumbai (a megacity, the capital of Maharashtra, India, also known as Bombay)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1920,کربلا,Kerbala; Karbala; Kerbela,Zipf 4.94,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8786850,1,1,,"s.m. Name of a place in ʻIrāq, where Husain, the younger son of 'Alī, was killed and buried; (in India) a…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1921,جرمنی,Germany; Federal Republic of Germany,Zipf 4.93,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8643895,1,3,Germany (a country in Central Europe),Germany,Germany; U.K.; passport; clean; Before,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1922,جنوری,January,Zipf 4.93,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15010835,1,3,January,January,January; 4th; correct; Is; hire,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1923,دسمبر,December,Zipf 4.93,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15014564,1,2,December,December,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1924,ہند,India; Republic of India,Zipf 4.91,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8772979,1,2,"Indo, Indo-; IND, India (ISO); the Indian subcontinent","name: India (a country in South Asia); the Indian subcontinent; Indo, Indo- | Platts:",Ocean; Indian; turned; something; Lying,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1925,عیسی,Jesus; Jesus of Nazareth; Jesus Christ,Zipf 4.87,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10920830,1,2,"Jesus; a male given name, Isa, from Arabic, of Muslim usage","name: Jesus; a male given name, Isa, from Arabic, of Muslim usage | Platts: prop. n. Jesus: — ʻīsā-masīḥ, Jesus the Messiah, Jesus Christ",Ray; pal; waiting; her; save,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1926,افریقہ,Africa,Zipf 4.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9057648,1,3,"Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria and Libya)","Africa (the continent south of Europe and between the Atlantic and Indian Oceans); Africa (a former province of the Roman Empire, containing what is now Tunisia and portions of coastal Algeria…",Africa; experimental; rebels; US; providing,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1927,فرانس,France,Zipf 4.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8802093,1,3,France (a country located primarily in Western Europe),France,France; ran; dad; Belleau; Wood,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1928,مقبوضہ,occupied,Zipf 4.86,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1681805,1,2,"seized, captured; occupied, annexed, possessed","adj. occupied, annexed, possessed; seized, captured | Platts: (for A. مقبوضة maqbūẓat, fem. of maqbūẓ) = A مقبوض maqbūẓ (pass. part. of قبض 'tograsp, seize, take…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1929,فروری,February,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15011276,1,3,February,February,February; fine; providing; made; since,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1930,گاندھی,Gandhi; Mahatma Gandhi; Mohandas Karamchand Gandhi,Zipf 4.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10827246,1,2,"perfumer; Mohandas Karamchand Gandhi (1869–1948); a surname, Gandhi, originating as an occupation","name: a surname, Gandhi, originating as an occupation | n. perfumer",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1931,بیٹھا,sitting,Zipf 4.77,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1287807,1,1,,,sitting; finally; naive; changed; had,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1932,جاپان,Japan,Zipf 4.76,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8794071,1,3,Japan (a country in East Asia),Japan,Japan; JAPAN; IT; Okinawa; Krauts,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1933,رمضان,Ramadan,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15019062,1,1,"a male given name, Ramzan or Ramazan, from Arabic; Ramadan (the holy ninth month of the Islamic lunar calendar, during which Muslims fast between the break of dawn until sunset; they also refrain from drinking liquids, smoking and having sexual relations)",,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1934,ٹرمپ,trump,Zipf 4.74,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4437427,1,1,,Donald Trump; a transliteration of the English surname Trump,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1935,گڑھ,fortress,Zipf 4.73,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3350250,1,2,"castle, bastion; citadel, fortress; stronghold, defenses","stronghold, defenses; citadel, fortress; castle, bastion",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1936,انگلینڈ,England,Zipf 4.70,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8743642,1,3,England (a constituent country of the United Kingdom),England (a constituent country of the United Kingdom),ENGLAND; LONDON; shipping; England; thing,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1937,چھٹی,holiday,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14939001,2,3,"holiday, day off; leave, absence from work","leave, absence from work; holiday, day off",confirms; HOLIDAY; TAKE; HE; lead,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1938,گجرات,Gujarat,Zipf 4.69,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8777667,1,2,"Gujarat (a state in western India); Gujrat (a city in Punjab, Pakistan)","name: Gujrat (a city in Punjab, Pakistan); Gujarat (a state in western India) | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1939,بھوک,hunger,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13853306,2,2,"appetite, hunger; craving (for food)","appetite, hunger; craving (for food)",hungry; Hungry; starving; Thanks; given,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1940,وقار,prestige,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14244095,3,1,"consistency, resolution; dignity, honour, prestige; serenity, solemnity, modesty","dignity, gravity",dignity; Gents; restless; eventually; Allow,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1941,پھانسی,hanging,Zipf 4.67,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1149667,2,3,"noose; gallows; hanging, execution","hanging, execution",hang; hanging; laugh; culprit; executed,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1942,کابل,Kabul; capital of Afghanistan,Zipf 4.65,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8582433,1,3,Kabul (a province of Afghanistan); Kabul (the capital city of Afghanistan),"name: Kabul (the capital city of Afghanistan); Kabul (a province of Afghanistan) | Platts: prop. n. Kābul (or Cabul), the capital of Afgānistan (formerly a province of the Mogal empire)",Kabul; Amman; via; flew; yeah,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1943,سندھی,Sindhi,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6875498,1,2,Sindhi,adj. Sindhi | n. a Sindhi; the Sindhi language,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1944,نیویارک,New York; New York City; Greater New York,Zipf 4.63,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8988202,1,2,,state of the United States of America,York; New; City; corner; domestic,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1945,تخت,throne,Zipf 4.62,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4376862,3,3,throne,n. throne | Platts:,throne; heir; hopes; rebellion; wants,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1946,دھمکی,threat,Zipf 4.61,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6642808,2,1,,,followed; threats; These; threatening; through,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1947,کپور,camphor,Zipf 4.59,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,14596420,1,1,,s.m. Camphor; — name of a flower: — kapūr-kaćarī or kaćrī,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1948,پروردگار,Allah,Zipf 4.58,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9401768,1,1,founder; inventor; cherisher,God; providence; cherisher,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1949,پھل,fruit,Zipf 4.57,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,12965125,2,3,fruit; reward; benefit,fruit; reward; consequence,Ripe; fruit; his; hate,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1950,انکا,Inca; Inka; Incan,Zipf 4.55,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9585666,2,1,,1438–1533 empire in South America,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1951,سکھ,Sikh,Zipf 4.55,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10438978,1,2,"comfort; peace; happiness; Sikh, a follower of Sikhism (سکھ مت)","peace; happiness; comfort; Sikh, a follower of Sikhism (سکھ مت)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1952,بھروسہ,faith; trust,Zipf 4.52,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5867603,5,3,faith; trust,trust; faith,default; confiding; Jords; trusting; rely,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1953,دھوکہ,deception,Zipf 4.52,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,741219,7,2,,"fraud, cheating, deception",deceiving; betray; Fooled; art; deceived,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1954,چھپا,covered,Zipf 4.52,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1755623,1,1,,secret; hidden,hiding; Cover; hide; aren; telling,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1955,فقہ,law; jurisprudence,Zipf 4.51,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8326099,1,2,"fiqh, jurisprudence; knowledge, understanding","n. knowledge, understanding; fiqh, jurisprudence | Platts: (inf. n. of فقه 'to possess knowledge' (esp. of the law))",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1956,فوت,death; decease; expiry,Zipf 4.51,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7254694,2,1,,"(inf. n. of فوت 'to pass away,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1957,کلمہ,word,Zipf 4.51,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6203456,1,2,word; saying; speech,n. word; speech; saying | Platts: (for A. کلمة kalimat; see kalām),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1958,بھرا,full,Zipf 4.50,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2377711,2,1,,,full; cowboys; Here; giving; belly,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1959,نااہل,ineligible,Zipf 4.49,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,891750,7,1,,,ineligible; asthma; 4-F; unfit; declared,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1960,مچھلی,fish,Zipf 4.47,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2489439,1,3,fish,fish,fish; feeder; goldfish; receipt; gives,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1961,گھڑی,wrist watch,Zipf 4.47,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4552955,4,3,"hour, time; clock, watch","clock, watch; hour, time",watch; Sandglass; Lord; Opening; seal,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1962,بھرتی,recruitment; enlisting,Zipf 4.46,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1247859,1,2,,"filling, stocking; enlistment; enrolment, admittance",enlistment; enlisted; Recruits; enlisting; twice,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1963,پیرس,Paris; City of Light; French capital,Zipf 4.46,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8804587,1,3,Paris (the capital and largest city of France),Paris (the capital and largest city of France),Paris; wonderful; Out; mess; watching,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1964,گمراہ,errant,Zipf 4.46,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1003806,3,1,,"losing the way, wandering; misled; gone astray",stray; Mother; Follow; path; misled,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1965,بحریہ,navy,Zipf 4.45,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8078841,1,3,navy,navy,Navy; pals; soften; Trouble; Our,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1966,تہ,bottom,Zipf 4.45,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8393362,1,2,"origin, root; intent, meaning; bottom, underneath, depth, deepness","n. bottom, underneath, depth, deepness; intent, meaning; origin, root | Platts: [S.",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1967,شمسی,solar,Zipf 4.45,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2884200,1,1,,"adj. Of or relating to the sun, solar: — shamsī-qamarī, adj. lit. 'Solar and lunar'…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1968,ماہی,fish,Zipf 4.45,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2489439,1,2,fish,n. fish | Platts:,league; quarter; further; A; good,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1969,تہران,Tehran; capital of Iran; Iranian capital,Zipf 4.44,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8783724,1,2,Tehran (a province of Iran); Tehran (the capital city of Iran),Tehran (the capital city of Iran); Tehran (a province of Iran),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1970,ساٹھ,sixty,Zipf 4.44,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13568697,1,3,sixty,sixty,Sixty; sixty; concur; 60; Hello,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1971,لیبیا,Libya; Socialist People' s Libyan Arab Jamahiriya,Zipf 4.44,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8831313,1,3,Libya (a country in North Africa),Libya (a country in North Africa),Libyan; Libya; excuse; uh; some,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1972,چھت,roof,Zipf 4.44,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4059197,2,3,ceiling; roof; terrace,ceiling; roof; terrace,roof; ROOF; GET; THE; TO,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1973,ڈھیر,heap,Zipf 4.44,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,13593557,4,2,heap,heap,pile; scrubbing; Go; popped; funding,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1974,اٹلی,Italy,Zipf 4.43,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8677535,1,1,,Italy (a country in Southern Europe),,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1975,بائبل,Bible; Christian Bible,Zipf 4.42,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6345918,1,3,the Bible,the Bible,Bible; My; my; Scriptures; half,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1976,توحید,monotheism,Zipf 4.42,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6142444,2,2,monotheism,n. monotheism | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1977,فرزند,son,Zipf 4.42,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10464570,1,2,child; offspring; son or daughter,n. child; offspring; son or daughter | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1978,لہجہ,accent,Zipf 4.42,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7033523,1,2,"pitch, tune; style (of poetry); accent (ie. pronunciation)","tone, accent",hard; dialect; translate; speak; may,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
1979,ولایت,foreign country,Zipf 4.42,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8055544,1,1,"Kabulistan; Persia; dominion, government, jurisdiction; province, state, realm, inhabited country or region",,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1980,میئر,mayor,Zipf 4.41,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10150149,1,1,,,Mayor; Great; image; People; From,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
1981,یروشلم,Jerusalem; capital of Israel,Zipf 4.41,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8670794,1,3,"Jerusalem (a district of Israel, Palestine); Jerusalem (a city in Israel; a city in Palestine)","Jerusalem (a city in Israel; a city in Palestine); Jerusalem (a district of Israel, Palestine)",They; Jerusalem; loose; set; hell,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
1982,بھلائی,welfare,Zipf 4.40,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5081982,9,2,,goodness; welfare,good; faith; generally; gave; She,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
