rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_readurdu_agree,kaikki_word2word_agree,readurdu_word2word_agree,kaikki_meaning,readurdu_meaning,word2word_meaning
2039,انگلی,finger,4.41,Kaikki+ReadUrdu,True,False,False,finger,n. finger,push; toe; Go; Give; single
2040,ایشیائی,Asian,4.41,Kaikki+ReadUrdu,True,False,False,Asian,Asian,
2041,بشیر,a surname; Bashir or Basheer; from Arabic; a male given name,4.41,Kaikki+ReadUrdu,True,False,False,"a surname, Bashir or Basheer, from Arabic; a male given name, Bashir or Basheer, from Arabic","name: a male given name, Bashir or Basheer, from Arabic; a surname, Bashir or Basheer, from Arabic",
2042,توڑنے,break,4.41,ReadUrdu+word2word,False,False,True,,"infinitive indirect of تورْنا (tornā — to break, snap)",break; breaking; articulate; acceleration; Negative
2043,تیرہ,thirteen,4.41,Kaikki+ReadUrdu,True,False,False,thirteen,num. thirteen,
2044,خطہ,region,4.41,Kaikki+ReadUrdu,True,False,False,"country; region, area; zone; district","region, territory",
2045,خودکشی,suicide,4.41,Kaikki+word2word,False,True,False,suicide,,suicides; suicide; continue; swear; body
2046,دیکھئے,see,4.41,ReadUrdu+word2word,False,False,True,,"infinitive of دیکْھنا (dekhnā — to look, see, watch)",See; ?
2047,سایہ,shadow,4.41,ReadUrdu+word2word,False,False,True,end; arrow; evening,"shadow, shade; protection",shadow; Look; he; s; power
2048,لطف,enjoyment,4.41,ReadUrdu+word2word,True,True,True,"kindness, favour; enjoyment, pleasure","n. enjoyment, pleasure; kindness, favour",meal; Enjoy; enjoying; pleasures; enjoyed
2049,لہر,wave,4.41,ReadUrdu+word2word,False,False,True,,wave,Crime; wave; Gotham; in
2050,معتبر,credible; reliable,4.41,Kaikki+ReadUrdu,True,False,False,"credible, reliable","adj. credible, reliable",
2051,ملکہ,queen,4.41,Kaikki+ReadUrdu+word2word,True,True,True,queen,queen,Queen; Victoria; accent; Her; queens
2052,ناممکن,impossible,4.41,Kaikki+ReadUrdu+word2word,True,True,True,impossible,impossible,impossible; Aim; done; Impossible; Mission
2053,پختہ,mature; cooked; ripe; firm,4.41,Kaikki+ReadUrdu,True,False,False,"mature; cooked, ripe; firm, strong, sturdy","adj. firm, strong, sturdy; cooked, ripe; mature",
2054,گز,a yard measure,4.41,ReadUrdu+word2word,False,False,True,,"s.m. An iron bar; a ramrod, a rammer; bow (of a fiddle); — an instrument for measuring with; a yard measure;…",yards; twenty; within; stand; Underdog
2055,یادگار,memorable,4.41,ReadUrdu+word2word,False,True,True,"remembrance; memoir, monument; keepsake, souvenir","memorial, memorable",souvenir; YOU; monument; memorable; SEEK
2056,یروشلم,Jerusalem,4.41,Kaikki+ReadUrdu+word2word,True,True,True,"Jerusalem (a district of Israel, Palestine); Jerusalem (a city in Israel; a city in Palestine)","Jerusalem (a city in Israel; a city in Palestine); Jerusalem (a district of Israel, Palestine)",They; Jerusalem; loose; set; hell
2057,یہود,Jewry,4.41,Kaikki+ReadUrdu,True,False,False,Jewry,n. plural of یَہُودِی (yahūdī); Jewry,Jews; Damn; !; without; Where
2058,احاطہ,bawn; enclosure; fence; limitation,4.40,Kaikki+ReadUrdu,True,False,False,"bawn, enclosure, fence, limitation, mew, pale, parvis, sept, yard","n. bawn, enclosure, fence, limitation, mew, pale, parvis, sept, yard",cover; Cover; COVER; covered; flour
2059,اصغر,junior,4.40,Kaikki+ReadUrdu,True,False,False,junior,adj. junior,
2060,ایجنٹ,agent,4.40,Kaikki+ReadUrdu+word2word,True,True,True,agent,agent,agent; Agent; Harris; An; Chicago
2061,بدنام,infamous,4.40,Kaikki+ReadUrdu+word2word,True,True,True,infamous,infamous,endangered; demonize; infamous; joining; satellite
2062,بیش,more; greater,4.40,Kaikki+ReadUrdu,True,False,False,"more, greater; excess, too much, a lot","adj. More; greater; good, proper, well; better, superior, excellent, preferable; elegant…",
2063,سمندری,Samundri,4.40,Kaikki+ReadUrdu,True,False,False,"Samundri (a city in Faisalabad district, Punjab, Pakistan)","Samundri (a city in Faisalabad district, Punjab, Pakistan)",DOD; -Listen; 2000.; 2001; sea
2064,سوری,Syrian,4.40,Kaikki+ReadUrdu,True,False,False,Syrian,adj. Syrian | n. Syrian (person),Sorry; Fucking; checkpoints; liked; lead
2065,عادی,normal,4.40,Kaikki+ReadUrdu,True,False,False,usual; common; normal,adj. normal; habitual; customary,junkie; thief; everybody; Just; not
2066,عاشق,lover,4.40,Kaikki+ReadUrdu,True,False,False,"lover; fondness, affection",lover,
2067,مانگنے,ask for,4.40,ReadUrdu+word2word,False,False,True,,infinitive indirect of مان٘گْنا (māṅgnā — to ask for),pains; gains; ask; solve; Great
2068,متن,s.m. Text,4.40,ReadUrdu+word2word,False,False,True,,"(inf. n. of متن 'to strike,' &c.), s.m. Text (of a book); — middle (of a road, or book, or piece of cloth,…",text; punch; code; gonna; They
2069,مصری,Egyptian,4.40,Kaikki+ReadUrdu+word2word,True,True,True,Egyptian,Egyptian; a kind of sugar candy,EDS; Egyptian; carriers; Seems; probably
2070,نعت,naat; poem in praise of Holy Prophet Muhammad,4.40,Kaikki+ReadUrdu,True,False,False,"naat, poem in praise of Holy Prophet Muhammad","n. naat, poem in praise of Holy Prophet Muhammad",
2071,ٹن,ton,4.40,ReadUrdu+word2word,False,False,True,,ton,tin; making; foil; hat; ton
2072,ہجوم,crowd; crowding,4.40,ReadUrdu+word2word,True,True,True,"crowd, mob; horde, throng; attacking, crowding","n. crowd, mob; attacking, crowding; horde, throng",control; Crowded; Crowd; crowds; usually
2073,آدھا,half,4.39,Kaikki+ReadUrdu+word2word,True,True,True,half,adj. half | n. half,half; meter; thick; eight; high
2074,تائید,support,4.39,ReadUrdu+word2word,True,True,True,"corroboration; help; aid, support; favour (ie. support)","s.f. Strengthening; corroboration, confirmation; assisting; assistance, help, aid, support; a written voucher…",supported; fully; Our; position; is
2075,تلاوت,tilawa; recitation,4.39,Kaikki+ReadUrdu,True,False,False,"tilawa, recitation (of the Holy Quran)","n. tilawa, recitation (of the Holy Quran)",Scriptures; understanding; repeat; words; They
2076,تلخ,bitter,4.39,ReadUrdu+word2word,True,True,True,"bitter, distasteful","bitter, distasteful",bitter; sweet; having; among; knowledge
2077,تنازع,conflict; struggle,4.39,Kaikki+ReadUrdu,True,False,False,"conflict, struggle","n. conflict, struggle",
2078,جھوٹا,liar,4.39,ReadUrdu+word2word,True,True,True,"counterfeit; false, untrue; liar, charlatan","adj. false, untrue; counterfeit | n. liar, charlatan",liar; Your; brother; s; a
2079,دکھائے,show,4.39,ReadUrdu+word2word,False,False,True,,plural masculine of دِکھانا (dikhānā — to show),show; `; May; ..; ll
2080,دھوپ,the Sun; incense; frankincense,4.39,Kaikki+ReadUrdu,True,False,False,"the Sun; incense, frankincense","sunlight, sunshine; heat of the Sun; the Sun; incense, frankincense",scrambling; 29-year-old; jets; No; uh
2081,ذلت,disgrace,4.39,ReadUrdu+word2word,True,False,True,"dishonour, insult, humiliation","humiliation, disgrace",disgrace; area; your; Doss; is
2082,رسالہ,journal; message,4.39,Kaikki+ReadUrdu,True,False,False,letter; journal; message,"n. message; magazine, periodical; journal",
2083,سائز,size,4.39,Kaikki+ReadUrdu+word2word,True,True,True,size,size,size; color; EQUIVALENT; ATOM; BOMBS
2084,شمس,sun,4.39,Kaikki+ReadUrdu,True,False,False,sun,n. sun,heliocentric; model; A; That; right
2085,شہریت,civility; township; citizenship,4.39,Kaikki+ReadUrdu,True,False,False,civility; township; citizenship,n. citizenship; township; civility,
2086,عالیہ,a female given name from Arabic,4.39,Kaikki+ReadUrdu,True,False,False,a female given name from Arabic,adj. feminine of عالی ('ālī) | name: a female given name from Arabic,Highness; Her; Wait; Your; valley
2087,قبلہ,anything opposite; that part to which Muslims turn their faces when at prayer; the temple of the Kaʻba in Mecca; Mecca,4.39,Kaikki+ReadUrdu,True,False,False,"anything opposite; that part to which Muslims turn their faces when at prayer; the temple of the Kaʻba in Mecca; Mecca; an altar, a temple; an object of veneration or reverence; a father; a king, etc.; (by way of respectful address) Father! Worship! Sire!","n. anything opposite; that part to which Muslims turn their faces when at prayer; the temple of the Kaʻba in Mecca; Mecca; an altar, a temple; an object of veneration or reverence; a father; a king, etc.; (by way of respectful…",
2088,قواعد,grammar,4.39,Kaikki+ReadUrdu,True,False,False,grammar,n. plural of قَاعِدَہ (qā'ida); grammar,rules; -It; regulations; probably; cares
2089,مغل,Mughal; Moghul,4.39,Kaikki+ReadUrdu,True,False,False,"Mughal, Moghul","n. Mughal, Moghul",Mugals; noble; honored; people; Hindu
2090,میزبان,host,4.39,Kaikki+ReadUrdu+word2word,True,True,True,host; anchorperson,host,host; heavenly; angels; kills; Mom
2091,ناز,pride,4.39,Kaikki+ReadUrdu,True,False,False,pride; whims; conceit,"coquetry, airs; pride",handy; Work; getting; these; on
2092,کلیدی,key,4.39,Kaikki+word2word,False,True,False,"key, essential, basic, central, pivotal",,Key; hot; is; KEY; FORGET
2093,کمائی,capital; earning; income,4.39,Kaikki+ReadUrdu,True,False,False,"capital; earning, income","n. earning, income; capital",
2094,آزمائش,test; trial,4.38,ReadUrdu+word2word,True,True,True,"test, trial; examination; experiment","test, trial; examination; experiment",test; everyone; told; Absolutely; trial
2095,اشتعال,combustion; infuriation; agitation; ignition,4.38,Kaikki+ReadUrdu,True,False,False,"combustion, infuriation, agitation, ignition, provocation","n. combustion, infuriation, agitation, ignition, provocation",
2096,اونٹ,camel,4.38,ReadUrdu+word2word,True,True,True,"tall; fool, foolish; camel, dromedary","n. camel, dromedary | adj. tall; fool, foolish",camel; dervishes; dirt; common; camels
2097,بتانا,to tell,4.38,ReadUrdu+word2word,True,True,True,"to tell, to inform; to spend, pass, live out (said of time, life etc.)","v. to tell, to inform; to spend, pass, live out (said of time, life etc.)",tell; played; former; 865; taxiing
2098,برتن,crockery; dinnerware; tableware; any vessel used for eating,4.38,Kaikki+ReadUrdu,True,False,False,"crockery, dinnerware, tableware; any vessel used for eating","n. crockery, dinnerware, tableware; any vessel used for eating",pot; coffee; stinging; Into; Is
2099,بہادری,bravery,4.38,ReadUrdu+word2word,True,True,True,"bravery, heroism","n. bravery, heroism",bravery; frankly; courage; His; Everybody
2100,جادو,magic,4.38,ReadUrdu+word2word,True,True,True,charm; magic; enchantment,n. magic; enchantment; charm,magic; spell; Magic; Hacking; lift
2101,جھیل,lake,4.38,ReadUrdu+word2word,True,True,True,lake; pool; swamp,"name: a female given name, Jheel | n. lake; lagoon; pool",LAKE; HAVASU; NEEDLES; BLYTHE; LAUGHLIN
2102,حب,Hub,4.38,Kaikki+ReadUrdu+word2word,True,True,True,"Hub (a city in Hub district, Balochistan, Pakistan)","name: Hub (a city in Hub district, Balochistan, Pakistan)",labs; hub; hop; often; should
2103,حمد,hymn; praise; eulogy; commendation,4.38,Kaikki+ReadUrdu,True,False,False,"hymn; praise (of God); eulogy, commendation","n. praise (of God); hymn; eulogy, commendation",
2104,خرابی,ruin,4.38,Kaikki+ReadUrdu,True,False,False,"ruin, destruction; badness, evil, corruption","defect, fault, ruin",malfunction; disturbance; investigate; personally; Multiple
2105,خوبصورتی,beauty,4.38,ReadUrdu+word2word,False,False,True,,beauty,beauty; pulp; equal; youth; Tates
2106,دوم,second,4.38,Kaikki+ReadUrdu,True,False,False,second,adj. second,
2107,رخصت,leave; permission to leave; departure,4.38,Kaikki+ReadUrdu,True,False,False,"leave (of absence); leave, permission to leave, dismission, departure","departure, leave, farewell",furlough; handle; Show; sign; basic
2108,رس,syrup,4.38,Kaikki+ReadUrdu,True,False,False,"syrup; liquor; pleasure, joy","n. sap, juice, gum; syrup; liquid, fluid, water",initation; administer; serum; Candor; As
2109,زون,border region; region,4.38,Kaikki+ReadUrdu,True,False,False,"border region, region","border region, region",blurry; wandering; zone; strike; Twilight
2110,سالگرہ,birthday,4.38,ReadUrdu+word2word,True,True,True,birthday; anniversary,birthday (year of birth); anniversary,birthday; Happy; -Happy; Emily; basics
2111,شاگرد,pupil; student,4.38,Kaikki+ReadUrdu+word2word,True,True,False,"servant; helper; pupil, apprentice; student","pupil, disciple",atrium; students; still; her; are
2112,صفت,adjective,4.38,Kaikki+ReadUrdu,True,False,False,mode; manner; adjective,n. adjective; description; attribute,
2113,عنصر,element,4.38,ReadUrdu+word2word,True,True,True,"element, essence; element, component, part","n. element, essence; element, component, part",encloses; toxic; surroundings; element; confront
2114,غذا,diet,4.38,ReadUrdu+word2word,True,True,True,"food, diet, victuals, provisions","food, diet, victuals, provisions",diet; watch; your; I
2115,میانمار,Myanmar,4.38,Kaikki+ReadUrdu,True,False,False,Myanmar (a country in Southeast Asia),Myanmar (a country in Southeast Asia),
2116,نسخہ,a cure; recipe,4.38,Kaikki+ReadUrdu,True,False,False,a cure; recipe; version,n. prescription (for medicine or of medical notes); a cure; recipe,her; mama; adding; pepper; turning
2117,پاگل,lover,4.38,Kaikki+ReadUrdu,True,False,True,"lover; silly, dummy; witch, devil","adj. crazy, mad, insane (ie. someone who has lost their mind); stupid, nuts, daft; crazy excited (or enthusiastic, passionate.) | n. same as adjectives above; madman, lunatic; crazy person; lover",crazy; sick; mad; freak; insane
2118,پرورش,nurture; upbringing,4.38,Kaikki+ReadUrdu,True,False,False,"fostering; compassion; nurture, upbringing","upbringing, nurture",Growing; toughest; wanted; up; kid
2119,پڑھائی,reading; education; learning; study,4.38,Kaikki+ReadUrdu,True,False,False,"reading; education; learning, study","learning, study; education; reading",
2120,چشم,eye,4.38,Kaikki+ReadUrdu,True,False,False,eye,n. eye,
2121,چمک,shine,4.38,Kaikki+word2word,False,True,True,glow; glare; shine,brightness; radiance; luminosity,shine; brightness; bury; wanderers; Next
2122,گوادر,Gwadar,4.38,Kaikki+ReadUrdu,True,False,False,"Gwadar (a port city in Balochistan, Pakistan)","Gwadar (a port city in Balochistan, Pakistan)",
2123,گیت,song,4.38,ReadUrdu+word2word,True,True,True,song; track,n. song; track,song; playing; Silva; wonderful; With
2124,آقا,Mr,4.37,Kaikki+ReadUrdu,True,False,False,Mr; lord; owner,"Mr.; sir, gentleman; master",
2125,اجتماع,gathering,4.37,ReadUrdu+word2word,True,True,True,"assemblage; convention, gathering","n. assemblage; convention, gathering",gathering; Which; taken; liberty; why
2126,اذیت,torture; agony; bane; harassment,4.37,Kaikki+ReadUrdu,True,False,False,"torture, agony, bane, harassment, sufferance, suffering, trouble, hot water","n. torture, agony, bane, harassment, sufferance, suffering, trouble, hot water",Haven; seen; around; through; go
2127,اسرار,Secrets,4.37,ReadUrdu+word2word,False,False,True,,"s.m. pl. (of سر sirr), Secrets; confidential concerns",how; it; Mystery; secrets; cause
2128,امامت,leadership; an office or jurisdiction of an imam,4.37,Kaikki+ReadUrdu,True,False,False,leadership; an office or jurisdiction of an imam,n. leadership; an office or jurisdiction of an imam,
2129,اموات,Deaths,4.37,ReadUrdu+word2word,False,False,True,,"s.f. pl. (of maut, q.v.), Deaths; — s.m. pl. (of maiyit), The dead",deaths; hope; Then; shall; see
2130,انتقام,revenge,4.37,Kaikki+ReadUrdu,True,False,False,"revenge, vengeance",revenge,Vulnerable; retaliation; to
2131,انجیل,gospel,4.37,Kaikki+ReadUrdu,True,False,False,gospel,n. gospel,
2132,اٹھارہ,eighteen,4.37,Kaikki+ReadUrdu,True,False,False,eighteen,eighteen,18; airlines; energy; started; dedicated
2133,برقی,electric; electrical; electronic,4.37,Kaikki+ReadUrdu,True,False,False,"electric, electrical, electronic","adj. electric, electrical, electronic",
2134,بغداد,Baghdad,4.37,ReadUrdu+word2word,False,False,True,,Baghdad (the capital city of Iraq); Baghdad (a governorate of Iraq),Baghdad; Coalition; Shiite; insurgent; picked
2135,جائیداد,property,4.37,ReadUrdu+word2word,False,False,True,,"property, estate",onto; property; S.T.A.R; PROPERTY; TEST
2136,جاپانی,Japanese,4.37,Kaikki+ReadUrdu+word2word,True,True,True,Japanese,Japanese,Japanese; Pearl; Harbor; Mandarin; Some
2137,جہالت,ignorance,4.37,ReadUrdu+word2word,False,False,True,,ignorance,Ignorance; innocence; same; Heresies; pagan
2138,جہان,world; universe,4.37,Kaikki+ReadUrdu,True,False,False,world; universe,n. world; universe,
2139,دھیان,attention; meditation; reflection; consideration,4.37,Kaikki+ReadUrdu,True,False,False,"attention; meditation, reflection; consideration, notice, heedfulness, care","attention; consideration, notice, heedfulness, care; meditation, reflection",OUT; WATCH; family; concentrate; keeping
2140,سگریٹ,cigarette,4.37,Kaikki+ReadUrdu+word2word,True,True,True,cigarette,cigarette,cigarette; say; d; What; so
2141,سیاحت,journey,4.37,Kaikki+ReadUrdu,True,False,False,journey,n. journey,travels; Highness; upon; looked; In
2142,عرف,alias; pen name; nickname; byname,4.37,Kaikki+ReadUrdu,True,False,False,"alias, pen name, nickname, byname","alias, pen name, nickname, byname",
2143,عنایت,kindness,4.37,Kaikki+ReadUrdu,True,False,False,solicitude; a unisex given name from Arabic; grace; kindness; bounty; favour,"favor, kindness",
2144,غضب,angry; violence; oppression,4.37,Kaikki+ReadUrdu,True,False,False,angry; violence; oppression,n. anger; rage; violence; oppression | adj. angry; oppressive,
2145,لبنان,Lebanon,4.37,Kaikki+ReadUrdu+word2word,True,True,True,Lebanon (a country in West Asia in the Middle East),name: Lebanon (a country in West Asia in the Middle East),studied; Lebanon; engineering; set; Buddy
2146,ماسکو,Moscow,4.37,Kaikki+ReadUrdu+word2word,True,True,True,"Moscow (a federal city, the capital of Russia)","Moscow (a federal city, the capital of Russia)",Moscow; link; First; direct; boarded
2147,مافیا,the mafia; a member of the mafia,4.37,ReadUrdu+word2word,False,False,True,,the mafia; a member of the mafia,cartels; specialty; consumed; mafia; pursuing
2148,مشغول,engaged,4.37,ReadUrdu+word2word,True,True,True,"occupied, engaged, busy","adj. occupied, engaged, busy",engage; engaged; started; debate; engaging
2149,نوح,Nuh; Noah; a male given name from Arabic,4.37,Kaikki+ReadUrdu,True,False,False,"Nuh, Noah; a male given name from Arabic","name: Nuh, Noah; a male given name from Arabic",
2150,پشت,the back,4.37,ReadUrdu+word2word,True,True,True,"the back; rearguard; generation, descent, extraction","n. the back; generation, descent, extraction; rearguard",known; backing; also; talking; Thus
2151,کسان,farmer,4.37,ReadUrdu+word2word,True,True,True,"farmer, cultivator","n. farmer, cultivator",farmer; peasant; dream; sighting; diamond
2152,گنبد,dome,4.37,Kaikki+ReadUrdu+word2word,True,True,True,"dome, cupola",dome,dome; mandatory; testing; All; report
2153,ہنگامی,emergency,4.37,ReadUrdu+word2word,True,True,True,"urgent, emergency; temporal, temporary, ephemeral","adj. temporal, temporary, ephemeral; urgent, emergency",SYSTEMS; EMERGENCY; NEWS; MOST; GOOD
2154,یحیی,Yahya; a male given name from Arabic,4.37,Kaikki+ReadUrdu,True,False,False,Yahya; a male given name from Arabic,Yahya; a male given name from Arabic,
2155,افریقی,African,4.36,Kaikki+ReadUrdu,True,False,False,African,n. an African | adj. African,
2156,بیدار,conscious; enlightened; awake; wakeful,4.36,Kaikki+ReadUrdu,True,False,False,"conscious, enlightened; awake, wakeful (not asleep); attentive, alert, vigilant, watchful","adj. conscious, enlightened; awake, wakeful (not asleep); attentive, alert, vigilant, watchful",
2157,جوانی,youth,4.36,Kaikki+ReadUrdu+word2word,True,True,True,youth; manhood; puberty,youth,youth; my; It; cost; beauty
2158,حرمت,reverence; respect; honour; dignity,4.36,Kaikki+ReadUrdu,True,False,False,"reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour, reputation, character; chastity","n. reverence, respect, honour, dignity; 'a thing that should be sacred or inviolable,' (hence) honour,…",
2159,دکان,store,4.36,ReadUrdu+word2word,True,True,True,shop; store,n. shop; store,store; ELECTRONICS; STORE; IN; AN-AN
2160,دیو,giant,4.36,ReadUrdu+word2word,False,False,True,god; deva; deity,n. demon; devil; giant,giant; feed; backyard; draws; breast
2161,سانپ,snake,4.36,Kaikki+ReadUrdu+word2word,True,True,True,snake,n. snake,garter; snake; Are; a; ?
2162,سمجھی,understand,4.36,ReadUrdu+word2word,False,False,True,,feminine singular of سَمَجْھنَا (samajhnā — to understand),THAT; understand; LIP; CLASSIC; LIKE
2163,سولہ,sixteen,4.36,Kaikki+ReadUrdu,True,False,False,sixteen,num. sixteen,scrambled; ass; F-16s; behind; Paks
2164,شناختی,identification,4.36,Kaikki+ReadUrdu+word2word,True,True,True,identification,identification,ID; Present; Identity; identification; paper
2165,فتنہ,temptation,4.36,ReadUrdu+word2word,True,True,True,"tumult; evil, chaos, doom; trial, temptation, misdirection (to disbelief)","n. evil, chaos, doom; trial, temptation, misdirection (to disbelief); tumult",temptation; dying; looking; which; tell
2166,فریب,deceit; deception,4.36,Kaikki+ReadUrdu+word2word,True,True,False,"deceit, deception; used a suffix to indicate temptation","deception, fraud",deceit; dispel; Are; curse; through
2167,فضائیہ,air force,4.36,Kaikki+ReadUrdu,True,False,False,air force,air force,
2168,قد,height,4.36,ReadUrdu+word2word,True,True,True,"height, stature","n. height, stature",tall; That-that; cows; relative; height
2169,قرضہ,debt,4.36,Kaikki+ReadUrdu,True,False,False,debt (loan),"loan, debt",wrote; Brits; credit; take; wish
2170,لائبریری,library,4.36,Kaikki+ReadUrdu+word2word,True,True,True,library,library,Library; library; demands; wisdom; destroyed
2171,مردان,Mardan,4.36,Kaikki+ReadUrdu,True,False,False,"Mardan (a city in Mardan district, Khyber Pakhtunkhwa, Pakistan)","name: Mardan (a city in Mardan district, Khyber Pakhtunkhwa, Pakistan)",
2172,مزہ,fun,4.36,ReadUrdu+word2word,True,True,True,"fun, pleasure, enjoyment, delight","n. fun, pleasure, enjoyment, delight",fun; FUN; following; meatspace; cyberspace
2173,مظاہرین,protesters,4.36,Kaikki+ReadUrdu,True,False,False,protesters,protesters,
2174,میٹرو,metro,4.36,ReadUrdu+word2word,False,False,True,,"metro, subway",METRO; THIS; IS; CONNECT; HER
2175,ٹورنامنٹ,tournament,4.36,ReadUrdu+word2word,False,False,True,,tournament,tournament; Burgh; play; surprised; beaten
2176,ہجری,AH; Hijri,4.36,Kaikki+ReadUrdu,True,False,False,AH (Anno Hegirae); Hijri (Islamic calendar),name: Hijri (Islamic calendar) | adv. AH (Anno Hegirae),
2177,ارض,land; earth; region; territory,4.35,Kaikki+ReadUrdu,True,False,False,"land, earth, region, territory","n. land, earth, region, territory",
2178,اطاعت,obedience; submission,4.35,Kaikki+ReadUrdu,True,False,False,obedience; submission,n. obedience; submission,obey; command; Why; Obey; could
2179,جنتا,group; crowd; people; public,4.35,Kaikki+ReadUrdu,True,False,False,"group, crowd; people, public, common folk – synonym of عَوَام ('avām)","n. people, public, common folk – synonym of عَوَام ('avām); group, crowd",
2180,دیہات,villages,4.35,ReadUrdu+word2word,True,True,True,"countryside; villages, village","villages, countryside",your; villages; everyone; lives; Now
2181,سفارش,recommendation,4.35,ReadUrdu+word2word,True,True,True,"recommendation, endorsement","n. recommendation, endorsement",recommendation; recommend; balconies; asked; standing
2182,سمجھنا,to understand,4.35,ReadUrdu+word2word,True,False,True,to think; to perceive; to comprehend,to understand; to comprehend; to perceive,understand; want; fucking; happened; true
2183,فجر,dawn,4.35,ReadUrdu+word2word,False,False,True,,"(inf. n. of فجر 'to cleave,' &c.). s.f. Daybreak, dawn, early morning (syn. taṛkā; bhor); — adv. In the…",reverse; dawn; broke; curse; left
2184,لب,lip,4.35,Kaikki+ReadUrdu,True,False,False,"lip; edge; shore; margin (ie. of a river, coast etc.)",lip; brink,
2185,نسیم,oxygen; grace; favor; a gentle breeze,4.35,Kaikki+ReadUrdu,True,False,False,oxygen; grace; favor (of the Lord); a gentle breeze; morning breeze; zephyr,"n. a gentle breeze; morning breeze; zephyr; grace; favor (of the Lord); oxygen | name: a unisex given name, Naseem, from Arabic",
2186,نشانی,mark of remembrance; sign,4.35,ReadUrdu+word2word,True,True,True,"sign, omen; issue, offspring; token, souvenir, memento, memorabilia","n. memorial, mark of remembrance, keepsake, bookmark; sign, omen; token, souvenir, memento, memorabilia",sign; Sign; liege; disturb; mark
2187,نیل,Nile,4.35,ReadUrdu+word2word,True,False,True,bruise; indigo (dye); indigo (color),"n. indigo (dye); indigo (plant from which the bluish dye is obtained); bruise (bruise) | adj. indigo (color) | name: Nile (a large river in Africa, usually considered to be the longest river in the world; its basin covers…",stretches; Euphrates; Nile; one
2188,وچ,sun; parrot,4.35,Kaikki+ReadUrdu,True,False,False,sun; parrot,n. sun; parrot,Talk; things; way; were; about
2189,چال,trick,4.35,ReadUrdu+word2word,True,True,True,"play, trick","n. play, trick",trick; lost; walk; magic; looking
2190,چاپ,arc; bow,4.35,Kaikki+ReadUrdu,True,False,False,arc; bow,n. bow; arc,
2191,چلنا,to walk,4.35,ReadUrdu+word2word,True,True,True,to go; to move; to walk,v. to go; to walk; to move,walk; strut; running; Start; slay
2192,چوبیس,twenty-four,4.35,Kaikki+ReadUrdu+word2word,True,True,True,twenty-four,num. twenty-four,2.6; LAST; TWENTY-FOUR; HOURS; 2.0
2193,کارنامہ,memoir; deed; feat; chronicle,4.35,Kaikki+ReadUrdu,True,False,False,"memoir; deed, feat; chronicle, history","deed, feat; chronicle, history; memoir",
2194,ہدف,target,4.35,ReadUrdu+word2word,True,True,True,aim; object; target,target; object; aim,target; barricades; Engage; van; Am
2195,یونانی,Greek,4.35,ReadUrdu+word2word,True,True,True,Greek; pertaining to Unani medicine; Unani (Muslim traditional medicine based on the Hellenistic concept of four humours),adj. Greek; pertaining to Unani medicine | n. Greek (language); Greek (person); Unani (Muslim traditional medicine based on the Hellenistic concept of four humours),Greek; Philanthropist; comes; word; George
2196,اتوار,Sunday,4.34,ReadUrdu+word2word,True,True,True,Sunday; the Sabbath day,n. Sunday; the Sabbath day,Sunday; during; SUNDAY; AFTERNOON; Tajikistan
2197,اشتراک,similarity; subscription,4.34,Kaikki+ReadUrdu+word2word,True,True,False,"similarity, accord, uniformity; subscription (of a periodical, etc.); incorporation, combination, union, consortium","n. collaboration, participation, co-operation, affiliation (both in the narrow as well as composite senses); subscription (of a periodical, etc.); commonality or its associated ideologies such as socialism, communism, Marxism",share; similarity; semantics; charity; privilege
2198,اصرار,insistence; obduracy; obstinacy; persistence,4.34,Kaikki+ReadUrdu,True,False,False,"insistence, obduracy, obstinacy, persistence","n. insistence, obduracy, obstinacy, persistence",insisted; coming; today; insisting; conducted
2199,اندرون,the interior; abdomen; heart; inner,4.34,Kaikki+ReadUrdu,True,False,False,"the interior; abdomen, heart; inner, old (part of a city)","adj. domestic, inland (as opposed to international); inner, old (part of a city) | n. the interior; abdomen, heart",
2200,اورنگزیب,a male given name; Aurangzeb; from Persian,4.34,Kaikki+ReadUrdu,True,False,False,"a male given name, Aurangzeb, from Persian","a male given name, Aurangzeb, from Persian",
2201,اکیلے,alone,4.34,ReadUrdu+word2word,True,True,True,"alone, by oneself; oblique/vocative masculine singular; direct/oblique/vocative masculine plural","adv. alone, by oneself | adj. inflection of اکیلا (akelā, “alone”):",alone; wander; Always; Being; Hello
2202,تعزیت,condolence,4.34,Kaikki+ReadUrdu,True,False,False,"condolence, consoling; mourning, lamentation",condolence,
2203,خلا,space,4.34,ReadUrdu+word2word,True,False,True,cell; vacuum; the void,"n. vacancy, hollowness, lacuna; emptiness, void; (outer) space",space; Looks; taking; into; like
2204,سحر,dawn; magic,4.34,Kaikki+ReadUrdu,True,False,False,"dawn, daybreak; a female given name, Sehar, from Arabic; enchantment, sorcery, magic, wizardry, witchcraft",dawn (sahar); magic (sehr),captivated; arrived; everyone; had; just
2205,سینہ,chest,4.34,ReadUrdu+word2word,True,True,True,"chest, breast","n. chest, breast",Head; stumping; strides; chest; held
