rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1812,پلیٹ,PLATE,4.55,Kaikki+ReadUrdu+word2word,plate,plate,PLATE; Plate; Romeo-India-November; three-one-Bravo-seven; TO
1813,ڈیڑھ,half past one,4.55,Kaikki+ReadUrdu,half past one; 1:30; one and a half; 1.5,one and a half; 1.5; half past one; 1:30,30; Um; 1; why; say
1814,ادیب,writer; literator,4.54,Kaikki+ReadUrdu,"literator, writer","n. literator, writer | Platts: s.m. A teacher of manners (adab); teacher; — adj. Polite, courteous",
1815,اصلی,real,4.54,Kaikki+word2word,pure; real; true,"adj. original; fundamental; basic | Platts: Radical, fundamental, primitive, primary, original; essential, elementary; intrinsic, inherent, innate,…",real; quick; Un-fucking; 98; For
1816,اطراف,vicinity,4.54,Kaikki+ReadUrdu,vicinity,"n. plural of طرف (taraf); vicinity | Platts: s.f. pl. (of طرف t̤araf), — but used as a sing. — Extremities, ends, sides, skirts, confines, environs,…",sides; God; takes
1817,انجمن,assembly,4.54,Kaikki+ReadUrdu,"society; meeting, assembly, gathering","assembly, association",
1818,باندھ,tie,4.54,ReadUrdu+word2word,,"dam (on a river or water body); barricade; binding, fastening | also: infinitive of بانْدْھنا (bāndhnā — to tie; fasten)",shoelace; tying; Phillies; 4-4; tie
1819,بدلہ,revenge; exchange; compensation,4.54,Kaikki+ReadUrdu+word2word,revenge; exchange; compensation,exchange; compensation; revenge,revenge; Guess; Brick; Mansions; Want
1820,بدولت,through; due to; by the grace,4.54,Kaikki+ReadUrdu,"through (someone), due to; by the grace (of), by the generosity (of)","through (someone), due to; by the grace (of), by the generosity (of)",
1821,بیشک,could; maybe; without a doubt,4.54,Kaikki+ReadUrdu,"could, maybe, perhaps, or; undoubtedly, without a doubt, totally","undoubtedly, without a doubt, totally; could, maybe, perhaps, or",Lo; indeed; didn; Plain; slacks
1822,تشریح,explanation,4.54,Kaikki+ReadUrdu,exegesis; commentary; explanation,"explanation, elucidation",interpretation; low; key; redefining; interesting
1823,جام,wine,4.54,ReadUrdu+word2word,son; guava; rose apple,"goblet, cup of wine",toast; drink; wine; glass; champagne
1824,جگر,mind; heart; liver,4.54,Kaikki+ReadUrdu,mind; heart; liver,"n. liver; heart; mind | Platts: s.m. Armour, coat of mail",
1825,شرم,shame,4.54,Kaikki+ReadUrdu+word2word,shame,"n. shame | Platts: s.f. Shame, bashfulness, modesty: — sharm-ā-sharmī, adv. Through shame; modestly: — sharm ānā (-ko), To feel…",shame; ashamed; outrage; Modestly; Isn
1826,عمدہ,excellent,4.54,Kaikki+ReadUrdu,excellent,"adj. excellent | Platts: (for A. عمدة, v.n. fr. عمد 'to stay, prop,' &c.), s.m. A stay, prop, support, pillar; confidence, reliance,…",divine; covenant; clever; guardian; speech
1827,محفل,assembly; gathering,4.54,Kaikki+ReadUrdu,assembly; gathering; congregation,"gathering, assembly",rooms; chat; online; over; someone
1828,مدرسہ,school; academy; madrasa,4.54,Kaikki+ReadUrdu,"school, academy; madrasa, an Islamic school","n. madrasa, an Islamic school; school, academy | Platts: (for مدرسة madrasat, n. of place fr. درس 'to read'), s.m. A place of reading or study, a school, college; an…",
1829,نصب,plant,4.54,ReadUrdu+word2word,,"(inf. n. of نصب 'to erect, set up,' &c.), s.m. Erecting, setting up, establishing, fixing, planting, &c.;…",motto; C4; plant; finished; Bottom
1830,نقاب,mask; veil,4.54,Kaikki+ReadUrdu,hood; mask; veil,"veil, mask",exposed; great; gonna; think; boy
1831,ٹائم,-Time,4.54,ReadUrdu+word2word,,time,-Time; Showtime; timing; ain; while
1832,پرانا,old; long-standing; ancient,4.54,Kaikki+ReadUrdu+word2word,"ancient; long-standing, old; old (ie. of an earlier time, in the past)","adj. old (ie. of an earlier time, in the past); ancient; long-standing, old | Platts: v.n. To run, to flee",old; Old; an; Road; times
1833,کہو,say,4.54,ReadUrdu+word2word,,"s.f. A cave, cavern, den (of a wild beast), chasm (in a mountain); a pit, hole (in the ground); a… | also: subjunctive of کَہْنا (kahnā — to say)",tell; Tell; say; Mukhtar; Po-tay-to
1834,کینیڈا,Canada,4.54,Kaikki+ReadUrdu+word2word,Canada (a country in North America),Canada (a country in North America),Canada; protecting; surveillance; under; Medicine
1835,آفتاب,Sun,4.53,Kaikki+ReadUrdu,Sun; beauty; wine; goblet,sun,
1836,احباب,friends; members; companions,4.53,Kaikki+ReadUrdu,"friends, companions, members","friends, companions, members",
1837,احتیاط,caution; care; prudence,4.53,Kaikki+ReadUrdu+word2word,"prudence; precaution, care, caution, wariness","n. prudence; precaution, care, caution, wariness | Platts: s.f. Caution, care, scrupulousness, attention, heed; vigilance; precaution…",tone; Watch; caution; SADDLE; PLAYING
1838,انگریز,British; white person; a Brit,4.53,Kaikki+ReadUrdu,British; white person; Englishman; a Brit,"n. Englishman; a Brit; the British; white person | adj. English; of or relating to English people; British | Platts: (corr. of 'English'), s.m. An Englishman",
1839,برصغیر,Indian subcontinent,4.53,Kaikki+ReadUrdu,subcontinent,Indian subcontinent (a subcontinent in South Asia); subcontinent,
1840,برف,ice; snow,4.53,Kaikki+ReadUrdu+word2word,"ice; snow; white, shining","n. ice; snow; the cold, frigid | Platts: s.m. (f. ?), Ice, snow: — barf-parward, adj. & s.m. Cooled in ice, iced; — a sherbet, &c. cooled in ice: —…",ice; some; Fenroy; get; ll
1841,تعین,determine,4.53,ReadUrdu+word2word,,"s.m. Specifying, fixing, determining, assigning, appointing, deputing, establishing; appointment,…",determine; agenda; sets; define; Your
1842,جلوس,sitting; procession,4.53,Kaikki+ReadUrdu,"procession, sitting","n. procession, sitting | Platts: (inf. n. of جلس), s.m. Sitting; accession (to a throne); — state, pomp",
1843,جوہر,jewel; essence; gem,4.53,Kaikki+ReadUrdu+word2word,"atom; jewel, gem; a funeral pyre","n. jewel, gem; essence, meaning; atom | Platts: s.m. (Obs.), Taking one's own life, committing suicide; — fighting desperately to the death: — jūhar (or…",essence; rebellious; defiant; uncontrollable; used
1844,حرم,sacred; forbidden; sanctuary,4.53,Kaikki+ReadUrdu+word2word,sacred; temple; forbidden,"adj. forbidden; sacred | n. sanctuary; temple; harem, seraglio",sanctuary; venerable; disease; harem; spread
1845,خطبہ,sermon; khutbah,4.53,Kaikki+ReadUrdu,sermon; khutbah; a lecture,"n. khutbah; sermon; discourse, speech | Platts: (for A. خطبة ḵẖut̤bat, fem.; v.n. fr. خطب 'to recite'), s.m. A discourse, sermon, oration…",
1846,خودکش,suicidal; of or relating to suicide,4.53,Kaikki+ReadUrdu,suicidal; of or relating to suicide,suicidal; of or relating to suicide,
1847,خورشید,sun; a male given name; from Persian,4.53,Kaikki+ReadUrdu,"sun; a male given name, Khurshid, from Persian","n. sun | name: a male given name, Khurshid, from Persian | Platts: (Old P. ḵẖvarshed; Pehl. khvar-shet; Zend hvare+khshaeta; S. svar+kshit), s.m. The sun ( = ḵẖẉur): —…",
1848,دلچسپ,interesting,4.53,Kaikki+ReadUrdu+word2word,interesting,interesting,exciting; fascinating; interesting; Interesting; intriguing
1849,رہائی,RELEASE,4.53,ReadUrdu+word2word,,"release, liberation",ENERGY; RELEASE; THE; specifics; ongoing
1850,سیلاب,flood; torrent; deluge,4.53,Kaikki+ReadUrdu+word2word,"flood, torrent, deluge, inundation","n. flood, torrent, deluge, inundation | Platts: adj. Abounding with water, flooded; — s.m. A flood, torrent, stream, deluge, inundation: — sailāb-zada, adj.…",flood; Down; plain; came; It
1851,شر,evil; wickedness,4.53,Kaikki+ReadUrdu,"evil, wickedness","n. evil, wickedness | Platts: s.m. Head, skull, pate; top, highest part or point, summit, crown, pinnacle; beginning, commencement…",
1852,ہوٹل,hotel; restaurant,4.53,Kaikki+ReadUrdu+word2word,hotel; restaurant,"hotel, restaurant",hotel; destinations; locals; Westerners; popular
1853,آتش,fireworks; anger; rage,4.52,Kaikki+ReadUrdu+word2word,"anger; rage; fire; flame; passion, zeal","n. fire; flame; anger; rage; passion, zeal | Platts: s.f. Fire, flame; anger, passion, rage: — ātish-afrāza, s.m. A rocket: — ātish-afroz, adj. & s.m.f. Kindling…",fireworks; fusion; hates; Nice; center
1854,اسلوب,high fashion; manner; guise,4.52,Kaikki+ReadUrdu,"high fashion, guise, manner, routine, style","n. high fashion, guise, manner, routine, style | Platts: (rt. سلب), s.m. Order, arrangement; manner, mode, method; course, way, manner of acting or conduct; form,…",
1855,بتائے,tell,4.52,word2word+ReadUrdu,,"plural masculine of بَتانا (batānā — to tell, to inform) | also: plural masculine of بِتانا (bitānā — to spend, pass, live out (said of time, life etc.))",tell; innocent; metres; smuggling; Take
1856,بھروسہ,trusting; faith,4.52,Kaikki+ReadUrdu+word2word,faith; trust,trust; faith,default; confiding; Jords; trusting; rely
1857,جلال,glory,4.52,ReadUrdu+word2word,,"majesty, glory, wrath",glory; give; him; And; #
1858,جملہ,sentence,4.52,Kaikki+ReadUrdu,"all; phrase, saying; a (complete) sentence",sentence; total,
1859,روپ,beautiful appearance; outward appearance; colour,4.52,Kaikki+ReadUrdu,"colour; kind, sort, species; beautiful appearance","n. outward appearance, form, figure, shape, appearance, semblance, image, representation, picture; face, countenance, aspect, features; colour | Platts: s.m. Outward appearance or phenomenon, form, figure, shape, appearance, semblance, image, representation,…",
1860,سرد,Cold; fall; autumn,4.52,Kaikki+ReadUrdu+word2word,cold; autumn; fall (season),"n. autumn; fall (season) | adj. cold | Platts: s.f. Autumn ( = sarat, q.v.): — sarad-pūno, s.f. The day of full moon in the month Asin (regarded as the…",Cold; War; lonely; cold; Sometimes
1861,سپاہی,soldier,4.52,Kaikki+ReadUrdu+word2word,"a brave person; soldier, fighter; policeman; constable",soldier,soldier; soldiers; ease; attacks; symbol
1862,صف,row; rank,4.52,ReadUrdu+word2word,,"(inf. n. of صفّ 'to set or place in a row,' &c.), s.f. A rank, row, line, file, series, order; a company of…",row; Second; rank; Warrior; joined
1863,غالبا,probably; for the most part; apparently,4.52,Kaikki+ReadUrdu,"probably, apparently, for the most part, mostly, chiefly","adv. probably, apparently, for the most part, mostly, chiefly | Platts: (acc. of g̠ālib), adv. Most probably; apparently; for the most part, mostly, chiefly, principally; upon the…",
1864,مشاہدہ,observation; witness; contemplation,4.52,Kaikki+ReadUrdu+word2word,observation; contemplation; sight; vision,"n. observation; witnessing; beholding; contemplation | Platts: (for A. مشاهدة mushāhadat, inf. n. of شاهد, iii of (and syn. with) شہِد 'to witness, to see or behold (a…",witness; protection; want; program; !
1865,مقدمات,cases,4.52,ReadUrdu+word2word,,"s.m. pl. (of next, q.v.), Preambles, prefaces, premisses, preliminaries; pre-requisites; — law-suits, cases;…",cases; inadvertently; wittingly; collect; perhaps
1866,منسوخ,cancelled; abolished; annulled,4.52,Kaikki+ReadUrdu,"cancelled, abolished, annulled, repealed, abrogated, erased","adj. cancelled, abolished, annulled, repealed, abrogated, erased | Platts: (pass. part. of نسخ 'to cancel,' &c.), part. Cancelled, abolished, abrogated, annulled, repealed; effaced,…",Latin; en; flights; route; artillery
1867,پریشانی,Trouble,4.52,ReadUrdu+word2word,,"distress, trouble",problems; cause; Trouble; any; won
1868,پیروی,follow; pleading; recommendation,4.52,Kaikki+ReadUrdu+word2word,"pleading; recommendation; pursuit, following, devotion, obedience","pleading; recommendation; pursuit, following, devotion, obedience",follow; followed; Or; FOLLOW; ROUTE
1869,چاہا,wanted,4.52,word2word+ReadUrdu,,s.m. A snipe; a sand-piper. | also: perfective masculine of چاہْنا (cāhnā — to want),wanted; hurt; never; anybody; wouldn
1870,کمر,waist; loin; a sheath,4.52,Kaikki+ReadUrdu,a sheath; waist; loin; girdle; sash,"n. waist; loin; girdle; sash; a sheath | Platts: s.f. The loins, the waist; a girdle, zone, belt; the middle (of a mountain, &c.); the flank (of an army)…",Watch; gearing; potato; basically; big
1871,گردن,neck,4.52,Kaikki+ReadUrdu+word2word,neck,"n. neck | Platts: (gard, q.v.+Zend ana = S. अन], s.f. The neck: — gardan uṛānā, or gardan kāṭnā, or gardan mārnā (-kī), To…",neck; nape; -Drop; Watch; titan
1872,ہرگز,ever; at any time,4.52,Kaikki+ReadUrdu,"ever, at any time","adv. ever, at any time | Platts: (prop. hargaz), adv. At any time, ever; — always: — hargiz nahīṅ, or hargiz — na, adv. Never; — on no account",WAY; NO; Of; course; Sophisticated
1873,ہستی,being; existence; personality,4.52,Kaikki+ReadUrdu,"existence, being; personality, entity","n. existence, being; personality, entity | Platts: s.f. Being, existence; entity; world; life; — wealth, riches; — worth, merit",A; saint
1874,یونس,Book of Jonah; Jonas,4.52,Kaikki+ReadUrdu,"Book of Jonah; Jonah, Jonas (prophet)","name: Jonah, Jonas (prophet); Book of Jonah | Platts: s.m. Jonah (the prophet)",
1875,آغا,Mr,4.51,Kaikki+ReadUrdu,Mr; lord; owner,"n. Mr.; sir, gentleman; master | Platts: s.m. Lord, chief, master ( = آقا āqā); a Mog̠al, — generally a Mog̠al trader from Kābul",
1876,تارکین,immigrants; sacrificers,4.51,Kaikki+ReadUrdu+word2word,immigrants; sacrificers,immigrants; sacrificers,victims; immigrants; clearer; turf; picture
1877,ترجیح,prefer; priority; precedence,4.51,Kaikki+ReadUrdu+word2word,"priority; preference, precedence","n. preference, precedence; priority | Platts: s.f. Gaining a superiority; superiority, preference, excellence, pre-eminence, precedence: — tarjīḥ-ě-bilā…",prefer; priority; live; dealer; reveal
1878,جدا,different; separate; apart,4.51,Kaikki+ReadUrdu,"different, unrelated; separate, apart, split","adj. separate, apart, split; different, unrelated | Platts: adj. Separated, parted; separate, distinct, away, apart, aside, asunder, absent; different; peculiar;…",
1879,داغ,spot; a stain,4.51,Kaikki+ReadUrdu,"a stain, spot","n. a stain, spot | Platts: s.m. A mark burnt in, a brand, cautery; mark, spot, speck; stain; stigma; blemish; iron-mould; freckle; pock;…",singed; commended; Father; threw; Like
1880,دربار,royal court; hall of royal audience; court gathering,4.51,Kaikki+ReadUrdu,"hall of royal audience; durbar, royal court, palace; audience hall, court of a noble","n. durbar, royal court, palace; royal audience (prominent citizen's gathering to meet bureaucrats), court gathering; audience hall, court of a noble | Platts: s.m. A house, dwelling; court, area; hall of audience, court; holding of a court, a levee; royal audience…",
1881,سبھا,meeting; assembly; council,4.51,Kaikki+ReadUrdu,"meeting; association; assembly, council","assembly, council; meeting; association",
1882,سجدہ,prostration,4.51,Kaikki+ReadUrdu,prayer; prostration; the name of the 32nd chapter of the Qur'an,prostration (in prayer),
1883,سرحدی,border,4.51,ReadUrdu+word2word,,border (of or pertaining to a border),crossing; at; border; spots; attempt
1884,سچائی,truth,4.51,Kaikki+ReadUrdu+word2word,truth; reality; accuracy,"truth, truthfulness",truth; restricted; Truth; anyways; sanctuary
1885,ضمیر,conscience; minds,4.51,Kaikki+ReadUrdu+word2word,"pronoun; a kept secret; conscience; mind, heart",conscience,conscience; fears; overpowered; consciences; minds
1886,فقہ,knowledge; understanding; fiqh,4.51,Kaikki+ReadUrdu,"fiqh, jurisprudence; knowledge, understanding","n. knowledge, understanding; fiqh, jurisprudence | Platts: (inf. n. of فقه 'to possess knowledge' (esp. of the law)), s.f. Knowledge, understanding (esp. of the law); —…",
1887,قبرستان,cemetery; graveyard,4.51,Kaikki+ReadUrdu,cemetery; graveyard,cemetery; graveyard,
1888,قصہ,story; tale,4.51,Kaikki+ReadUrdu,"story, tale","n. story, tale | Platts: (for A. قصة qiṣṣat, n. of un. fr. قصّ 'to cut; to explain,' &c.), s.m. A tale, story, narration; a romance; a…",see; Make; sure; any; let
1889,لاپتہ,missing; unknown,4.51,Kaikki+ReadUrdu+word2word,missing; unknown,missing; unknown,missing; may; event; point; person
1890,مادہ,female; matter,4.51,Kaikki+ReadUrdu,female; matter,"n. female; matter | Platts: adj. & s.f. Female; — a female; pair (of a bird, &c.): — māda peć, A female screw: — māda keʼoṛā (dialec.)…",discharge; psychiatric; dishonorable; putting; plead
1891,مستحق,deserve; poor; worthy,4.51,Kaikki+ReadUrdu+word2word,"poor, bankrupt; deserving, worthy","n. deserving, worthy; poor, bankrupt | Platts: (pass. & act. part. of استحق 'to demand as a right or due; to have a just title or claim to,' x of حقّ 'to be…",deserve; deserved; deserves; Which; destined
1892,ملازم,employee,4.51,ReadUrdu+word2word,,"employee, servant",employee; month; legally; inform; employ
1893,مندر,Temple; place or house of worship,4.51,Kaikki+ReadUrdu+word2word,"a Hindu temple; temple, place or house of worship","n. a Hindu temple; temple, place or house of worship | Platts: adj. Slow, tardy, sluggish, &c. (i.q. mand, q.v.); large, bulky; thick, dense; firm…",Temple; sacred; temple; frat; smash
1894,نفاذ,enforcement; promulgation,4.51,Kaikki+ReadUrdu,enforcement; promulgation,"n. enforcement; promulgation | Platts: (inf. n. of نفذ 'to penetrate, pervade,' &c.), s.m. Penetrating, pervading, piercing through; penetration; —…",
1895,کلمہ,word; saying; speech,4.51,Kaikki+ReadUrdu,word; saying; speech,"n. word; speech; saying | Platts: (for A. کلمة kalimat; see kalām), s.m. A word, speech, saying, discourse; a vocable, part of speech…",
1896,یہیں,here; right,4.51,ReadUrdu+word2word,,right here,here; right; Right; HERE; RIGHT
1897,بدر,out of doors; outside; full moon,4.50,Kaikki+ReadUrdu,"full moon; dried ginger; outside, out of doors, without","adv. outside, out of doors, without | n. full moon; an Indian jujube (Ziziphus mauritiana) or its fruit; a kernel of the fruit of the cotton plant | Platts: s.m. The full moon ( = pūrā ćāṅd)",
1898,برباد,ruined; destroyed,4.50,Kaikki+ReadUrdu+word2word,ruined; destroyed,ruined; destroyed,ruined; waste; wasted; wasting; ruining
1899,تسلی,satisfaction; contentment; comfort,4.50,Kaikki+ReadUrdu,"contentment, satisfaction, consolation, comfort, solace, assurance","n. contentment, satisfaction, consolation, comfort, solace, assurance | Platts: s.f. lit. 'Being diverted (from) the remembrance (of)'; consolation, comfort, solace; assurance…",calm; down; let; terminal; adventure
1900,تلوار,sword,4.50,Kaikki+ReadUrdu+word2word,a sword,"n. a sword | Platts: s.f. A sword ( = tarwār): — talwār bajnā, v.n. Sword to resound; to be busy with (one's) sword: — talwār…",sword; honor; taking; Give; shuffling
1901,خالص,pure,4.50,ReadUrdu+word2word,,"(fr. خلص 'to become clear,' &c.), adj. Clear, pure, sheer, free from admixture; genuine, sincere; — s.m. A…",pure; blackmail; longer; As; coexist
1902,دادا,grandfather; elder brother; respectful address for an older / elderly man,4.50,Kaikki+ReadUrdu+word2word,a dad; Guru; master; elder brother,n. paternal grandfather; respectful address for an older / elderly man; a man who has raised or fostered a child like his own | Platts: s.m. A paternal grandfather; — an elder brother; a term of veneration or respect addressed to Brāhmans by…,grandfather; fathers; sons; bury; peace
1903,رفتہ,gone,4.50,Kaikki+ReadUrdu,gone; lost; defunct,"adj. gone; departed; deceased | Platts: (perf. part. of raftan, q.v.; and = S. सृप्त), part. Gone, past, departed; deceased, defunct; lost: —…",
1904,صداقت,the truth; friendship; truthfulness,4.50,Kaikki+ReadUrdu,the truth; friendship; authenticity,"n. the truth; truthfulness; honesty; sincerity; friendship | Platts: (for A. صداقة, v.n. fr. صدق 'to speak truth,' &c.), s.f. True or sincere friendship; love, affection;…",
1905,ضبط,seize; confiscate; control,4.50,Kaikki+ReadUrdu+word2word,"control, composure; seized, confiscated; seizing, confiscation","adj. seized, confiscated | n. seizing, confiscation; control, composure | Platts: (inf. n. of ضبط 'to keep, preserve'; 'to withhold, restrain,' &c.), s.m. Keeping, taking care of, guarding,…",seize; confiscate; discipline; drugs; supposed
1906,عمومی,general,4.50,Kaikki+ReadUrdu,general,general,
1907,فلسفہ,Philosophy,4.50,Kaikki+ReadUrdu+word2word,philosophy,"(for A. فلسفة falsafat; fr. failasūf, q.v.), s.f. Philosophy; science",Philosophy; tautology; philosophy; With; It
1908,لڑ,fighting,4.50,ReadUrdu+word2word,,"infinitive of لَڑْنا (laṛnā — to fight, combat; battle) | also: masculine singular of لَڑْنا (laṛnā — to fight, combat; battle)",fighting; possessed; -Like; fight; Mad
1909,ماسٹر,Master; teacher,4.50,Kaikki+ReadUrdu+word2word,master; teacher,master; teacher,Master; Wayne; receiving; software; master
1910,وارث,heir; inherit,4.50,Kaikki+ReadUrdu+word2word,"heir, inheritor","n. heir, inheritor | Platts: (act. part. of ورث 'to receive by inheritance'), s.m. Heir; legatee; — owner, master, lord; protector…",heir; Waynes; cellar; inherit; wine
1911,وسعت,space; convenience; amplitude,4.50,Kaikki+ReadUrdu,"convenience, leisure, ease; amplitude, space, extent, vastness","n. amplitude, space, extent, vastness; convenience, leisure, ease | Platts: (for A. وسعة, fr. وسع wusʻ, 'capacity,' &c., v.n. fr. وَسِعَ), s.f. Latitude; amplitude; spaciousness;…",
1912,کور,blind; splinter,4.50,Kaikki+ReadUrdu,blind; crore; splinter,"adj. blind; cruel, harsh, vile, inauspicious; hurt, wounded | n. point, tip; side, edge; splinter | Platts: s.m. A braid or fillet of hair",Corps; core; Cover; covers; Know
1913,اصحاب,masters; lords,4.49,Kaikki+ReadUrdu,"masters, lords","n. masters, lords | Platts: s.m. pl. (of صاحب ṣāḥib), Lords, masters, possessors; grandees… | also: plural formal of صاحِب (sāhib — sir)",
1914,انا,Ego,4.49,ReadUrdu+word2word,,"ego, self-respect",Ego; bureaucrats; lot; see; know
1915,انگلستان,England; Inglistan,4.49,Kaikki+ReadUrdu,"England, Inglistan (a constituent country of the United Kingdom)","name: England, Inglistan (a constituent country of the United Kingdom) | Platts: (i.e. 'English'+stān), s.m. England",
1916,تجھ,Early Modern English thee; intimate or very polite: thee; second-person singular objective personal pronoun,4.49,Kaikki+ReadUrdu,"you, thee, Early Modern English thee; second-person singular objective personal pronoun, intimate or very polite: thee; second-person singular objective personal pronoun: (oblique case) you, thee; Early Modern English thee","pron. second-person singular objective personal pronoun: (oblique case) you, thee; Early Modern English thee.; second-person singular objective personal pronoun, intimate or very polite: thee | det. you, thee, Early Modern English thee. | also: indirect of تُو (tū — the individual spoken or written to; you, thou, Ea)",Looking; respect; huh; Why; should
1917,خالق,Creator; an epithet for God,4.49,Kaikki+ReadUrdu+word2word,"creator, an epithet for God","n. creator, an epithet for God | Platts: (act. part. n. of خلق 'to measure,' &c.), s.m. The Creator, the Great Creator, the Originator",Creator; Whirling; Himself; blades; blessed
1918,خوشبو,fragrance,4.49,Kaikki+ReadUrdu,"perfume, cologne; pleasant-smell; sweet-smell; fragrance, scent; odor, aroma",fragrance,
1919,داستان,tale,4.49,Kaikki+ReadUrdu,"story, tale, narrative","tale, legend",Dastan; excelled; gotten; selling; leads
1920,ذوق,taste; interest; flavor,4.49,Kaikki+ReadUrdu,"taste, flavor; taste, interest; pleasure, delight","n. taste, flavor; taste, interest; pleasure, delight | Platts: (inf. n. of ذاق 'to taste'), s.m. Taste, enjoyment, delight, joy, pleasure, voluptuousness: — ẕauq-se, adv.…",
1921,روزنامہ,newspaper,4.49,Kaikki+ReadUrdu,newspaper,newspaper,
1922,عابد,devoted; believer; worshipper,4.49,Kaikki+ReadUrdu,devoted; believer; worshipper,"adj. godly, pious; devoted | n. worshipper; believer | name: a male given name, Abid | Platts: (act. part. of عبد 'to serve, worship,' &c.), s.m. A server, worshipper, adorer (of God), a votary, a…",
1923,لعنت,curse; anathema; imprecation,4.49,Kaikki+ReadUrdu+word2word,"curse, anathema, imprecation","n. curse, anathema, imprecation | Platts: (for A. لعنة, n. of un. fr. laʻn, q.v.), s.f. A curse, an imprecation, anathema, execration; objurgation,…",Fuck; curse; Shit; fuck; cursed
1924,ٹرک,trucks,4.49,Kaikki+ReadUrdu+word2word,truck,truck,trucks; TRUCK; Trucks; supplies; driving
1925,چراغ,lamp,4.49,Kaikki+ReadUrdu,lamp; light,lamp,
1926,چپ,quiet; still; silent,4.49,Kaikki+ReadUrdu+word2word,"still; silent, quiet","adj. silent, quiet; still | Platts: adj. & s.m. Left (hand or side); discordant, inharmonious; unlucky, sinister…",quiet; Quiet; Shut; up; shut
1927,گانا,singing; song,4.49,Kaikki+ReadUrdu+word2word,song; to sing,"n. song | v. to sing | Platts: v.t. and n. To sing, chant, to celebrate; to sing the praises of, to laud; — to relate, describe…",sweetly; singing; ye; bubble; sing
1928,گھنٹہ,hour,4.49,Kaikki+ReadUrdu+word2word,bell; hour; clock,hour,hour; YEAH; 242; per; unidentified
1929,استحکام,stability; establishment; courage,4.48,Kaikki+ReadUrdu+word2word,"courage; establishment, stability, firmness, corroboration, ratification, fastness, prolongation","n. establishment, stability, firmness, corroboration, ratification, fastness, prolongation; courage | Platts: s.m. Firmness, strength; confirmation, corroboration, ratification; fixity: — istěḥkām denā (-ko), To…",find; their; or; populace; stability
1930,تیر,bank,4.48,Kaikki+ReadUrdu,bank; beam; edge,"n. shore; bank; margin | adj. passed; spent (time) | Platts: s.m. Shore, bank; margin, brink, edge; — postpn. & adv. Near (to, -ke), close at hand: — tīra-bhukti, s.m.…",swim; arrow; swept; Kushkan; An
1931,ذخیرہ,stored,4.48,Kaikki+ReadUrdu+word2word,outhouse; storehouse,"hoard, cache; storehouse; stock, provisions",bachelor; stored; university; central; needed
1932,رزق,daily bread,4.48,Kaikki+ReadUrdu,"allowance; income, wages; daily bread, sustenance","livelihood, daily bread",Palestinian; soil; lie; Do; go
1933,روپیہ,rupee,4.48,Kaikki+ReadUrdu,cash; rupee; silver coin,rupee,
1934,سستی,laziness; sloth,4.48,Kaikki+ReadUrdu,"laziness, sloth","n. laziness, sloth | adj. feminine of سَسْتَا (sastā, “cheap”) | Platts: s.f. Heaviness, languor, dulness, inactivity, depression (of a market, &c.), relaxation, feebleness… | also: feminine singular of سَسْتا (sastā — cheap, inexpensive)",books; read; masks; latex; face
1935,سچا,true,4.48,Kaikki+ReadUrdu+word2word,true; loyal; strong,"adj. truthful, honest; true; real, genuine | Platts: adj. (f. -ī), True, genuine, real; pure, unalloyed; truthful, veracious; ingenuous, honest, sincere;…",true; True; prince; friend; library
1936,مسیحی,Christians,4.48,Kaikki+ReadUrdu+word2word,Christian,adj. Christian; relating to Christianity or Christ.; Anno Domini; Christian Era | n. Christian,baptized; heathen; Christians; yourself; Two
1937,منتظر,Waiting,4.48,ReadUrdu+word2word,,"waiting, expectant",Waiting; step; Barcelona; approach; Got
1938,نرم,soft,4.48,Kaikki+ReadUrdu+word2word,mild; soft; bendy,"adj. soft; smooth; sleek | Platts: adj. Soft (to the touch); smooth, sleek; ductile, plastic; — mild, tender, gentle, easy, yielding (as a…",soft; gentle; Soft; stoop; countries
1939,نصاب,capital; wealth; syllabus,4.48,Kaikki+ReadUrdu,"capital, wealth; syllabus, curriculum","n. syllabus, curriculum; capital, wealth | Platts: [inf. n. of ناصب, iii of نصب 'to erect, establish,' &c.), s.f. A certain estate, or number of cattle, for…",
1940,نصیحت,advice; counsel,4.48,Kaikki+ReadUrdu,"advice, counsel, suggestion","counsel, moral advice",son; packing; rucksack; while; her
1941,پہاڑی,mountain; HILL,4.48,ReadUrdu+word2word,,"hill, small mountain",mountain; HILL; UP; GOTTA; hill
1942,چودہ,Fourteen,4.48,Kaikki+ReadUrdu+word2word,fourteen,fourteen,Fourteen; intercept; FOURTEEN-THIRTY; minutes; to
1943,کرسی,chair,4.48,Kaikki+ReadUrdu+word2word,chair,n. chair | Platts: s.f. Dung; a piece of dry cow-dung,chair; Or; Why; tell; didn
1944,گرمی,heat; summer,4.48,Kaikki+ReadUrdu+word2word,"heat; anger, rage; love, cordiality","n. heat; summer (season of the year); excitement, passion, ardour | Platts: s.f. Heat, warmth; warm or hot weather, the hot season; warmth, glow; fervour, fervency, ardour; activity,…",heat; warmth; mercenaries; summer; Have
1945,گہرا,deep,4.48,Kaikki+ReadUrdu+word2word,deep,"adj. deep | Platts: adj. (f. -ī), Deep, profound; important, weighty, grave; difficult; — deep-seated; — sound (as sleep); —…",deep; very; got; omoplata; ties
