rank,front,meaning,wordfreq_zipf,semantic_support,kaikki_meaning,readurdu_meaning,word2word_meaning
1877,ضبط,seized; confiscated,4.50,Kaikki+ReadUrdu+word2word,"control, composure; seized, confiscated; seizing, confiscation","adj. seized, confiscated | n. seizing, confiscation; control, composure | Platts: (inf. n. of ضبط 'to keep, preserve'; 'to withhold, restrain,' &c.), s.m. Keeping, taking care of, guarding,…",seize; confiscate; discipline; drugs; supposed
1878,عمومی,general,4.50,Kaikki+ReadUrdu,general,general,
1879,فلسفہ,philosophy,4.50,Kaikki+ReadUrdu+word2word,philosophy,"(for A. فلسفة falsafat; fr. failasūf, q.v.), s.f. Philosophy; science",Philosophy; tautology; philosophy; With; It
1880,لڑ,fighting,4.50,ReadUrdu+word2word,,"infinitive of لَڑْنا (laṛnā — to fight, combat; battle) | also: masculine singular of لَڑْنا (laṛnā — to fight, combat; battle)",fighting; possessed; -Like; fight; Mad
1881,ماسٹر,master; teacher,4.50,Kaikki+ReadUrdu+word2word,master; teacher,master; teacher,Master; Wayne; receiving; software; master
1882,وارث,heir; inheritor,4.50,Kaikki+ReadUrdu+word2word,"heir, inheritor","n. heir, inheritor | Platts: (act. part. of ورث 'to receive by inheritance'), s.m. Heir; legatee; — owner, master, lord; protector…",heir; Waynes; cellar; inherit; wine
1883,وسعت,space; convenience,4.50,Kaikki+ReadUrdu,"convenience, leisure, ease; amplitude, space, extent, vastness","n. amplitude, space, extent, vastness; convenience, leisure, ease | Platts: (for A. وسعة, fr. وسع wusʻ, 'capacity,' &c., v.n. fr. وَسِعَ), s.f. Latitude; amplitude; spaciousness;…",
1884,کور,blind; splinter,4.50,Kaikki+ReadUrdu,blind; crore; splinter,"adj. blind; cruel, harsh, vile, inauspicious; hurt, wounded | n. point, tip; side, edge; splinter | Platts: s.m. A braid or fillet of hair",Corps; core; Cover; covers; Know
1885,اصحاب,masters; lords,4.49,Kaikki+ReadUrdu,"masters, lords","n. masters, lords | Platts: s.m. pl. (of صاحب ṣāḥib), Lords, masters, possessors; grandees… | also: plural formal of صاحِب (sāhib — sir)",
1886,انا,ego,4.49,ReadUrdu+word2word,,"ego, self-respect",Ego; bureaucrats; lot; see; know
1887,انگلستان,England; Inglistan,4.49,Kaikki+ReadUrdu,"England, Inglistan (a constituent country of the United Kingdom)","name: England, Inglistan (a constituent country of the United Kingdom) | Platts: (i.e. 'English'+stān), s.m. England",
1888,تجھ,intimate or very polite: thee; Early Modern English thee,4.49,Kaikki+ReadUrdu,"you, thee, Early Modern English thee; second-person singular objective personal pronoun, intimate or very polite: thee; second-person singular objective personal pronoun: (oblique case) you, thee; Early Modern English thee","pron. second-person singular objective personal pronoun: (oblique case) you, thee; Early Modern English thee.; second-person singular objective personal pronoun, intimate or very polite: thee | det. you, thee, Early Modern English thee. | also: indirect of تُو (tū — the individual spoken or written to; you, thou, Ea)",Looking; respect; huh; Why; should
1889,خالق,creator; an epithet for God,4.49,Kaikki+ReadUrdu+word2word,"creator, an epithet for God","n. creator, an epithet for God | Platts: (act. part. n. of خلق 'to measure,' &c.), s.m. The Creator, the Great Creator, the Originator",Creator; Whirling; Himself; blades; blessed
1890,خوشبو,fragrance,4.49,Kaikki+ReadUrdu,"perfume, cologne; pleasant-smell; sweet-smell; fragrance, scent; odor, aroma",fragrance,
1891,داستان,tale,4.49,Kaikki+ReadUrdu,"story, tale, narrative","tale, legend",Dastan; excelled; gotten; selling; leads
1892,ذوق,taste; interest,4.49,Kaikki+ReadUrdu,"taste, flavor; taste, interest; pleasure, delight","n. taste, flavor; taste, interest; pleasure, delight | Platts: (inf. n. of ذاق 'to taste'), s.m. Taste, enjoyment, delight, joy, pleasure, voluptuousness: — ẕauq-se, adv.…",
1893,روزنامہ,newspaper,4.49,Kaikki+ReadUrdu,newspaper,newspaper,
1894,عابد,devoted; believer,4.49,Kaikki+ReadUrdu,devoted; believer; worshipper,"adj. godly, pious; devoted | n. worshipper; believer | name: a male given name, Abid | Platts: (act. part. of عبد 'to serve, worship,' &c.), s.m. A server, worshipper, adorer (of God), a votary, a…",
1895,لعنت,curse; anathema,4.49,Kaikki+ReadUrdu+word2word,"curse, anathema, imprecation","n. curse, anathema, imprecation | Platts: (for A. لعنة, n. of un. fr. laʻn, q.v.), s.f. A curse, an imprecation, anathema, execration; objurgation,…",Fuck; curse; Shit; fuck; cursed
1896,ٹرک,truck,4.49,Kaikki+ReadUrdu+word2word,truck,truck,trucks; TRUCK; Trucks; supplies; driving
1897,چراغ,lamp,4.49,Kaikki+ReadUrdu,lamp; light,lamp,
1898,چپ,quiet; still,4.49,Kaikki+ReadUrdu+word2word,"still; silent, quiet","adj. silent, quiet; still | Platts: adj. & s.m. Left (hand or side); discordant, inharmonious; unlucky, sinister…",quiet; Quiet; Shut; up; shut
1899,گانا,to sing; song,4.49,Kaikki+ReadUrdu+word2word,song; to sing,"n. song | v. to sing | Platts: v.t. and n. To sing, chant, to celebrate; to sing the praises of, to laud; — to relate, describe…",sweetly; singing; ye; bubble; sing
1900,گھنٹہ,hour,4.49,Kaikki+ReadUrdu+word2word,bell; hour; clock,hour,hour; YEAH; 242; per; unidentified
1901,استحکام,stability; establishment,4.48,Kaikki+ReadUrdu+word2word,"courage; establishment, stability, firmness, corroboration, ratification, fastness, prolongation","n. establishment, stability, firmness, corroboration, ratification, fastness, prolongation; courage | Platts: s.m. Firmness, strength; confirmation, corroboration, ratification; fixity: — istěḥkām denā (-ko), To…",find; their; or; populace; stability
1902,تیر,bank,4.48,Kaikki+ReadUrdu,bank; beam; edge,"n. shore; bank; margin | adj. passed; spent (time) | Platts: s.m. Shore, bank; margin, brink, edge; — postpn. & adv. Near (to, -ke), close at hand: — tīra-bhukti, s.m.…",swim; arrow; swept; Kushkan; An
1903,ذخیرہ,storehouse,4.48,Kaikki+ReadUrdu+word2word,outhouse; storehouse,"hoard, cache; storehouse; stock, provisions",bachelor; stored; university; central; needed
1904,رزق,daily bread,4.48,Kaikki+ReadUrdu,"allowance; income, wages; daily bread, sustenance","livelihood, daily bread",Palestinian; soil; lie; Do; go
1905,روپیہ,rupee,4.48,Kaikki+ReadUrdu,cash; rupee; silver coin,rupee,
1906,سستی,laziness; sloth,4.48,Kaikki+ReadUrdu,"laziness, sloth","n. laziness, sloth | adj. feminine of سَسْتَا (sastā, “cheap”) | Platts: s.f. Heaviness, languor, dulness, inactivity, depression (of a market, &c.), relaxation, feebleness… | also: feminine singular of سَسْتا (sastā — cheap, inexpensive)",books; read; masks; latex; face
1907,سچا,true,4.48,Kaikki+ReadUrdu+word2word,true; loyal; strong,"adj. truthful, honest; true; real, genuine | Platts: adj. (f. -ī), True, genuine, real; pure, unalloyed; truthful, veracious; ingenuous, honest, sincere;…",true; True; prince; friend; library
1908,مسیحی,Christian,4.48,Kaikki+ReadUrdu+word2word,Christian,adj. Christian; relating to Christianity or Christ.; Anno Domini; Christian Era | n. Christian,baptized; heathen; Christians; yourself; Two
1909,منتظر,waiting,4.48,ReadUrdu+word2word,,"waiting, expectant",Waiting; step; Barcelona; approach; Got
1910,نرم,soft,4.48,Kaikki+ReadUrdu+word2word,mild; soft; bendy,"adj. soft; smooth; sleek | Platts: adj. Soft (to the touch); smooth, sleek; ductile, plastic; — mild, tender, gentle, easy, yielding (as a…",soft; gentle; Soft; stoop; countries
1911,نصاب,capital; wealth,4.48,Kaikki+ReadUrdu,"capital, wealth; syllabus, curriculum","n. syllabus, curriculum; capital, wealth | Platts: [inf. n. of ناصب, iii of نصب 'to erect, establish,' &c.), s.f. A certain estate, or number of cattle, for…",
1912,نصیحت,counsel,4.48,Kaikki+ReadUrdu,"advice, counsel, suggestion","counsel, moral advice",son; packing; rucksack; while; her
1913,پہاڑی,hill,4.48,ReadUrdu+word2word,,"hill, small mountain",mountain; HILL; UP; GOTTA; hill
1914,چودہ,fourteen,4.48,Kaikki+ReadUrdu+word2word,fourteen,fourteen,Fourteen; intercept; FOURTEEN-THIRTY; minutes; to
1915,کرسی,chair,4.48,Kaikki+ReadUrdu+word2word,chair,n. chair | Platts: s.f. Dung; a piece of dry cow-dung,chair; Or; Why; tell; didn
1916,گرمی,heat; summer,4.48,Kaikki+ReadUrdu+word2word,"heat; anger, rage; love, cordiality","n. heat; summer (season of the year); excitement, passion, ardour | Platts: s.f. Heat, warmth; warm or hot weather, the hot season; warmth, glow; fervour, fervency, ardour; activity,…",heat; warmth; mercenaries; summer; Have
1917,گہرا,deep,4.48,Kaikki+ReadUrdu+word2word,deep,"adj. deep | Platts: adj. (f. -ī), Deep, profound; important, weighty, grave; difficult; — deep-seated; — sound (as sleep); —…",deep; very; got; omoplata; ties
1918,اصطلاح,term; idiom,4.47,Kaikki+ReadUrdu+word2word,"idiom, term, vocable","n. idiom, term, vocable | Platts: s.f. Phrase, phraseology, idiom, usage; accepted signification, conventional meaning; conventional term,…",SLANG; TERM; DID; IS; KNOW
1919,انجن,Engine,4.47,ReadUrdu+word2word,,"(corr. from the English), s.m. Engine, steam-engine",ENGINE; REVS; JUST; TURNS; OVER
1920,بھٹی,furnace,4.47,Kaikki+ReadUrdu,furnace,furnace,
1921,بیٹھنے,sit,4.47,ReadUrdu+word2word,,infinitive indirect of بَیٹھنا (baiṭhnā — to sit),sit; dither; fuck; -l; think
1922,تفتیش,investigation,4.47,ReadUrdu+word2word,,"investigation, inquiry",one-on-one; luck; disturbance; investigate; personally
1923,تیرا,intimate or very polite: thine; second-person singular possessive pronoun,4.47,Kaikki+ReadUrdu,"second-person singular possessive pronoun, intimate or very polite: thine; second-person singular possessive determiner, intimate or very polite: thy; second-person singular possessive determiner: your, thy; Early Modern English thy","pron. second-person singular possessive pronoun: yours, thine; Early Modern English thine.; second-person singular possessive pronoun, intimate or very polite: thine | det. second-person singular possessive determiner: your, thy; Early Modern English thy.; second-person singular possessive determiner, intimate or very polite: thy | Platts: pron. (gen. sing. of tū), Thy, thine: — terā-merā, s.m. terī-merī, s.f. Angry",called; uh; Ramzi; Yousef; 90s
1924,زبردستی,oppression; injustice,4.47,Kaikki+ReadUrdu,"oppression, injustice; forcefulness; coercion (act of forcing)","forcefulness; coercion (act of forcing); oppression, injustice",affidavit; separation; confirming; obtain; reasons
1925,ستم,tyranny; cruelty,4.47,Kaikki+ReadUrdu,"tyranny; injustice, cruelty","tyranny, cruelty",IRONIC; S; IT; '
1926,سونا,gold; empty,4.47,Kaikki+ReadUrdu+word2word,gold; void; empty,"adj. empty; hollow; unoccupied | n. void; emptiness; gold | v. to sleep; to fall asleep; to repose | Platts: adj. & s.m. Void, empty, &c. ( = sūn, or sun, q.v.); hollow; deserted, desolate; ruined; unoccupied,…",hoi; gold; or; braided; pearls
1927,صلاح,counsel; advice,4.47,Kaikki+ReadUrdu+word2word,"advice, counsel","n. advice, counsel | Platts: (inf. n. of صلح 'to be good, right, just, &c.), s.f. Goodness (of character, or of state or condition);…",assembly; admittedly; believes; absolutely; counsel
1928,طیب,good; pleasant,4.47,Kaikki+ReadUrdu,"good, pleasant, agreeable, sweet; a fragrant substance, a perfume, odour; the most excellent (of any sort or thing), the essence, the cream (of)","adj. good, pleasant, agreeable, sweet | n. a fragrant substance, a perfume, odour; the most excellent (of any sort or thing), the essence, the cream (of) | Platts: (inf. n. of طيب 'to be good, or pleasant,' &c.), s.m. A fragrant substance, a perfume, odour; — the most…",
1929,عیسائی,Christian,4.47,Kaikki+ReadUrdu+word2word,Christian,"adj. Christian | n. Christian | Platts: (rel. n. fr. عيسي ʻīsā), adj. & s.m. Christian; — a Christian: — ʻīsāʼī honā or ho-jānā, To become a…",Christian; Christians; am; baptized; as
1930,مزدور,worker; porter,4.47,Kaikki+ReadUrdu,"labourer, worker; porter, carrier, coolly","n. labourer, worker; porter, carrier, coolly | Platts: s.m. A hired labourer, hireling; carrier, porter, cooly: — mazdūr-paṭṭī, s.f. A tax (formerly levied) on…",SCAN; WHIRRING; isn; (; )
1931,معاشرہ,society,4.47,Kaikki+ReadUrdu+word2word,society; community,society,dividing; aptitude; society; created; plays
1932,ملنا,to be found; to meet,4.47,Kaikki+ReadUrdu+word2word,"to be found; to be joined; to blend, mix","v. to be found; to be joined; to meet, encounter, mingle | Platts: v.t. To rub; to rub down (a horse); to scrub, scour; to furbish; to anoint; — to grind; to tread on, trample…",meet; obsessed; demands; proposals; concrete
1933,مچھلی,fish,4.47,Kaikki+ReadUrdu+word2word,fish,fish,fish; feeder; goldfish; receipt; gives
1934,گھڑی,watch; time,4.47,Kaikki+ReadUrdu+word2word,"hour, time; clock, watch","clock, watch; hour, time",watch; Sandglass; Lord; Opening; seal
1935,ایجاد,invention,4.46,ReadUrdu+word2word,,"s.m. Creation, production; invention, contrivance: — ījād karnā, v.t. To create, produce, originate, invent,…",invented; invents; ain; Words; invent
1936,باغی,insurgent; recalcitrant,4.46,Kaikki+ReadUrdu,mutineer; insurgent; recalcitrant,"adj. rebel, rebellious, disloyal; recalcitrant; grown in plantation or a garden. | n. traitor, rebel; insurgent; mutineer | Platts: (act. part. of بغي, 'to seek,' &c.), adj. & s.m. Revolting, rebellious, disloyal; — revolter, rebel, traitor,…",revolting; is; He; !
1937,بت,line; mark,4.46,Kaikki+ReadUrdu,line; mark; statue,"n. shipworm; line; mark | Platts: s.m. The worm which is destructive to shipping, ship-worm, Teredo",idol; biggest; from; appreciation; idea
1938,بھرتی,enlistment,4.46,ReadUrdu+word2word,,"filling, stocking; enlistment; enrolment, admittance",enlistment; enlisted; Recruits; enlisting; twice
1939,تحریری,Written,4.46,ReadUrdu+word2word,,"adj. Written, in writing (e.g. taḥrīrī s̤ubūt, 'written proof')",writing; have; You; in; that
1940,تحفہ,gift,4.46,Kaikki+ReadUrdu+word2word,"rarity; curiosity; gift, present",gift,gift; someone; holiest; meantime; lands
1941,درکار,need,4.46,Kaikki+ReadUrdu+word2word,need,"adj. needed, required | n. need",need; finding; Baghdad; form; document
1942,شہزادہ,prince,4.46,Kaikki+ReadUrdu+word2word,"prince (a king's son, grandson or other male descendant)",prince,Prince; prince; Such; Walk; dispatches
1943,صحرا,desert,4.46,Kaikki+ReadUrdu+word2word,desert,desert,desert; Desert; Storm; frame; arranged
1944,نذر,A vow,4.46,ReadUrdu+word2word,,"(inf. n. of نذر 'to vow,' &c.), s.f. A vow; an offering, anything offered or dedicated; a gift or present…",Broke; vow; are; vows; ties
1945,نشر,spreading; expanding,4.46,Kaikki+ReadUrdu,"reviving, vivifying, resuscitation; broadcasting, telecasting, transmission, publishing, publication; scattering, spreading, expanding, extending, diffusing, dispersing","(inf. n. of نشر 'to spread,' &c.), s.m. Spreading (a table or a carpet, &c.); expanding, extending,…",networks; playing; major; including; underside
1946,واجب,appropriate; proper,4.46,Kaikki+ReadUrdu,"appropriate, proper, necessary","adj. appropriate, proper, necessary | Platts: (act. part. of وجب 'to be necessary,' &c.), adj. Necessary, obligatory, binding, incumbent (on); expedient;…",OWE; HUGE; THANKS; GUYS; thanks
1947,ویژن,vision,4.46,Kaikki+ReadUrdu,vision,vision,television; watching; dude; guy; saw
1948,پال,equivalent to English Paul,4.46,Kaikki+ReadUrdu,"a male given name from English, equivalent to English Paul","n. a male given name from English, equivalent to English Paul | Platts: (rt. of pālnā), s.m. Shelter; protection; crown lands kept in the hands of government. | also: form of پَولُس (paulus — Paul (of Tarsus), author of several books of the N) | also: infinitive of پالْنا (pālnā — to raise; bring up)",Paul; hurry; Timothy; Reading; Bottom
1949,پیرس,Paris,4.46,Kaikki+ReadUrdu+word2word,Paris (the capital and largest city of France),Paris (the capital and largest city of France),Paris; wonderful; Out; mess; watching
1950,چادر,covering; bed sheet,4.46,Kaikki+ReadUrdu,chador; covering; bed sheet,"n. covering; bedspread; bed sheet | Platts: s.f. A sheet; a table-cloth; a covering; a coverlet; a calico mantle or wrapper (of one fold, which reaches…",cloak; take; from; just; can
1951,کاپی,copy,4.46,Kaikki+ReadUrdu+word2word,copy,copy; notebook; copybook; exercise book,copy; Copy; shouts; COPY; Helo
1952,گردش,rotation; circulation,4.46,Kaikki+ReadUrdu+word2word,rotation; revolution; circulation,"n. rotation; revolution; circulation | Platts: (see gard), s.f. Going round, turning round, revolution; circulation; roll; course; period; turn, change;…",rotation; spar; Augusto; circulating; throw
1953,گم,missing; lost,4.46,Kaikki+ReadUrdu+word2word,"lost, missing; absent, invisible; distracted, wanting, wandering","adj. lost, missing; absent, invisible; distracted, wanting, wandering | Platts: adj. Lost; wanting; missing; absent; invisible; — wandering, distracted, confounded: — gum-rāh or rah, adj. &…",misplaced; moment; lose; going; missing
1954,گمراہ,misled,4.46,ReadUrdu+word2word,,"losing the way, wandering; misled; gone astray",stray; Mother; Follow; path; misled
1955,یعقوب,in turn from Hebrew…; Jacob,4.46,Kaikki+ReadUrdu,"Yaqub, Jacob; a male given name from Arabic يَعْقُوب (yaʕqūb) [in turn from Classical Syriac ܝܥܩܘܒ, in turn from Hebrew יעקב], equivalent to English Jacob","name: Yaqub, Jacob; a male given name from Arabic يَعْقُوب (yaʕqūb) [in turn from Classical Syriac ܝܥܩܘܒ, in turn from Hebrew… | Platts: (fr. عقب 'to strike the heel'; — to come close after; to follow'), prop. n. Jacob; James",
1956,اسباب,means; motives,4.45,Kaikki+ReadUrdu,"causes, means, motives, appliance, materiel","(pl. of سبب sabab), s.m. pl. Causes, motives, means; resources; — s.m. sing. Implements, tools, instruments,… | also: plural formal of سَبَب (sabab — cause, reason)",
1957,اشتہار,advertisement; notification,4.45,Kaikki+ReadUrdu,"advertisement, notification, poster, renown, reputation","n. advertisement, notification, poster, renown, reputation | Platts: s.m. Publication, divulging; publicity, public notice; notification, announcement, advertisement,…",
1958,بحریہ,navy,4.45,Kaikki+ReadUrdu+word2word,navy,navy,Navy; pals; soften; Trouble; Our
1959,بیل,creeper; progeny,4.45,Kaikki+ReadUrdu,creeper; progeny,"n. creeper; progeny | Platts: s.m. The wood-apple or Bel-tree, Ӕgle marmelos, and its fruit: — bel-pāt, bel-pattar, s.m., bel-pattī, s.f.…",cow; Tinker; Bell; boots; Nice
1960,تہ,bottom; origin,4.45,Kaikki+ReadUrdu,"origin, root; intent, meaning; bottom, underneath, depth, deepness","n. bottom, underneath, depth, deepness; intent, meaning; origin, root | Platts: [S. स्था; cf. H. thāh), s.f. Ground; site; floor; surface; bottom, underneath; foundation; depth; layer,…",
1961,جڑ,root; basis,4.45,Kaikki+ReadUrdu+word2word,root; basis; cause,n. root; basis; foundation | adj. lifeless; inert; senseless,root; nonchalant; act; starting; garbage
1962,حمل,transport; pregnancy,4.45,Kaikki+ReadUrdu+word2word,"Aries; pregnancy; transport, carriage, bearing","(inf. n. of حمل 'to bear or carry,' &c.), s.m. A burden, load; — gestation, pregnancy; the fruit (of the…",transport; transporting; holdin; vehicle; What
1963,راحت,relief; comfort,4.45,Kaikki+ReadUrdu,"reward; pleasure, joy; comfort, relief, respite, tranquillity","relief, comfort",
1964,رانی,queen,4.45,Kaikki+ReadUrdu+word2word,queen; a female; a weed plant; wild plant,"n. queen; the First Lady of a state, empire; an honorific for Hindu women | Platts: s.f. Queen, princess",queen; For; a; ?
1965,رشوت,bribe,4.45,Kaikki+ReadUrdu+word2word,bribe,"n. bribe | Platts: (for A. رشوة, v.n. fr. رشو 'to give a bribe'), s.f. A gift for corrupting a judge, a bribe: — rishwat-ḵẖor,…",corrupted; infected; permits; bribes; give
1966,سنگین,heavy; thick,4.45,Kaikki+ReadUrdu,"bayonet; dense, thick; weighty, heavy","adj. stony, as stone; weighty, heavy; dense, thick | n. bayonet | Platts: adj. Stony, of stone, made of stone; hard; firm, solid; strong; thick, stout, close-woven; heavy, weighty;…",serious; machinery; catastrophic; GRAVE; HAYES
1967,شعیب,Shuaib,4.45,Kaikki+ReadUrdu,Shuaib; a male given name from Arabic,Shuaib; a male given name from Arabic,
1968,عملہ,an official; public officers,4.45,Kaikki+ReadUrdu,"materials; public officers; an official, clerk","n. an official, clerk; staff, operators, executors; public officers | Platts: (for A. عملة ʻamalat, pl. of ʻāmil, q.v.), s.m. pl. & sing. Workers, operators, executors; ministerial or…",US; saw; after; return; visit
1969,فاضل,excellent in learning; in excess,4.45,Kaikki+ReadUrdu,"a learned man, an erudite person, a perfect or accomplished scholar; excellent; virtuous; excellent in learning, learned, erudite; perfect, accomplished; exceeding, being over and above, abundant, in excess, redundant, superfluous, supernumerary","adj. exceeding, being over and above, abundant, in excess, redundant, superfluous, supernumerary; excellent; virtuous; excellent in learning, learned, erudite; perfect, accomplished | n. excess, redundancy, superfluity; residue, remainder, surplus, balance; receipt in excess (of revenue, etc.);…; a learned man, an erudite person, a perfect or accomplished scholar | Platts: (act. part. of فضل 'to exceed'; 'to excel,'",
1970,فرعون,pharaoh,4.45,Kaikki+ReadUrdu,pharaoh; a haughty person,"n. pharaoh | Platts: s.m. Pharaoh (king of Egypt); — anyone inordinately proud, or insolent, or unbelieving; an audacious and…",
1971,قائل,acknowledging; agreeing,4.45,Kaikki+ReadUrdu,"acknowledging, agreeing, consenting","n. acknowledging, agreeing, consenting | Platts: (act. part. of قول 'to say; to speak,' &c.), part. adj. & s.m. Saying; confessing, acknowledging, owning;…",convince; persuaded; maybe; steal; To
1972,ماہی,fish,4.45,Kaikki+ReadUrdu,fish,"n. fish | Platts: s.f. A fish; (in Myth.) the fish on which the earth is supposed to rest: — māhī-pusht, adj. 'Fish-backed,'…",league; quarter; further; A; good
1973,معمول,action; established,4.45,Kaikki+ReadUrdu,"action, operation; fixed allowance or gratuity; established, customary, wonted, usual","adj. made, prepared; acted upon; (grammar) governed; established, customary, wonted, usual | n. action, operation; usage, established custom, practice; habit; fixed allowance or gratuity | Platts: (pass. part. of عمل 'to 'make; to do, act,' &c.), part. adj. Made, prepared; acted upon; (in Gram.) governed;…",routine; normal; cash; paying; table
1974,مہنگائی,cost of living; inflation,4.45,Kaikki+ReadUrdu,cost of living; inflation,cost of living; inflation,
1975,وزیرستان,Waziristan,4.45,Kaikki+ReadUrdu+word2word,Waziristan (a mountainous region in northwestern Pakistan),Waziristan (a mountainous region in northwestern Pakistan),Lights; Waziristan; over; gentlemen
1976,پھینک,throw,4.45,ReadUrdu+word2word,,"human settlement in Phek district, Nagaland, India | also: infinitive of پھین٘کْنا (phẽknā — to throw)",throw; threw; Throw; tossed; rag
1977,کاغذ,paper; document,4.45,Kaikki+ReadUrdu+word2word,"newspaper; epistle, letter; paper, document",paper,paper; read; Food; trash; document
1978,کھولنے,open,4.45,ReadUrdu+word2word,,infinitive indirect of کھولْنا (kholnā — to open),open; Em; presents; triggered; difficult
1979,ازیں,hereto,4.44,Kaikki+ReadUrdu,hereto,hereto,
1980,اقرار,promise; confession,4.44,Kaikki+ReadUrdu+word2word,pledge; promise; agreement,"acknowledgment, confession, promise",ungodliness; declared; confess; public; lovely
1981,انسداد,prevention; shutting off,4.44,Kaikki+ReadUrdu,"eradication, prevention, hindrance; closure, blockage, obstruction, shutting off","n. eradication, prevention, hindrance; closure, blockage, obstruction, shutting off | Platts: s.m. Prevention, hindrance, obstacle, bar, preventive measure",counter-cyber; outside; working; Meade; d
1982,اٹھانا,to pick up; remove,4.44,Kaikki+ReadUrdu,to raise; to pick up; remove; to answer (a phonecall),to awaken (ie. from sleep); to lift up; to pick up; remove,suffered; Plus; To; earthquake; lied
1983,بولتے,speak,4.44,ReadUrdu+word2word,,form of بولْنا (bolnā — to speak) | also: plural masculine of بولْنا (bolnā — to speak),speak; Portuguese; bit; languages; Bro
1984,تہران,Tehran,4.44,Kaikki+ReadUrdu,Tehran (a province of Iran); Tehran (the capital city of Iran),Tehran (the capital city of Iran); Tehran (a province of Iran),
1985,زخم,wound,4.44,Kaikki+ReadUrdu+word2word,"wound (usually a gash, stab, tear)",wound,wound; abdominal; closed; Get; festering
1986,ساٹھ,sixty,4.44,Kaikki+ReadUrdu+word2word,sixty,sixty,Sixty; sixty; concur; 60; Hello
1987,سنجیدہ,serious; grave,4.44,Kaikki+ReadUrdu+word2word,"weighted; grave, serious, solemn","serious, grave",serious; Are; being; Beatrice; SERIOUS
1988,سیدھا,direct; straight,4.44,Kaikki+ReadUrdu,"direct; straight; upright, erect","direct; straight; upright, erect",May; show; Pain; teaches
1989,عبور,Crossing,4.44,ReadUrdu+word2word,,"(inf. n. of عبر 'to cross,' &c.), s.m. Crossing, passing (a river), passing over, traversing; transportation…",Hah; blowing; crossing; storm; level
1990,فوائد,gains,4.44,ReadUrdu+word2word,,"s.m. pl. (of fāʼida, q.v.), Benefits, advantages, gains, profits, &c",pains; gains; ask; solve; Great
1991,لیبیا,Libya,4.44,Kaikki+ReadUrdu+word2word,Libya (a country in North Africa),Libya (a country in North Africa),Libyan; Libya; excuse; uh; some
1992,مرے,dead,4.44,ReadUrdu+word2word,,"plural perfective of مَرْنا (marnā — to die, to be dead) | also: masculine of مَرْنا (marnā — to die, to be dead)",dead; interesting; Tortured; less; Not
1993,مشین,machine,4.44,Kaikki+ReadUrdu+word2word,machine,"n. machine | Platts: (pass. part. of شين 'to disgrace, or dishonour,' &c.), part. adj. 'Disgraced, dishonoured'; — villainous;…",machine; language; launch; mechanism; Looks
1994,مناظر,scenes,4.44,Kaikki+word2word,views; scenes,plural of منظر (manzar): | also: plural formal of مَنْظَر (manzar — sight; view; scene),no; more; there; scenes; fuss
1995,پابند,bound; restrained,4.44,Kaikki+ReadUrdu,"bound; restrained, encumbered","restrained, encumbered; bound",obliged; given; circumstances; hand; over
1996,چوتھی,fourth,4.44,ReadUrdu+word2word,,fourth (feminine),fourth; grade; she; had; almost
1997,چھت,roof; ceiling,4.44,Kaikki+ReadUrdu+word2word,ceiling; roof; terrace,ceiling; roof; terrace,roof; ROOF; GET; THE; TO
1998,ڈبل,double,4.44,ReadUrdu+word2word,,double,double; Double; WE; DOUBLE; TIE-IN
1999,ڈھیر,heap,4.44,Kaikki+ReadUrdu,heap,heap,pile; scrubbing; Go; popped; funding
2000,کاش,I wish; if only,4.44,Kaikki+ReadUrdu+word2word,"I wish, if only","interj. I wish, if only | Platts: conj. Would to heaven, would that, I wish to heaven: — kāsh-ki, or kāsh-ke, Idem",Wish; wish; closed; WISH; wits
2001,کرن,ray; the ear,4.44,Kaikki+ReadUrdu+word2word,"the ear; making, doing; causing; producing","n. ray, beam (of light, of the sun or moon etc.); tasselled lace (of silver, gold etc.); the ear | Platts: s.m. Making, doing; committing (a crime); causing, producing, effecting, accomplishing: — an action, act,…",RAY; THIS; IS
2002,کرنل,colonel,4.44,ReadUrdu+word2word,,colonel,Colonel; Stelzer; -Colonel; committees; Base
2003,کھیلا,played,4.44,ReadUrdu+word2word,"play, sport, game; performance (of dance, drama, etc.); masculine singular perfective participle","n. play, sport, game; performance (of dance, drama, etc.) | v. inflection of کھیلْنَا (khelnā):",really; played; well; You
2004,گیر,conqueror of the world,4.44,Kaikki+ReadUrdu,conqueror of the world,"adj. conqueror of the world | Platts: part. adj. & s.m. Taking, seizing, holding; conquering; — taker, holder, catcher, conqueror, &c. (used as…",staunchly; defends; U.S; Barack; Obama
2005,ہڑتال,strike; hartal,4.44,Kaikki+ReadUrdu+word2word,"strike, hartal, (stoppage of work)","strike, hartal, (stoppage of work)",strike; artillery; called; an; blurry
2006,بتانے,tell,4.43,ReadUrdu+word2word,,"infinitive indirect of بَتانا (batānā — to tell, to inform) | also: infinitive indirect of بِتانا (bitānā — to spend, pass, live out (said of time, life etc.))",tell; mention; telling; vomit; Not
2007,تعبیر,interpretation,4.43,Kaikki+ReadUrdu,"interpretation, elucidation (of a dream); explanation; putting a new construction (on words)",interpretation (esp. of dreams); realization,
2008,تلنگانہ,Telangana,4.43,Kaikki+ReadUrdu,"Telangana (a state in south-central India, created in 2014 by separation from Andhra Pradesh)","Telangana (a state in south-central India, created in 2014 by separation from Andhra Pradesh)",
