rank,target,english,pos,ipa_candidate,learner_hint_candidate,source_sha256
350,poser,to put; to place; to set; to pose; to ask (a question); to install,verb,pozˈe,pohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
351,chef,"head; a boss, chief, leader; article, principal point",noun,ʃˈɛf,shayf,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
352,bureau,desk; office (room); ticket office,noun,byʁˈo,byroh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
353,propos,"remark; aim, intention",noun,pʁopˈo,prohpoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
354,école,school,noun,ekˈɔl,aykohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
355,boulot,job; work (informal),noun,bulˈo,bohohloh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
356,celui,the one; that one (masculine singular),pronoun,səlyˈi,sohohhlyayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
357,prochain,next; nearby; upcoming,adjective / noun,pʁoʃˈɛ̃,prohshayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
358,jeu,game; play; set; hand (cards); movement/play (context-dependent),noun,ʒˈø,zheu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
359,mentir,lie; tell a lie,verb,mɑ̃tˈiʁ,mantayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
360,hier,yesterday,adverb,jˈɛʁ,yayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
361,feu,fire; late/deceased (literary/formal adjective before a noun),noun / adjective,fˈø,feu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
362,confiance,trust; confidence,noun,kɔ̃fjˈɑ̃s,kohnfyans,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
363,vérité,truth,noun,veʁitˈe,vayrayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
364,cacher,to hide,verb,kaʃˈe,kashay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
365,journée,day,noun,ʒuʁnˈe,zhohohrnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
366,imaginer,to imagine,verb,imaʒinˈe,ayaymazhayaynay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
367,reste,remainder; rest; remains/stays; stay! (form of rester),noun / finite verb form / imperative form,ʁˈɛst,rayst,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
368,fermer,to shut; to close; to mark the border of,verb,fɛʁmˈe,fayrmay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
369,génial,"great, fantastic, awesome; ingenious, characteristic of a genius",adjective,ʒenjˈal,zhaynyal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
370,possible,possible,adjective,pɔsˈibl,pohsayaybl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
371,agir,to act; to take action; to behave; to sue/take legal action (agir en justice),verb,aʒˈiʁ,azhayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
372,téléphone,telephone,noun,telefˈɔn,taylayfohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
373,équipe,team,noun,ekˈip,aykayayp,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
374,plan,plan; map; shot (film); flat; level,noun / adjective,plˈɑ̃,plan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
375,amener,bring; fetch,verb,amnˈe,amnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
376,film,"movie, film",noun,fˈilm,fayaylm,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
377,parent,parent; related; similar,adjective / noun,paʁˈɑ̃,paran,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
378,dessus,on top; above; on it; top,adverb / noun,dəsˈy,dohohhsy,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
379,passé,last; past,adjective / noun,pasˈe,pasay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
380,monter,to go up; to climb; to rise; to increase; to assemble/set up; to ride/mount; to edit,verb,mɔ̃tˈe,mohntay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
381,propre,own; clean; eigen-,adjective,pʁˈɔpʁ,prohpr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
382,décider,decide,verb,desidˈe,daysayayday,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
383,vendre,to sell,verb,vˈɑ̃dʁ,vandr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
384,dehors,outside,adverb / noun,dəˈɔʁ,dohohhohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
385,bouger,to budge; to move (in general),verb,buʒˈe,bohohzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
386,mariage,union; wedding; marriage,noun,maʁjˈaʒ,maryazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
387,agent,agent,noun,aʒˈɑ̃,azhan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
388,choisir,"to choose; to perceive, distinguish",verb,ʃwazˈiʁ,shwazayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
389,exactement,exactly,adverb,ɛɡzaktəmˈɑ̃,aygzaktohohhman,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
390,expliquer,to explain,verb,ɛksplikˈe,ayksplayaykay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
391,recevoir,to receive; to entertain (to welcome guests),verb,ʁəsəvwˈaʁ,rohohhsohohhvwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
392,supposer,"to suggest, to imply; to suppose, to think, to reckon, to surmise",verb,sypozˈe,sypohzay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
393,sécurité,safety; security,noun,sekyʁitˈe,saykyrayaytay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
394,chien,dog,noun,ʃjˈɛ̃,shyayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
395,promettre,promise,verb,pʁomˈɛtʁ,prohmaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
396,près,"near (a time or a place); close (to a time or a place); attached to, connects a person or an organisation delegated officially to a setting",adverb / preposition,pʁˈɛ,pray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
397,ramener,"to draw, pull (back); to come down, be reduced (à to); to take back, bring back, restore",verb,ʁamnˈe,ramnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
398,cher,dear; beloved; expensive; dearly; at a high price,adjective / adverb / noun,ʃˈɛʁ,shayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
399,valoir,be worth,verb,valwˈaʁ,valwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
400,fête,party; celebration; holiday; feast; name day,noun,fˈɛt,fayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
401,long,long,adjective / noun,lˈɔ̃,lohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
402,préparer,prepare,verb,pʁepaʁˈe,prayparay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
403,jeter,to throw; to cast; to discard; to rush/throw oneself (se jeter),verb,ʒətˈe,zhohohhtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
404,joli,pretty,adjective,ʒolˈi,zhohlayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
405,derrière,behind; rear; back; backside,adverb / noun / preposition,dɛʁjˈɛʁ,dayryayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
406,presque,almost; nearly,adverb,pʁˈɛskə,prayskohohh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
407,marier,to marry/wed someone; to join in marriage; to get married (se marier),verb,maʁjˈe,maryay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
408,numéro,number; issue (of a publication),noun,nymeʁˈo,nymayroh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
409,gentil,kind; nice; gentle; sweet,adjective,ʒɑ̃tˈi,zhantayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
410,secret,secret,adjective / noun,səkʁˈɛ,sohohhkray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
411,capitaine,captain,noun,kapitˈɛn,kapayaytayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
412,raconter,to recount; to tell; to narrate,verb,ʁakɔ̃tˈe,rakohntay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
413,accepter,to accept,verb,aksɛptˈe,aksayptay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
414,service,service; department; duty,noun,sɛʁvˈis,sayrvayays,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
415,tourner,to turn / rotate; to film / shoot,verb,tuʁnˈe,tohohrnay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
416,ressembler,resemble; be similar,verb,ʁəsɑ̃blˈe,rohohhsanblay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
417,guerre,war,noun,ɡˈɛʁ,gayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
418,livre,book; pound,noun,lˈivʁ,layayvr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
419,moyen,means / way; average; medium,adjective / noun,mwajˈɛ̃,mwayayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
420,noir,black; dark; Black person (noun use),adjective / noun,nwˈaʁ,nwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
421,apporter,to take; to bring (something); to bring in (funding),verb,apɔʁtˈe,apohrtay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
422,ordre,order,noun,ˈɔʁdʁ,ohrdr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
423,lieu,place; location; site,noun,ljˈø,lyeu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
424,pied,foot; a unit of measure equal to 32.5 centimetres,noun,pjˈe,pyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
425,haut,top; high; tall,adjective / adverb / noun,ˈo,oh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
426,protéger,to protect,verb,pʁoteʒˈe,prohtayzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
427,coucher,to put to bed; to lay down; to go to bed/lie down (se coucher),verb,kuʃˈe,kohohshay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
428,enlever,to remove; take off; take away; kidnap/abduct,verb,ɑ̃lvˈe,anlvay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
429,pays,country,noun,pɛˈi,payayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
430,retour,return,noun,ʁətˈuʁ,rohohhtohohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
431,suffire,suffice,verb,syfˈiʁ,syfayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
432,découvrir,uncover; discover,verb,dekuvʁˈiʁ,daykohohvrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
433,bas,low; down; bass; bottom/lower part; stocking,adjective / adverb / noun,bˈa,ba,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
434,prison,prison,noun,pʁizˈɔ̃,prayayzohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
435,bientôt,soon,adverb,bjɛ̃tˈoː,byayayntoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
436,envie,desire; wish; urge; wanting (avoir envie de = to feel like/want); envy,noun,ɑ̃vˈi,anvayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
437,instant,moment; instant,adjective / noun,ɛ̃stˈɑ̃,ayaynstan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
438,tour,turn; round; tour; tower,noun,tˈuʁ,tohohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
439,ainsi,"in this way, thus",adverb,ɛ̃sˈi,ayaynsayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
440,sérieux,serious; really? for real?,adjective / noun,seʁjˈø,sayryeu,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
441,content,pleased; contented; satisfied,adjective,kɔ̃tˈɑ̃,kohntan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
442,peine,"punishment; effort, trouble; psychological pain, sorrow",noun,pˈɛn,payn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
443,détester,to hate; to strongly dislike,verb,detɛstˈe,daytaystay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
444,disparaître,disappear,verb,dispaʁˈɛtʁ,dayaysparaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
445,ignorer,to not know; be unaware of; ignore,verb,injoʁˈe,ayaynyohray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
446,autant,"so much; the same, as much; just as well, might as well/may as well",adverb,otˈɑ̃,ohtan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
447,carte,map; card; menu,noun,kˈaʁt,kart,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
448,terminer,to finish; to end; to complete,verb,tɛʁminˈe,tayrmayaynay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
449,facile,easy; simple,adjective,fasˈil,fasayayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
450,difficile,"difficult; choosy, fussy, picky",adjective,difisˈil,dayayfayaysayayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
451,meurtre,murder,noun,mˈœʁtʁ,meurtr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
452,présenter,to present; to show; to introduce; to submit; to stand/run as a candidate (se présenter),verb,pʁezɑ̃tˈe,prayzantay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
453,descendre,to descend; to go down; to kill (someone),verb,dɛsˈɑ̃dʁ,daysandr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
454,route,"route, way, path; road (sometimes route like ""Route 66"")",noun,ʁˈut,rohoht,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
455,frapper,to hit; to strike; to knock; to affect,verb,fʁapˈe,frapay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
456,compte,"account; count; tally; counts/takes into account (verb form, context-dependent)",noun / finite verb form,kˈɔ̃t,kohnt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
457,pièce,piece; room; coin; play; part,noun,pjˈɛs,pyays,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
458,offrir,to offer; to give; to present; to treat/buy for oneself (s'offrir),verb,ɔfʁˈiʁ,ohfrayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
459,sujet,subject; topic; exam question/paper; cause/reason; subject to,noun / adjective,syʒˈɛ,syzhay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
460,faute,"fault, blame; error, mistake; wrong, misdemeanor",noun,fˈot,foht,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
461,conduire,"to lead, to conduct; to drive (a vehicle); to behave, to conduct oneself",verb,kɔ̃dyˈiʁ,kohndyayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
462,choix,"choice; pick, draft pick",noun,ʃwˈa,shwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
463,esprit,mind; spirit,noun,ɛspʁˈi,aysprayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
464,bizarre,"peculiar, quaint; bizarre, odd, strange, funny",adjective,bizˈaʁ,bayayzar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
465,vérifier,to prove; to verify; to confirm,verb,veʁifjˈe,vayrayayfyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
466,dollar,dollar,noun,dɔlˈaʁ,dohlar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
467,parfois,sometimes,adverb,paʁfwˈa,parfwa,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
468,flic,"police officer; cop (informal/slang, sometimes derogatory)",noun,flˈik,flayayk,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
469,ensuite,"in turn, subsequently, thereafter, then",adverb,ɑ̃syˈit,ansyayayt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
470,verre,glass,noun,vˈɛʁ,vayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
471,seconde,second (time unit); second (feminine adjective),noun / adjective,səɡˈɔ̃d,sohohhgohnd,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
472,plaisir,pleasure; enjoyment,noun,plɛzˈiʁ,playzayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
473,pire,worse; worst; the worst (noun use),adjective / noun,pˈiʁ,payayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
474,d'abord,first; first of all; initially,adverb,dabˈɔʁ,dabohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
475,état,state; condition,noun,etˈa,ayta,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
476,lâcher,to let go; to release; to drop; to abandon; to fail/give up (context-dependent),verb,laʃˈe,lashay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
477,réveiller,to wake; to awaken; to wake up (se réveiller),verb,ʁevɛjˈe,rayvayyay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
478,humain,human,adjective / noun,ymˈɛ̃,ymayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
479,différent,different,adjective,difeʁˈɑ̃,dayayfayran,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
480,drôle,funny; amusing; strange; odd; rascal/kid (dated noun use),adjective / noun,dʁˈoːl,drohl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
481,l'un,one; one of them,pronoun,lˈœ̃,lohohn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
482,faux,false; wrong; incorrect; fake; scythe,adjective / adverb / noun,fˈo,foh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
483,permettre,to allow; to permit; to enable; to afford/take the liberty (se permettre),verb,pɛʁmˈɛtʁ,payrmaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
484,lever,to raise; to lift; raising/rising (noun); to get up/rise (se lever),verb / noun,ləvˈe,lohohhvay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
485,victime,victim,noun,viktˈim,vayayktayaym,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
486,rapport,ratio; report; relationship,noun,ʁapˈɔʁ,rapohr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
487,appel,call; appeal,noun,apˈɛl,apayl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
488,idiot,idiot,adjective / noun,idjˈo,ayaydyoh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
489,préférer,prefer,verb,pʁefeʁˈe,prayfayray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
490,erreur,"error (a failure, misfunction); mistake (an action taken in such condition of faulty belief); error (the condition of something that is not representative of reality)",noun,ɛʁˈœʁ,ayreur,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
491,malade,ill; sick; sick person; patient,adjective / noun,malˈad,malad,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
492,dîner,"to dine; lunch, midday meal; dinner, evening meal",noun / verb,dinˈe,dayaynay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
493,rêve,"dream; dreams; dream! (forms of rêver, context-dependent)",noun / finite verb form / imperative form,ʁˈɛv,rayv,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
494,lit,bed; reads (form of lire),noun / finite verb form,lˈi,layay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
495,preuve,"evidence, proof",noun,pʁˈøv,preuv,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
496,message,message,noun,mɛsˈaʒ,maysazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
497,ceci,this,pronoun,səsˈi,sohohhsayay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
498,pauvre,"poor, pitiable; lacking, scanty; poor person; pauper",adjective / noun,pˈovʁ,pohvr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
499,réussir,succeed,verb,ʁeysˈiʁ,rayysayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
500,avocat,"avocado; lawyer, attorney",noun,avokˈa,avohka,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
501,assurer,to assure; to ensure; to insure; to make sure; to secure; to belay (specialized),verb,asyʁˈe,asyray,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
502,sorte,"kind; sort; type; manner; may go out/leave (subjunctive form of sortir, context-dependent)",noun / finite verb form,sˈɔʁt,sohrt,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
503,remettre,to put back; to return/hand over; to postpone; to restore; to recover/get back to (se remettre),verb,ʁəmˈɛtʁ,rohohhmaytr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
504,tiens,hold!; you hold/keep; here; look; hey,finite verb form / imperative form / interjection,tjˈɛ̃,tyayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
505,client,client; customer,noun,kliˈɑ̃,klayayan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
506,simple,simple; easy; plain; mere; single; one-way,adjective / noun,sˈɛ̃pl,sayaynpl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
507,impossible,impossible,adjective / noun,ɛ̃pɔsˈibl,ayaynpohsayaybl,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
508,obtenir,"to get, to obtain",verb,ɔbtnˈiʁ,ohbtnayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
509,café,coffee; café; coffee shop; coffee-colored,noun / adjective,kafˈe,kafay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
510,tôt,early,adverb,tˈoː,toh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
511,chemin,path; way; road; route,noun,ʃəmˈɛ̃,shohohhmayayn,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
512,rire,to laugh; laugh; laughter,verb / noun,ʁˈiʁ,rayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
513,visage,face,noun,vizˈaʒ,vayayzazh,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
514,couper,to cut; cut off; switch off; interrupt,verb,kupˈe,kohohpay,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
515,détruire,to destroy; to demolish; to ruin,verb,detʁyˈiʁ,daytryayayr,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
516,dès,from; as early as; as soon as,preposition,dɛ,day,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
517,salle,gym; hall; room (in a house),noun,sˈal,sal,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
518,président,Speaker; president; chairperson,noun,pʁezidˈɑ̃,prayzayaydan,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
519,revoir,to see again; to re-examine,verb,ʁəvwˈaʁ,rohohhvwar,1e3ad312933d28cdf2f46353cf47ec42f94fb53c840430dbb0a7056d39ae1385
